* Measurement data measured by REW V5.20.13
* Source: JM-1 10dB Target Filtered
* Format: 
* Dated: Dec 5, 2023 9:00:59 AM
50.762039, 5.287
51.129883, 5.270
51.500389, 5.254
51.873581, 5.236
52.249481, 5.219
52.628101, 5.203
53.009464, 5.186
53.393593, 5.170
53.780506, 5.154
54.170223, 5.138
54.562763, 5.122
54.958145, 5.106
55.356396, 5.091
55.757530, 5.075
56.161572, 5.060
56.568542, 5.045
56.978462, 5.030
57.391350, 5.014
57.807232, 4.999
58.226128, 4.984
58.648056, 4.969
59.073048, 4.954
59.501114, 4.939
59.932281, 4.925
60.366577, 4.910
60.804020, 4.896
61.244629, 4.882
61.688435, 4.868
62.135452, 4.853
62.585712, 4.839
63.039234, 4.824
63.496040, 4.810
63.956161, 4.796
64.419617, 4.782
64.886421, 4.768
65.356621, 4.755
65.830215, 4.741
66.307251, 4.727
66.787743, 4.713
67.271713, 4.699
67.759193, 4.685
68.250206, 4.671
68.744774, 4.657
69.242928, 4.643
69.744690, 4.630
70.250084, 4.616
70.759148, 4.602
71.271896, 4.588
71.788361, 4.574
72.308571, 4.560
72.832550, 4.546
73.360321, 4.532
73.891922, 4.518
74.427376, 4.505
74.966705, 4.491
75.509949, 4.477
76.057121, 4.463
76.608261, 4.450
77.163399, 4.436
77.722557, 4.422
78.285767, 4.408
78.853058, 4.394
79.424461, 4.381
80.000000, 4.367
80.579712, 4.353
81.163628, 4.340
81.751770, 4.326
82.344177, 4.312
82.940880, 4.298
83.541901, 4.285
84.147285, 4.271
84.757050, 4.258
85.371231, 4.243
85.989868, 4.229
86.612984, 4.215
87.240616, 4.202
87.872803, 4.188
88.509560, 4.174
89.150940, 4.160
89.796967, 4.146
90.447670, 4.133
91.103088, 4.119
91.763260, 4.105
92.428215, 4.090
93.097992, 4.076
93.772614, 4.062
94.452133, 4.048
95.136566, 4.034
95.825966, 4.019
96.520363, 4.004
97.219788, 3.989
97.924286, 3.974
98.633881, 3.959
99.348625, 3.944
100.068542, 3.929
100.793686, 3.914
101.524078, 3.899
102.259766, 3.884
103.000778, 3.868
103.747162, 3.853
104.498962, 3.837
105.256203, 3.821
106.018929, 3.805
106.787186, 3.789
107.561012, 3.773
108.340446, 3.756
109.125526, 3.740
109.916290, 3.724
110.712791, 3.707
111.515060, 3.690
112.323143, 3.674
113.137085, 3.658
113.956924, 3.641
114.782700, 3.624
115.614464, 3.606
116.452255, 3.589
117.296112, 3.571
118.146095, 3.554
119.002228, 3.537
119.864563, 3.519
120.733154, 3.502
121.608040, 3.484
122.489258, 3.467
123.376869, 3.449
124.270905, 3.431
125.171425, 3.413
126.078468, 3.396
126.992081, 3.378
127.912323, 3.361
128.839233, 3.343
129.772842, 3.325
130.713242, 3.308
131.660431, 3.289
132.614502, 3.271
133.575485, 3.254
134.543427, 3.236
135.518387, 3.218
136.500412, 3.200
137.489548, 3.183
138.485855, 3.166
139.489380, 3.148
140.500168, 3.131
141.518295, 3.114
142.543793, 3.097
143.576721, 3.080
144.617142, 3.062
145.665100, 3.045
146.720642, 3.028
147.783844, 3.011
148.854752, 2.995
149.933411, 2.978
151.019897, 2.961
152.114243, 2.945
153.216522, 2.928
154.326797, 2.911
155.445114, 2.895
156.571533, 2.879
157.706116, 2.864
158.848923, 2.848
160.000000, 2.832
161.159424, 2.816
162.327255, 2.800
163.503540, 2.784
164.688354, 2.768
165.881760, 2.752
167.083801, 2.737
168.294571, 2.721
169.514099, 2.706
170.742462, 2.690
171.979736, 2.675
173.225967, 2.660
174.481232, 2.645
175.745605, 2.630
177.019119, 2.614
178.301880, 2.599
179.593933, 2.585
180.895340, 2.570
182.206177, 2.555
183.526520, 2.541
184.856430, 2.526
186.195984, 2.512
187.545227, 2.498
188.904266, 2.484
190.273132, 2.470
191.651932, 2.456
193.040726, 2.442
194.439575, 2.429
195.848572, 2.416
197.267761, 2.402
198.697250, 2.389
200.137085, 2.376
201.587372, 2.362
203.048157, 2.349
204.519531, 2.337
206.001556, 2.324
207.494324, 2.312
208.997925, 2.300
210.512405, 2.288
212.037857, 2.276
213.574371, 2.264
215.122025, 2.253
216.680893, 2.242
218.251053, 2.230
219.832581, 2.219
221.425583, 2.209
223.030121, 2.199
224.646286, 2.188
226.274170, 2.178
227.913849, 2.168
229.565399, 2.158
231.228928, 2.149
232.904510, 2.139
234.592224, 2.130
236.292191, 2.122
238.004456, 2.113
239.729126, 2.104
241.466309, 2.096
243.216080, 2.088
244.978516, 2.080
246.753738, 2.072
248.541809, 2.064
250.342850, 2.057
252.156937, 2.049
253.984161, 2.042
255.824646, 2.034
257.678467, 2.027
259.545685, 2.019
261.426483, 2.012
263.320862, 2.004
265.229004, 1.997
267.150970, 1.989
269.086853, 1.982
271.036774, 1.975
273.000824, 1.968
274.979095, 1.961
276.971710, 1.954
278.978760, 1.947
281.000336, 1.940
283.036591, 1.933
285.087585, 1.926
287.153442, 1.919
289.234283, 1.913
291.330200, 1.906
293.441284, 1.899
295.567688, 1.892
297.709503, 1.885
299.866821, 1.879
302.039795, 1.872
304.228485, 1.866
306.433044, 1.859
308.653595, 1.853
310.890228, 1.846
313.143066, 1.839
315.412231, 1.832
317.697845, 1.826
320.000000, 1.820
322.318848, 1.814
324.654510, 1.807
327.007080, 1.801
329.376709, 1.795
331.763519, 1.789
334.167603, 1.783
336.589142, 1.776
339.028198, 1.769
341.484924, 1.763
343.959473, 1.758
346.451935, 1.752
348.962463, 1.745
351.491211, 1.739
354.038239, 1.734
356.603760, 1.728
359.187866, 1.722
361.790680, 1.716
364.412354, 1.710
367.053040, 1.703
369.712860, 1.696
372.391968, 1.690
375.090454, 1.684
377.808533, 1.678
380.546265, 1.671
383.303864, 1.664
386.081451, 1.657
388.879150, 1.650
391.697144, 1.643
394.535522, 1.636
397.394501, 1.629
400.274170, 1.621
403.174744, 1.612
406.096313, 1.604
409.039062, 1.596
412.003113, 1.588
414.988647, 1.579
417.995850, 1.570
421.024811, 1.561
424.075714, 1.552
427.148743, 1.543
430.244049, 1.533
433.361786, 1.523
436.502106, 1.513
439.665161, 1.502
442.851166, 1.492
446.060242, 1.482
449.292572, 1.473
452.548340, 1.462
455.827698, 1.451
459.130798, 1.441
462.457855, 1.431
465.809021, 1.420
469.184448, 1.409
472.584381, 1.398
476.008911, 1.387
479.458252, 1.376
482.932617, 1.364
486.432159, 1.353
489.957031, 1.342
493.507477, 1.330
497.083618, 1.319
500.685699, 1.307
504.313873, 1.295
507.968323, 1.283
511.649292, 1.271
515.356934, 1.259
519.091370, 1.247
522.852966, 1.235
526.641724, 1.223
530.458008, 1.211
534.301941, 1.199
538.173706, 1.186
542.073547, 1.174
546.001648, 1.162
549.958191, 1.150
553.943420, 1.138
557.957520, 1.126
562.000671, 1.114
566.073181, 1.102
570.175171, 1.091
574.306885, 1.079
578.468567, 1.068
582.660400, 1.056
586.882568, 1.045
591.135376, 1.034
595.419006, 1.023
599.733643, 1.012
604.079590, 1.001
608.456970, 0.989
612.866089, 0.977
617.307190, 0.966
621.780457, 0.955
626.286133, 0.943
630.824463, 0.932
635.395691, 0.920
640.000000, 0.908
644.637695, 0.896
649.309021, 0.883
654.014160, 0.871
658.753418, 0.858
663.527039, 0.845
668.335205, 0.832
673.178284, 0.818
678.056396, 0.804
682.969849, 0.790
687.918945, 0.776
692.903870, 0.761
697.924927, 0.746
702.982422, 0.732
708.076477, 0.717
713.207520, 0.702
718.375732, 0.688
723.581360, 0.673
728.824707, 0.659
734.106079, 0.644
739.425720, 0.629
744.783936, 0.615
750.180908, 0.602
755.617065, 0.588
761.092529, 0.575
766.607727, 0.562
772.162903, 0.549
777.758301, 0.537
783.394287, 0.526
789.071045, 0.515
794.789001, 0.504
800.548340, 0.493
806.349487, 0.484
812.192627, 0.474
818.078125, 0.466
824.006226, 0.458
829.977295, 0.450
835.991699, 0.444
842.049622, 0.438
848.151428, 0.433
854.297485, 0.427
860.488098, 0.423
866.723572, 0.418
873.004211, 0.414
879.330322, 0.410
885.702332, 0.408
892.120483, 0.405
898.585144, 0.403
905.096680, 0.401
911.655396, 0.399
918.261597, 0.398
924.915710, 0.398
931.618042, 0.398
938.368896, 0.399
945.168762, 0.401
952.017822, 0.404
958.916504, 0.407
965.865234, 0.412
972.864319, 0.417
979.914062, 0.425
987.014954, 0.434
994.167236, 0.443
1001.371399, 0.454
1008.627747, 0.467
1015.936646, 0.481
1023.298584, 0.497
1030.713867, 0.515
1038.182739, 0.535
1045.705933, 0.555
1053.283447, 0.576
1060.916016, 0.599
1068.603882, 0.622
1076.347412, 0.646
1084.147095, 0.670
1092.003296, 0.694
1099.916382, 0.718
1107.886841, 0.741
1115.915039, 0.764
1124.001343, 0.786
1132.146362, 0.809
1140.350342, 0.830
1148.613770, 0.851
1156.937134, 0.870
1165.320801, 0.890
1173.765137, 0.909
1182.270752, 0.928
1190.838013, 0.946
1199.467285, 0.965
1208.159180, 0.984
1216.913940, 1.003
1225.732178, 1.024
1234.614380, 1.044
1243.560913, 1.065
1252.572266, 1.087
1261.648926, 1.110
1270.791382, 1.133
1280.000000, 1.158
1289.275391, 1.184
1298.618042, 1.210
1308.028320, 1.237
1317.506836, 1.264
1327.054077, 1.292
1336.670410, 1.321
1346.356567, 1.351
1356.112793, 1.381
1365.939697, 1.412
1375.837891, 1.444
1385.807739, 1.476
1395.849854, 1.508
1405.964844, 1.540
1416.152954, 1.573
1426.415039, 1.607
1436.751465, 1.641
1447.162720, 1.675
1457.649414, 1.710
1468.212158, 1.745
1478.851440, 1.781
1489.567871, 1.817
1500.361816, 1.855
1511.234131, 1.893
1522.185059, 1.931
1533.215454, 1.970
1544.325806, 2.010
1555.516602, 2.051
1566.788574, 2.093
1578.142090, 2.135
1589.578003, 2.177
1601.096680, 2.221
1612.698975, 2.265
1624.385254, 2.310
1636.156250, 2.356
1648.012451, 2.402
1659.954590, 2.449
1671.983398, 2.497
1684.099243, 2.546
1696.302856, 2.596
1708.594971, 2.647
1720.976196, 2.700
1733.447144, 2.754
1746.008423, 2.809
1758.660645, 2.865
1771.404663, 2.923
1784.240967, 2.983
1797.170288, 3.044
1810.193359, 3.108
1823.310791, 3.173
1836.523193, 3.239
1849.831421, 3.308
1863.236084, 3.378
1876.737793, 3.451
1890.337524, 3.525
1904.035645, 3.601
1917.833008, 3.680
1931.730469, 3.761
1945.728638, 3.844
1959.828125, 3.929
1974.029907, 4.017
1988.334473, 4.108
2002.742798, 4.201
2017.255493, 4.297
2031.873291, 4.395
2046.597168, 4.496
2061.427734, 4.601
2076.365479, 4.708
2091.411865, 4.817
2106.566895, 4.929
2121.832031, 5.042
2137.207764, 5.158
2152.694824, 5.276
2168.294189, 5.394
2184.006592, 5.512
2199.832764, 5.629
2215.773682, 5.744
2231.830078, 5.858
2248.002686, 5.971
2264.292725, 6.079
2280.700684, 6.185
2297.227539, 6.287
2313.874268, 6.385
2330.641602, 6.480
2347.530273, 6.572
2364.541504, 6.661
2381.676025, 6.748
2398.934570, 6.833
2416.318359, 6.917
2433.827881, 6.998
2451.464355, 7.078
2469.228760, 7.156
2487.121826, 7.234
2505.144531, 7.309
2523.297852, 7.385
2541.582764, 7.458
2560.000000, 7.531
2578.550781, 7.602
2597.236084, 7.672
2616.056641, 7.740
2635.013672, 7.806
2654.108154, 7.871
2673.340820, 7.933
2692.713135, 7.994
2712.225586, 8.051
2731.879395, 8.105
2751.675781, 8.156
2771.615479, 8.203
2791.699707, 8.247
2811.929688, 8.286
2832.305908, 8.320
2852.830078, 8.351
2873.502930, 8.377
2894.325439, 8.399
2915.298828, 8.416
2936.424316, 8.428
2957.702881, 8.436
2979.135742, 8.439
3000.723633, 8.438
3022.468262, 8.432
3044.370117, 8.422
3066.430908, 8.407
3088.651611, 8.388
3111.033203, 8.366
3133.577148, 8.338
3156.284180, 8.306
3179.156006, 8.270
3202.193359, 8.230
3225.397949, 8.186
3248.770508, 8.138
3272.312500, 8.086
3296.024902, 8.030
3319.909180, 7.970
3343.966797, 7.906
3368.198486, 7.840
3392.605713, 7.771
3417.189941, 7.698
3441.952393, 7.622
3466.894287, 7.544
3492.016846, 7.464
3517.321289, 7.381
3542.809326, 7.297
3568.481934, 7.211
3594.340576, 7.123
3620.386719, 7.034
3646.621582, 6.943
3673.046387, 6.851
3699.662842, 6.759
3726.472168, 6.665
3753.475586, 6.571
3780.675049, 6.476
3808.071289, 6.381
3835.666016, 6.286
3863.460938, 6.192
3891.457275, 6.097
3919.656250, 6.004
3948.059814, 5.910
3976.668945, 5.817
4005.485596, 5.723
4034.510986, 5.632
4063.746582, 5.540
4093.194336, 5.448
4122.855469, 5.355
4152.730957, 5.263
4182.823730, 5.169
4213.133789, 5.075
4243.664062, 4.979
4274.415527, 4.882
4305.389648, 4.783
4336.588379, 4.682
4368.013184, 4.579
4399.665527, 4.474
4431.547363, 4.368
4463.660156, 4.262
4496.005371, 4.155
4528.585449, 4.048
4561.401367, 3.942
4594.455078, 3.836
4627.748535, 3.730
4661.283203, 3.627
4695.060547, 3.525
4729.083008, 3.425
4763.352051, 3.326
4797.869141, 3.230
4832.636719, 3.135
4867.655762, 3.042
4902.928711, 2.953
4938.457520, 2.866
4974.243652, 2.781
5010.289062, 2.702
5046.595703, 2.626
5083.165527, 2.554
5120.000000, 2.485
5157.101562, 2.422
5194.472168, 2.364
5232.113281, 2.310
5270.027344, 2.260
5308.216309, 2.214
5346.681641, 2.172
5385.426270, 2.132
5424.451172, 2.094
5463.758789, 2.060
5503.351562, 2.026
5543.230957, 1.995
5583.399414, 1.965
5623.859375, 1.936
5664.611816, 1.908
5705.660156, 1.881
5747.005859, 1.855
5788.650879, 1.831
5830.597656, 1.808
5872.848633, 1.787
5915.405762, 1.767
5958.271484, 1.748
6001.447266, 1.731
6044.936523, 1.715
6088.740234, 1.702
6132.861816, 1.691
6177.303223, 1.682
6222.066406, 1.675
6267.154297, 1.670
6312.568359, 1.667
6358.312012, 1.668
6404.386719, 1.670
6450.795898, 1.674
6497.541016, 1.681
6544.625000, 1.691
6592.049805, 1.702
6639.818359, 1.716
6687.933594, 1.731
6736.396973, 1.748
6785.211426, 1.766
6834.379883, 1.786
6883.904785, 1.807
6933.788574, 1.827
6984.033691, 1.848
7034.642578, 1.868
7085.618652, 1.887
7136.963867, 1.904
7188.681152, 1.920
7240.773438, 1.934
7293.243164, 1.944
7346.092773, 1.952
7399.325684, 1.954
7452.944336, 1.952
7506.951172, 1.945
7561.350098, 1.932
7616.142578, 1.913
7671.332031, 1.888
7726.921875, 1.856
7782.914551, 1.817
7839.312500, 1.770
7896.119629, 1.715
7953.337891, 1.652
8010.971191, 1.581
8069.021973, 1.500
8127.493164, 1.410
8186.388672, 1.311
8245.710938, 1.204
8305.461914, 1.087
8365.647461, 0.962
8426.267578, 0.829
8487.328125, 0.686
8548.831055, 0.536
8610.779297, 0.379
8673.176758, 0.216
8736.026367, 0.048
8799.331055, -0.122
8863.094727, -0.293
8927.320312, -0.462
8992.010742, -0.629
9057.170898, -0.790
9122.802734, -0.943
9188.910156, -1.086
9255.497070, -1.217
9322.566406, -1.334
9390.121094, -1.437
9458.166016, -1.525
9526.704102, -1.597
9595.738281, -1.653
9665.273438, -1.692
9735.311523, -1.716
9805.857422, -1.723
9876.915039, -1.714
9948.487305, -1.688
10020.578125, -1.639
10093.191406, -1.574
10166.331055, -1.491
10240.000000, -1.388
10314.203125, -1.271
10388.944336, -1.142
10464.226562, -1.010
10540.054688, -0.881
10616.432617, -0.764
10693.363281, -0.670
10770.852539, -0.607
10848.902344, -0.580
10927.517578, -0.593
11006.703125, -0.645
11086.461914, -0.730
11166.798828, -0.852
11247.718750, -1.008
11329.223633, -1.185
11411.320312, -1.378
11494.011719, -1.594
11577.301758, -1.826
11661.195312, -2.065
11745.697266, -2.308
11830.811523, -2.556
11916.542969, -2.803
12002.894531, -3.046
12089.873047, -3.282
12177.480469, -3.495
12265.723633, -3.678
12354.606445, -3.846
12444.132812, -3.999
12534.308594, -4.117
12625.136719, -4.218
12716.624023, -4.301
12808.773438, -4.362
12901.591797, -4.407
12995.082031, -4.448
13089.250000, -4.487
13184.099609, -4.523
13279.636719, -4.552
13375.867188, -4.581
13472.793945, -4.612
13570.422852, -4.648
13668.759766, -4.692
13767.809570, -4.743
13867.577148, -4.802
13968.067383, -4.871
14069.285156, -4.953
14171.237305, -5.041
14273.927734, -5.134
14377.362305, -5.234
14481.546875, -5.341
14586.486328, -5.452
14692.185547, -5.563
14798.651367, -5.672
14905.888672, -5.778
15013.902344, -5.878
15122.700195, -5.967
15232.285156, -6.046
15342.664062, -6.110
15453.843750, -6.161
15565.829102, -6.196
15678.625000, -6.216
15792.239258, -6.221
15906.675781, -6.212
16021.942383, -6.190
16138.043945, -6.158
16254.986328, -6.116
16372.777344, -6.067
16491.421875, -6.012
16610.923828, -5.955
16731.294922, -5.897
16852.535156, -5.841
16974.656250, -5.788
17097.662109, -5.740
17221.558594, -5.700
17346.353516, -5.669
17472.052734, -5.651
17598.662109, -5.648
17726.189453, -5.662
17854.640625, -5.698
17984.021484, -5.758
18114.341797, -5.845
18245.605469, -5.963
18377.820312, -6.116
18510.994141, -6.305
18645.132812, -6.533
18780.242188, -6.802
18916.332031, -7.112
19053.408203, -7.462
19191.476562, -7.862
19330.546875, -8.314
19470.623047, -8.904
19611.714844, -9.878
19753.830078, -11.044
19896.974609, -12.185
20041.156250, -12.966
