Freq[Hz]     dBSPL  Phase[Deg]
14.3478     75.468   -41.990
14.5565     75.412   -42.018
14.7683     75.356   -42.047
14.9831     75.300   -42.077
15.2010     75.243   -42.108
15.4221     75.187   -42.139
15.6464     75.131   -42.171
15.8740     75.075   -42.204
16.1049     75.018   -42.237
16.3392     74.962   -42.271
16.5768     74.906   -42.306
16.8179     74.850   -42.341
17.0626     74.793   -42.378
17.3107     74.737   -42.414
17.5625     74.681   -42.452
17.8180     74.625   -42.490
18.0771     74.569   -42.528
18.3401     74.512   -42.566
18.6068     74.456   -42.603
18.8775     74.400   -42.639
19.1521     74.344   -42.672
19.4306     74.288   -42.700
19.7133     74.234   -42.726
20.0000     74.183   -42.757
20.2909     74.135   -42.800
20.5860     74.091   -42.864
20.8855     74.048   -42.957
21.1893     74.002   -43.076
21.4975     73.950   -43.211
21.8102     73.894   -43.352
22.1274     73.834   -43.491
22.4492     73.773   -43.623
22.7758     73.713   -43.750
23.1071     73.653   -43.877
23.4432     73.592   -44.011
23.7841     73.532   -44.156
24.1301     73.472   -44.315
24.4811     73.407   -44.484
24.8372     73.336   -44.652
25.1984     73.260   -44.812
25.5649     73.180   -44.957
25.9368     73.097   -45.077
26.3141     73.018   -45.176
26.6968     72.936   -45.261
27.0851     72.854   -45.326
27.4791     72.776   -45.382
27.8788     72.700   -45.440
28.2843     72.624   -45.496
28.6957     72.548   -45.550
29.1131     72.470   -45.608
29.5365     72.387   -45.660
29.9661     72.306   -45.696
30.4020     72.226   -45.725
30.8442     72.143   -45.745
31.2929     72.063   -45.750
31.7480     71.982   -45.749
32.2098     71.900   -45.734
32.6783     71.821   -45.707
33.1536     71.745   -45.681
33.6359     71.670   -45.655
34.1251     71.596   -45.628
34.6215     71.521   -45.603
35.1250     71.446   -45.582
35.6359     71.372   -45.562
36.1543     71.297   -45.539
36.6802     71.222   -45.513
37.2137     71.142   -45.479
37.7550     71.060   -45.423
38.3041     70.981   -45.343
38.8613     70.905   -45.250
39.4265     70.835   -45.150
40.0000     70.771   -45.058
40.5818     70.710   -44.983
41.1721     70.650   -44.931
41.7710     70.587   -44.898
42.3785     70.523   -44.875
42.9949     70.456   -44.857
43.6203     70.383   -44.829
44.2548     70.311   -44.789
44.8985     70.240   -44.741
45.5515     70.172   -44.688
46.2141     70.107   -44.638
46.8863     70.041   -44.594
47.5683     69.973   -44.553
48.2602     69.899   -44.501
48.9621     69.828   -44.435
49.6743     69.758   -44.358
50.3968     69.691   -44.273
51.1299     69.630   -44.190
51.8736     69.570   -44.117
52.6281     69.510   -44.056
53.3936     69.449   -44.004
54.1702     69.389   -43.960
54.9581     69.328   -43.922
55.7575     69.267   -43.889
56.5685     69.207   -43.864
57.3914     69.144   -43.843
58.2261     69.082   -43.824
59.0730     69.017   -43.808
59.9323     68.948   -43.784
60.8040     68.884   -43.758
61.6884     68.818   -43.731
62.5857     68.750   -43.692
63.4960     68.684   -43.648
64.4196     68.615   -43.600
65.3566     68.550   -43.544
66.3073     68.489   -43.489
67.2717     68.429   -43.442
68.2502     68.369   -43.404
69.2429     68.309   -43.377
70.2501     68.248   -43.359
71.2719     68.187   -43.347
72.3086     68.125   -43.341
73.3603     68.061   -43.337
74.4274     67.993   -43.330
75.5099     67.930   -43.326
76.6083     67.865   -43.326
77.7226     67.797   -43.317
78.8531     67.729   -43.304
80.0000     67.658   -43.289
81.1636     67.591   -43.269
82.3442     67.528   -43.255
83.5419     67.466   -43.254
84.7570     67.398   -43.260
85.9899     67.327   -43.266
87.2406     67.255   -43.269
88.5096     67.182   -43.266
89.7970     67.114   -43.261
91.1031     67.046   -43.264
92.4282     66.973   -43.267
93.7726     66.898   -43.267
95.1366     66.823   -43.269
96.5204     66.748   -43.268
97.9243     66.674   -43.266
99.3486     66.598   -43.265
100.794     66.519   -43.266
102.260     66.436   -43.258
103.747     66.356   -43.241
105.256     66.275   -43.221
106.787     66.192   -43.194
108.340     66.112   -43.167
109.916     66.028   -43.141
111.515     65.943   -43.110
113.137     65.859   -43.080
114.783     65.770   -43.045
116.452     65.681   -43.001
118.146     65.587   -42.945
119.865     65.492   -42.872
121.608     65.396   -42.781
123.377     65.300   -42.669
125.171     65.206   -42.543
126.992     65.111   -42.405
128.839     65.020   -42.261
130.713     64.929   -42.120
132.615     64.839   -41.979
134.543     64.742   -41.831
136.500     64.641   -41.662
138.486     64.538   -41.467
140.500     64.434   -41.243
142.544     64.336   -40.990
144.617     64.243   -40.725
146.721     64.148   -40.452
148.855     64.055   -40.169
151.020     63.959   -39.872
153.217     63.862   -39.549
155.445     63.768   -39.202
157.706     63.674   -38.830
160.000     63.590   -38.440
162.327     63.506   -38.042
164.688     63.424   -37.626
167.084     63.349   -37.205
169.514     63.274   -36.783
171.980     63.206   -36.359
174.481     63.144   -35.946
177.019     63.083   -35.548
179.594     63.023   -35.164
182.206     62.963   -34.792
184.856     62.904   -34.427
187.545     62.844   -34.069
190.273     62.784   -33.715
193.041     62.724   -33.363
195.849     62.664   -33.011
198.697     62.604   -32.658
201.587     62.544   -32.305
204.520     62.484   -31.949
207.494     62.424   -31.589
210.512     62.364   -31.225
213.574     62.304   -30.855
216.681     62.244   -30.475
219.833     62.184   -30.083
223.030     62.125   -29.679
226.274     62.071   -29.272
229.565     62.024   -28.878
232.905     61.979   -28.501
236.292     61.933   -28.143
239.729     61.881   -27.800
243.216     61.824   -27.456
246.754     61.764   -27.097
250.343     61.704   -26.722
253.984     61.644   -26.329
257.678     61.584   -25.920
261.426     61.524   -25.495
265.229     61.464   -25.052
269.087     61.404   -24.587
273.001     61.344   -24.097
276.972     61.285   -23.580
281.000     61.232   -23.040
285.088     61.186   -22.490
289.234     61.141   -21.930
293.441     61.103   -21.365
297.709     61.065   -20.803
302.040     61.029   -20.233
306.433     60.999   -19.653
310.890     60.969   -19.067
315.412     60.947   -18.478
320.000     60.931   -17.901
324.655     60.924   -17.347
329.377     60.922   -16.828
334.168     60.921   -16.350
339.028     60.914   -15.897
343.959     60.900   -15.448
348.962     60.885   -14.992
354.038     60.871   -14.526
359.188     60.864   -14.054
364.412     60.863   -13.590
369.713     60.862   -13.144
375.090     60.862   -12.717
380.546     60.862   -12.307
386.081     60.862   -11.909
391.697     60.862   -11.523
397.394     60.862   -11.148
403.175     60.862   -10.784
409.039     60.862   -10.433
414.989     60.862   -10.097
421.025     60.861    -9.774
427.149     60.854    -9.453
433.362     60.840    -9.115
439.665     60.825    -8.758
446.060     60.811    -8.379
452.548     60.804    -7.984
459.131     60.803    -7.588
465.809     60.802    -7.203
472.584     60.802    -6.828
479.458     60.802    -6.463
486.432     60.802    -6.104
493.507     60.802    -5.749
500.686     60.802    -5.397
507.968     60.802    -5.048
515.357     60.802    -4.700
522.853     60.802    -4.355
530.458     60.802    -4.010
538.174     60.802    -3.666
546.002     60.802    -3.322
553.943     60.802    -2.978
562.001     60.802    -2.634
570.175     60.802    -2.289
578.469     60.802    -1.943
586.883     60.802    -1.596
595.419     60.802    -1.247
604.080     60.802    -0.895
612.866     60.802    -0.541
621.780     60.802    -0.184
630.824     60.802     0.176
640.000     60.802     0.541
649.309     60.802     0.910
658.753     60.802     1.285
668.335     60.802     1.665
678.056     60.802     2.052
687.919     60.802     2.447
697.925     60.802     2.851
708.077     60.802     3.266
718.376     60.802     3.694
728.825     60.802     4.140
739.426     60.803     4.607
750.181     60.804     5.095
761.093     60.811     5.599
772.163     60.825     6.104
783.394     60.840     6.614
794.789     60.855     7.131
806.349     60.870     7.657
818.078     60.887     8.195
829.977     60.909     8.751
842.050     60.939     9.313
854.298     60.969     9.875
866.724     61.006    10.434
879.330     61.045    10.985
892.120     61.085    11.541
905.097     61.130    12.097
918.262     61.176    12.655
931.618     61.227    13.217
945.169     61.285    13.777
958.917     61.350    14.322
972.864     61.421    14.839
987.015     61.496    15.327
1001.37     61.571    15.789
1015.94     61.645    16.229
1030.71     61.720    16.652
1045.71     61.795    17.065
1060.92     61.870    17.477
1076.35     61.948    17.882
1092.00     62.028    18.277
1107.89     62.110    18.668
1124.00     62.198    19.049
1140.35     62.283    19.422
1156.94     62.369    19.794
1173.77     62.461    20.158
1190.84     62.560    20.507
1208.16     62.663    20.836
1225.73     62.767    21.144
1243.56     62.872    21.431
1261.65     62.978    21.695
1280.00     63.090    21.941
1298.62     63.206    22.162
1317.51     63.321    22.358
1336.67     63.433    22.537
1356.11     63.548    22.698
1375.84     63.670    22.834
1395.85     63.795    22.941
1416.15     63.922    23.014
1436.75     64.046    23.052
1457.65     64.166    23.065
1478.85     64.287    23.063
1500.36     64.407    23.050
1522.19     64.528    23.030
1544.33     64.649    23.001
1566.79     64.772    22.961
1589.58     64.901    22.901
1612.70     65.036    22.812
1636.16     65.170    22.693
1659.95     65.305    22.546
1684.10     65.438    22.370
1708.60     65.573    22.166
1733.45     65.711    21.938
1758.66     65.854    21.676
1784.24     65.997    21.371
1810.19     66.137    21.028
1836.52     66.280    20.647
1863.24     66.419    20.228
1890.34     66.554    19.785
1917.83     66.689    19.321
1945.73     66.823    18.832
1974.03     66.960    18.318
2002.74     67.099    17.772
2031.87     67.242    17.182
2061.43     67.382    16.547
2091.41     67.517    15.877
2121.83     67.652    15.176
2152.69     67.786    14.437
2184.01     67.922    13.660
2215.77     68.062    12.836
2248.00     68.205    11.947
2280.70     68.344    10.985
2313.87     68.480     9.953
2347.53     68.613     8.843
2381.68     68.739     7.652
2416.32     68.858     6.385
2451.46     68.968     5.043
2487.12     69.061     3.635
2523.30     69.138     2.178
2560.00     69.197     0.689
2597.24     69.236    -0.806
2635.01     69.258    -2.287
2673.34     69.266    -3.748
2712.23     69.260    -5.169
2751.68     69.244    -6.544
2791.70     69.222    -7.876
2832.31     69.186    -9.157
2873.50     69.149   -10.386
2915.30     69.111   -11.574
2957.70     69.067   -12.719
3000.72     69.023   -13.823
3044.37     68.978   -14.903
3088.65     68.933   -15.962
3133.58     68.888   -16.997
3179.16     68.842   -18.015
3225.40     68.793   -19.021
3272.31     68.745   -20.021
3319.91     68.699   -21.019
3368.20     68.653   -22.020
3417.19     68.604   -23.029
3466.89     68.548   -24.046
3517.32     68.489   -25.064
3568.48     68.428   -26.088
3620.39     68.365   -27.121
3673.05     68.295   -28.160
3726.47     68.214   -29.194
3780.67     68.121   -30.209
3835.67     68.021   -31.193
3891.46     67.911   -32.129
3948.06     67.796   -33.003
4005.49     67.680   -33.822
4063.75     67.561   -34.592
4122.86     67.449   -35.315
4182.82     67.339   -36.000
4243.66     67.226   -36.653
4305.39     67.111   -37.267
4368.01     66.999   -37.846
4431.55     66.894   -38.397
4496.01     66.794   -38.931
4561.40     66.702   -39.465
4627.75     66.607   -40.002
4695.06     66.513   -40.540
4763.35     66.416   -41.077
4832.64     66.320   -41.606
4902.93     66.226   -42.129
4974.24     66.126   -42.640
5046.60     66.028   -43.135
5120.00     65.931   -43.623
5194.47     65.831   -44.094
5270.03     65.737   -44.552
5346.68     65.641   -45.005
5424.45     65.545   -45.447
5503.35     65.450   -45.882
5583.40     65.355   -46.309
5664.61     65.264   -46.729
5747.01     65.169   -47.142
5830.60     65.076   -47.548
5915.41     64.985   -47.953
6001.45     64.896   -48.358
6088.74     64.806   -48.761
6177.30     64.716   -49.167
6267.15     64.621   -49.566
6358.31     64.525   -49.951
6450.80     64.430   -50.324
6544.62     64.335   -50.681
6639.82     64.243   -51.026
6736.40     64.149   -51.359
6834.38     64.056   -51.676
6933.79     63.965   -51.983
7034.64     63.876   -52.278
7136.96     63.789   -52.561
7240.77     63.708   -52.842
7346.09     63.625   -53.121
7452.94     63.544   -53.388
7561.35     63.468   -53.653
7671.33     63.394   -53.922
7782.91     63.326   -54.195
7896.12     63.265   -54.487
8010.97     63.205   -54.804
8127.49     63.145   -55.144
8245.71     63.085   -55.507
8365.65     63.025   -55.890
8487.33     62.965   -56.289
8610.78     62.904   -56.704
8736.03     62.841   -57.129
8863.09     62.777   -57.561
8992.01     62.715   -58.005
9122.80     62.655   -58.467
9255.50     62.598   -58.952
9390.12     62.542   -59.469
9526.70     62.483   -60.023
9665.27     62.420   -60.608
9805.86     62.354   -61.222
9948.49     62.283   -61.860
10093.2     62.202   -62.508
10240.0     62.113   -63.149
10388.9     62.018   -63.780
10540.1     61.918   -64.390
10693.4     61.821   -64.979
10848.9     61.725   -65.563
11006.7     61.625   -66.139
11166.8     61.526   -66.712
11329.2     61.427   -67.289
11494.0     61.322   -67.862
11661.2     61.218   -68.426
11830.8     61.113   -68.991
12002.9     61.008   -69.558
12177.5     60.903   -70.124
12354.6     60.798   -70.693
12534.3     60.690   -71.269
12716.6     60.579   -71.852
12901.6     60.471   -72.444
13089.2     60.365   -73.057
13279.6     60.255   -73.693
13472.8     60.139   -74.354
13668.8     60.014   -75.027
13867.6     59.880   -75.695
14069.3     59.738   -76.348
14273.9     59.584   -76.964
14481.5     59.427   -77.533
14692.2     59.269   -78.062
14905.9     59.110   -78.549
15122.7     58.958   -79.003
15342.7     58.807   -79.444
15565.8     58.657   -79.876
15792.2     58.507   -80.302
16021.9     58.358   -80.725
16255.0     58.203   -81.140
16491.4     58.046   -81.538
16731.3     57.887   -81.914
16974.7     57.726   -82.263
17221.6     57.567   -82.588
17472.1     57.414   -82.904
17726.2     57.264   -83.220
17984.0     57.112   -83.535
18245.6     56.957   -83.846
18511.0     56.795   -84.142
18780.2     56.628   -84.405
19053.4     56.465   -84.632
19330.5     56.304   -84.832
19611.7     56.149   -85.009
19897.0     55.998   -85.176
20186.4     55.848   -85.337
20480.0     55.699   -85.492
20777.9     55.553   -85.643
21080.1     55.409   -85.794
21386.7     55.269   -85.946
21697.8     55.130   -86.103
22013.4     54.991   -86.266
22333.6     54.852   -86.433
22658.4     54.713   -86.603
22988.0     54.574   -86.774
23322.4     54.435   -86.945
23661.6     54.296   -87.116
24005.8     54.157   -87.286
24355.0     54.019   -87.455
24709.2     53.880   -87.623
25068.6     53.741   -87.789
25433.2     53.602   -87.954
25803.2     53.463   -88.117
26178.5     53.324   -88.279
26559.3     53.185   -88.439
26945.6     53.046   -88.597
27337.5     52.907   -88.753
27735.2     52.769   -88.908
28138.6     52.630   -89.060
28547.9     52.491   -89.211
28963.1     52.352   -89.360
29384.4     52.213   -89.507
29811.8     52.074   -89.653
30245.4     51.935   -89.796
30685.3     51.796   -89.938
31131.7     51.657   -90.078
31584.5     51.519   -90.216
32043.9     51.380   -90.352
32510.0     51.241   -90.487
32982.8     51.102   -90.620
33462.6     50.963   -90.751
33949.3     50.824   -90.880
34443.1     50.685   -91.008
34944.1     50.546   -91.135
35452.4     50.408   -91.260
35968.0     50.269   -91.383
36491.2     50.130   -91.505
37022.0     49.991   -91.626
37560.5     49.852   -91.748
38106.8     49.715   -91.859
38661.1     49.584   -91.965
39223.4     49.485   -92.047
39793.9     49.417   -92.111
