* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Aug 6, 2023 12:00:37 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A times B A = EQ Flat @ 0 B = Delta 10dB
* Measurement: A times B
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
1030.000000	0.946
1044.000000	0.989
1060.000000	1.044
1075.000000	1.097
1090.000000	1.151
1106.000000	1.207
1120.000000	1.253
1138.000000	1.310
1150.000000	1.346
1172.000000	1.406
1180.000000	1.427
1206.000000	1.495
1220.000000	1.532
1241.000000	1.589
1250.000000	1.614
1265.000000	1.658
1280.000000	1.704
1315.000000	1.816
1320.000000	1.833
1340.000000	1.900
1360.000000	1.970
1380.000000	2.041
1400.000000	2.112
1430.000000	2.219
1450.000000	2.292
1475.000000	2.383
1500.000000	2.476
1525.000000	2.571
1550.000000	2.668
1575.000000	2.767
1600.000000	2.867
1625.000000	2.968
1650.000000	3.071
1675.000000	3.176
1700.000000	3.283
1725.000000	3.393
1750.000000	3.506
1775.000000	3.623
1800.000000	3.745
1825.000000	3.871
1850.000000	4.001
1875.000000	4.136
1900.000000	4.275
1925.000000	4.419
1950.000000	4.568
1975.000000	4.722
2000.000000	4.882
2030.000000	5.081
2060.000000	5.288
2090.000000	5.504
2120.000000	5.725
2140.000000	5.875
2180.000000	6.176
2200.000000	6.324
2240.000000	6.608
2270.000000	6.806
2300.000000	6.990
2330.000000	7.160
2360.000000	7.318
2400.000000	7.515
2430.000000	7.655
2470.000000	7.833
2500.000000	7.962
2540.000000	8.129
2580.000000	8.290
2620.000000	8.445
2650.000000	8.557
2690.000000	8.701
2720.000000	8.802
2760.000000	8.927
2800.000000	9.040
2850.000000	9.162
2900.000000	9.262
2950.000000	9.340
3000.000000	9.397
3040.000000	9.428
3070.000000	9.443
3110.000000	9.453
3150.000000	9.451
3200.000000	9.433
3250.000000	9.399
3300.000000	9.350
3350.000000	9.286
3400.000000	9.211
3450.000000	9.126
3500.000000	9.033
3550.000000	8.935
3600.000000	8.833
3650.000000	8.728
3700.000000	8.621
3750.000000	8.514
3820.000000	8.365
3870.000000	8.263
3950.000000	8.106
4000.000000	8.012
4060.000000	7.906
4120.000000	7.803
4180.000000	7.701
4250.000000	7.582
4310.000000	7.475
4370.000000	7.363
4440.000000	7.227
4500.000000	7.110
4550.000000	7.013
4620.000000	6.881
4680.000000	6.773
4750.000000	6.652
4820.000000	6.536
4870.000000	6.456
4940.000000	6.349
5000.000000	6.262
5080.000000	6.156
5150.000000	6.072
5220.000000	5.998
5300.000000	5.921
5380.000000	5.848
5450.000000	5.785
5520.000000	5.722
5600.000000	5.647
5700.000000	5.551
5800.000000	5.455
5900.000000	5.361
6000.000000	5.274
6080.000000	5.210
6150.000000	5.160
6220.000000	5.117
6300.000000	5.075
6400.000000	5.037
6500.000000	5.012
6600.000000	5.002
6700.000000	5.004
6800.000000	5.018
6900.000000	5.040
7000.000000	5.067
7100.000000	5.094
7200.000000	5.119
7300.000000	5.138
7400.000000	5.145
7500.000000	5.137
7620.000000	5.103
7750.000000	5.030
7880.000000	4.913
8000.000000	4.763
8120.000000	4.570
8250.000000	4.313
8380.000000	4.010
8500.000000	3.694
8620.000000	3.352
8750.000000	2.963
8850.000000	2.664
9000.000000	2.235
9120.000000	1.929
9250.000000	1.652
9380.000000	1.443
9500.000000	1.313
9620.000000	1.244
9750.000000	1.234
9880.000000	1.288
10000.000000	1.397
10150.000000	1.613
10300.000000	1.910
10440.000000	2.238
10600.000000	2.604
10750.000000	2.854
10900.000000	2.947
11060.000000	2.859
11200.000000	2.650
11380.000000	2.250
11500.000000	1.930
11720.000000	1.263
11800.000000	1.008
12060.000000	0.196
12200.000000	-0.186
12410.000000	-0.633
12500.000000	-0.781
12650.000000	-0.977
12800.000000	-1.121
13150.000000	-1.329
13200.000000	-1.351
13400.000000	-1.435
13600.000000	-1.529
13800.000000	-1.650
14000.000000	-1.804
14300.000000	-2.094
14500.000000	-2.313
14750.000000	-2.595
15000.000000	-2.854
15250.000000	-3.058
15500.000000	-3.186
15750.000000	-3.233
16000.000000	-3.207
16250.000000	-3.127
16500.000000	-3.015
16750.000000	-2.892
17000.000000	-2.778
17250.000000	-2.688
17500.000000	-2.639
17750.000000	-2.651
18000.000000	-2.745
18250.000000	-2.943
18500.000000	-3.264
18750.000000	-3.722
19000.000000	-4.319
19250.000000	-5.047
19500.000000	-5.909
19750.000000	-7.125
20000.000000	-9.875
