* Measurement data measured by REW V5.20.13
* Source: JM-1 10dB Target Filtered
* Format: 
* Dated: Nov 19, 2023 10:10:46 AM
50.034271, 7.491
50.396843, 7.481
50.762039, 7.472
51.129883, 7.463
51.500389, 7.453
51.873581, 7.444
52.249481, 7.434
52.628101, 7.424
53.009464, 7.414
53.393593, 7.404
53.780506, 7.394
54.170223, 7.384
54.562763, 7.373
54.958145, 7.363
55.356396, 7.352
55.757530, 7.341
56.161572, 7.330
56.568542, 7.318
56.978462, 7.307
57.391350, 7.295
57.807232, 7.283
58.226128, 7.270
58.648056, 7.258
59.073048, 7.245
59.501114, 7.232
59.932281, 7.219
60.366577, 7.206
60.804020, 7.192
61.244629, 7.178
61.688435, 7.164
62.135452, 7.150
62.585712, 7.135
63.039234, 7.120
63.496040, 7.105
63.956161, 7.089
64.419617, 7.073
64.886421, 7.057
65.356621, 7.041
65.830215, 7.024
66.307251, 7.007
66.787743, 6.989
67.271713, 6.971
67.759193, 6.953
68.250206, 6.934
68.744774, 6.915
69.242928, 6.895
69.744690, 6.876
70.250084, 6.856
70.759148, 6.835
71.271896, 6.814
71.788361, 6.793
72.308571, 6.771
72.832550, 6.749
73.360321, 6.726
73.891922, 6.704
74.427376, 6.680
74.966705, 6.657
75.509949, 6.633
76.057121, 6.608
76.608261, 6.584
77.163399, 6.558
77.722557, 6.533
78.285767, 6.507
78.853058, 6.480
79.424461, 6.454
80.000000, 6.426
80.579712, 6.399
81.163628, 6.371
81.751770, 6.343
82.344177, 6.314
82.940880, 6.285
83.541901, 6.256
84.147285, 6.226
84.757050, 6.196
85.371231, 6.165
85.989868, 6.134
86.612984, 6.103
87.240616, 6.071
87.872803, 6.039
88.509560, 6.007
89.150940, 5.974
89.796967, 5.941
90.447670, 5.908
91.103088, 5.874
91.763260, 5.840
92.428215, 5.806
93.097992, 5.771
93.772614, 5.736
94.452133, 5.701
95.136566, 5.665
95.825966, 5.629
96.520363, 5.592
97.219788, 5.556
97.924286, 5.519
98.633881, 5.481
99.348625, 5.444
100.068542, 5.406
100.793686, 5.369
101.524078, 5.331
102.259766, 5.292
103.000778, 5.254
103.747162, 5.215
104.498962, 5.176
105.256203, 5.137
106.018929, 5.098
106.787186, 5.059
107.561012, 5.020
108.340446, 4.980
109.125526, 4.940
109.916290, 4.901
110.712791, 4.861
111.515060, 4.821
112.323143, 4.782
113.137085, 4.742
113.956924, 4.703
114.782700, 4.663
115.614464, 4.623
116.452255, 4.583
117.296112, 4.544
118.146095, 4.504
119.002228, 4.465
119.864563, 4.426
120.733154, 4.387
121.608040, 4.348
122.489258, 4.309
123.376869, 4.271
124.270905, 4.232
125.171425, 4.194
126.078468, 4.156
126.992081, 4.119
127.912323, 4.081
128.839233, 4.044
129.772842, 4.007
130.713242, 3.971
131.660431, 3.934
132.614502, 3.898
133.575485, 3.862
134.543427, 3.826
135.518387, 3.791
136.500412, 3.757
137.489548, 3.722
138.485855, 3.688
139.489380, 3.655
140.500168, 3.622
141.518295, 3.589
142.543793, 3.556
143.576721, 3.524
144.617142, 3.492
145.665100, 3.461
146.720642, 3.429
147.783844, 3.399
148.854752, 3.369
149.933411, 3.339
151.019897, 3.309
152.114243, 3.280
153.216522, 3.251
154.326797, 3.223
155.445114, 3.195
156.571533, 3.167
157.706116, 3.140
158.848923, 3.113
160.000000, 3.087
161.159424, 3.061
162.327255, 3.035
163.503540, 3.009
164.688354, 2.984
165.881760, 2.959
167.083801, 2.934
168.294571, 2.910
169.514099, 2.886
170.742462, 2.862
171.979736, 2.839
173.225967, 2.816
174.481232, 2.793
175.745605, 2.771
177.019119, 2.749
178.301880, 2.727
179.593933, 2.705
180.895340, 2.684
182.206177, 2.663
183.526520, 2.643
184.856430, 2.622
186.195984, 2.602
187.545227, 2.583
188.904266, 2.563
190.273132, 2.544
191.651932, 2.525
193.040726, 2.507
194.439575, 2.489
195.848572, 2.471
197.267761, 2.453
198.697250, 2.435
200.137085, 2.418
201.587372, 2.401
203.048157, 2.384
204.519531, 2.368
206.001556, 2.352
207.494324, 2.337
208.997925, 2.321
210.512405, 2.306
212.037857, 2.291
213.574371, 2.276
215.122025, 2.262
216.680893, 2.248
218.251053, 2.234
219.832581, 2.221
221.425583, 2.208
223.030121, 2.195
224.646286, 2.183
226.274170, 2.170
227.913849, 2.158
229.565399, 2.147
231.228928, 2.135
232.904510, 2.124
234.592224, 2.113
236.292191, 2.103
238.004456, 2.093
239.729126, 2.083
241.466309, 2.073
243.216080, 2.063
244.978516, 2.054
246.753738, 2.045
248.541809, 2.036
250.342850, 2.027
252.156937, 2.019
253.984161, 2.010
255.824646, 2.002
257.678467, 1.993
259.545685, 1.985
261.426483, 1.977
263.320862, 1.968
265.229004, 1.960
267.150970, 1.952
269.086853, 1.945
271.036774, 1.937
273.000824, 1.929
274.979095, 1.922
276.971710, 1.914
278.978760, 1.907
281.000336, 1.899
283.036591, 1.892
285.087585, 1.884
287.153442, 1.877
289.234283, 1.870
291.330200, 1.863
293.441284, 1.856
295.567688, 1.849
297.709503, 1.842
299.866821, 1.835
302.039795, 1.828
304.228485, 1.821
306.433044, 1.815
308.653595, 1.808
310.890228, 1.801
313.143066, 1.795
315.412231, 1.788
317.697845, 1.781
320.000000, 1.775
322.318848, 1.769
324.654510, 1.762
327.007080, 1.756
329.376709, 1.750
331.763519, 1.744
334.167603, 1.737
336.589142, 1.731
339.028198, 1.725
341.484924, 1.719
343.959473, 1.713
346.451935, 1.707
348.962463, 1.701
351.491211, 1.695
354.038239, 1.689
356.603760, 1.683
359.187866, 1.677
361.790680, 1.671
364.412354, 1.665
367.053040, 1.659
369.712860, 1.653
372.391968, 1.646
375.090454, 1.640
377.808533, 1.634
380.546265, 1.627
383.303864, 1.621
386.081451, 1.614
388.879150, 1.607
391.697144, 1.600
394.535522, 1.593
397.394501, 1.585
400.274170, 1.578
403.174744, 1.570
406.096313, 1.562
409.039062, 1.554
412.003113, 1.546
414.988647, 1.537
417.995850, 1.528
421.024811, 1.519
424.075714, 1.510
427.148743, 1.501
430.244049, 1.491
433.361786, 1.481
436.502106, 1.471
439.665161, 1.461
442.851166, 1.451
446.060242, 1.441
449.292572, 1.431
452.548340, 1.421
455.827698, 1.411
459.130798, 1.400
462.457855, 1.390
465.809021, 1.379
469.184448, 1.369
472.584381, 1.358
476.008911, 1.347
479.458252, 1.336
482.932617, 1.324
486.432159, 1.313
489.957031, 1.302
493.507477, 1.291
497.083618, 1.279
500.685699, 1.267
504.313873, 1.256
507.968323, 1.244
511.649292, 1.232
515.356934, 1.220
519.091370, 1.208
522.852966, 1.195
526.641724, 1.183
530.458008, 1.171
534.301941, 1.159
538.173706, 1.147
542.073547, 1.135
546.001648, 1.122
549.958191, 1.110
553.943420, 1.098
557.957520, 1.086
562.000671, 1.074
566.073181, 1.062
570.175171, 1.051
574.306885, 1.039
578.468567, 1.028
582.660400, 1.016
586.882568, 1.005
591.135376, 0.994
595.419006, 0.982
599.733643, 0.971
604.079590, 0.960
608.456970, 0.948
612.866089, 0.936
617.307190, 0.925
621.780457, 0.913
626.286133, 0.901
630.824463, 0.890
635.395691, 0.878
640.000000, 0.866
644.637695, 0.853
649.309021, 0.840
654.014160, 0.828
658.753418, 0.815
663.527039, 0.801
668.335205, 0.788
673.178284, 0.774
678.056396, 0.760
682.969849, 0.745
687.918945, 0.731
692.903870, 0.716
697.924927, 0.701
702.982422, 0.686
708.076477, 0.671
713.207520, 0.656
718.375732, 0.641
723.581360, 0.626
728.824707, 0.611
734.106079, 0.596
739.425720, 0.582
744.783936, 0.567
750.180908, 0.553
755.617065, 0.539
761.092529, 0.525
766.607727, 0.512
772.162903, 0.499
777.758301, 0.487
783.394287, 0.474
789.071045, 0.463
794.789001, 0.451
800.548340, 0.441
806.349487, 0.430
812.192627, 0.420
818.078125, 0.411
824.006226, 0.403
829.977295, 0.395
835.991699, 0.387
842.049622, 0.381
848.151428, 0.374
854.297485, 0.369
860.488098, 0.363
866.723572, 0.358
873.004211, 0.353
879.330322, 0.349
885.702332, 0.345
892.120483, 0.342
898.585144, 0.339
905.096680, 0.336
911.655396, 0.334
918.261597, 0.332
924.915710, 0.331
931.618042, 0.330
938.368896, 0.330
945.168762, 0.331
952.017822, 0.333
958.916504, 0.336
965.865234, 0.339
972.864319, 0.344
979.914062, 0.350
987.014954, 0.358
994.167236, 0.366
1001.371399, 0.377
1008.627747, 0.388
1015.936646, 0.401
1023.298584, 0.416
1030.713867, 0.432
1038.182739, 0.450
1045.705933, 0.469
1053.283447, 0.489
1060.916016, 0.510
1068.603882, 0.531
1076.347412, 0.553
1084.147095, 0.576
1092.003296, 0.598
1099.916382, 0.620
1107.886841, 0.641
1115.915039, 0.663
1124.001343, 0.683
1132.146362, 0.704
1140.350342, 0.723
1148.613770, 0.742
1156.937134, 0.760
1165.320801, 0.778
1173.765137, 0.795
1182.270752, 0.812
1190.838013, 0.829
1199.467285, 0.846
1208.159180, 0.862
1216.913940, 0.880
1225.732178, 0.898
1234.614380, 0.916
1243.560913, 0.935
1252.572266, 0.954
1261.648926, 0.975
1270.791382, 0.996
1280.000000, 1.018
1289.275391, 1.041
1298.618042, 1.064
1308.028320, 1.088
1317.506836, 1.112
1327.054077, 1.137
1336.670410, 1.163
1346.356567, 1.190
1356.112793, 1.217
1365.939697, 1.244
1375.837891, 1.273
1385.807739, 1.301
1395.849854, 1.329
1405.964844, 1.358
1416.152954, 1.388
1426.415039, 1.417
1436.751465, 1.447
1447.162720, 1.477
1457.649414, 1.508
1468.212158, 1.539
1478.851440, 1.570
1489.567871, 1.602
1500.361816, 1.635
1511.234131, 1.668
1522.185059, 1.701
1533.215454, 1.735
1544.325806, 1.770
1555.516602, 1.805
1566.788574, 1.841
1578.142090, 1.878
1589.578003, 1.915
1601.096680, 1.952
1612.698975, 1.990
1624.385254, 2.028
1636.156250, 2.067
1648.012451, 2.107
1659.954590, 2.147
1671.983398, 2.188
1684.099243, 2.230
1696.302856, 2.272
1708.594971, 2.315
1720.976196, 2.360
1733.447144, 2.405
1746.008423, 2.452
1758.660645, 2.499
1771.404663, 2.548
1784.240967, 2.598
1797.170288, 2.650
1810.193359, 2.703
1823.310791, 2.758
1836.523193, 2.814
1849.831421, 2.871
1863.236084, 2.930
1876.737793, 2.991
1890.337524, 3.053
1904.035645, 3.117
1917.833008, 3.183
1931.730469, 3.250
1945.728638, 3.320
1959.828125, 3.391
1974.029907, 3.464
1988.334473, 3.540
2002.742798, 3.618
2017.255493, 3.697
2031.873291, 3.779
2046.597168, 3.864
2061.427734, 3.950
2076.365479, 4.039
2091.411865, 4.130
2106.566895, 4.222
2121.832031, 4.316
2137.207764, 4.412
2152.694824, 4.508
2168.294189, 4.604
2184.006592, 4.699
2199.832764, 4.793
2215.773682, 4.885
2231.830078, 4.976
2248.002686, 5.063
2264.292725, 5.147
2280.700684, 5.228
2297.227539, 5.305
2313.874268, 5.378
2330.641602, 5.448
2347.530273, 5.514
2364.541504, 5.578
2381.676025, 5.639
2398.934570, 5.699
2416.318359, 5.756
2433.827881, 5.812
2451.464355, 5.866
2469.228760, 5.920
2487.121826, 5.972
2505.144531, 6.024
2523.297852, 6.076
2541.582764, 6.127
2560.000000, 6.178
2578.550781, 6.228
2597.236084, 6.278
2616.056641, 6.327
2635.013672, 6.377
2654.108154, 6.426
2673.340820, 6.475
2692.713135, 6.523
2712.225586, 6.570
2731.879395, 6.615
2751.675781, 6.660
2771.615479, 6.703
2791.699707, 6.744
2811.929688, 6.783
2832.305908, 6.820
2852.830078, 6.855
2873.502930, 6.887
2894.325439, 6.917
2915.298828, 6.945
2936.424316, 6.969
2957.702881, 6.991
2979.135742, 7.010
3000.723633, 7.026
3022.468262, 7.039
3044.370117, 7.049
3066.430908, 7.055
3088.651611, 7.059
3111.033203, 7.059
3133.577148, 7.055
3156.284180, 7.048
3179.156006, 7.037
3202.193359, 7.023
3225.397949, 7.005
3248.770508, 6.983
3272.312500, 6.957
3296.024902, 6.928
3319.909180, 6.895
3343.966797, 6.858
3368.198486, 6.818
3392.605713, 6.774
3417.189941, 6.727
3441.952393, 6.677
3466.894287, 6.624
3492.016846, 6.569
3517.321289, 6.510
3542.809326, 6.450
3568.481934, 6.387
3594.340576, 6.322
3620.386719, 6.255
3646.621582, 6.186
3673.046387, 6.115
3699.662842, 6.043
3726.472168, 5.970
3753.475586, 5.895
3780.675049, 5.819
3808.071289, 5.743
3835.666016, 5.666
3863.460938, 5.589
3891.457275, 5.511
3919.656250, 5.434
3948.059814, 5.356
3976.668945, 5.278
4005.485596, 5.200
4034.510986, 5.122
4063.746582, 5.043
4093.194336, 4.965
4122.855469, 4.885
4152.730957, 4.805
4182.823730, 4.724
4213.133789, 4.641
4243.664062, 4.557
4274.415527, 4.471
4305.389648, 4.382
4336.588379, 4.292
4368.013184, 4.200
4399.665527, 4.105
4431.547363, 4.010
4463.660156, 3.913
4496.005371, 3.815
4528.585449, 3.718
4561.401367, 3.620
4594.455078, 3.522
4627.748535, 3.426
4661.283203, 3.330
4695.060547, 3.235
4729.083008, 3.143
4763.352051, 3.051
4797.869141, 2.962
4832.636719, 2.874
4867.655762, 2.788
4902.928711, 2.705
4938.457520, 2.624
4974.243652, 2.546
5010.289062, 2.472
5046.595703, 2.402
5083.165527, 2.335
5120.000000, 2.273
5157.101562, 2.214
5194.472168, 2.161
5232.113281, 2.111
5270.027344, 2.066
5308.216309, 2.024
5346.681641, 1.985
5385.426270, 1.949
5424.451172, 1.916
5463.758789, 1.885
5503.351562, 1.855
5543.230957, 1.827
5583.399414, 1.801
5623.859375, 1.775
5664.611816, 1.751
5705.660156, 1.728
5747.005859, 1.706
5788.650879, 1.685
5830.597656, 1.665
5872.848633, 1.647
5915.405762, 1.630
5958.271484, 1.614
6001.447266, 1.600
6044.936523, 1.588
6088.740234, 1.578
6132.861816, 1.569
6177.303223, 1.563
6222.066406, 1.558
6267.154297, 1.556
6312.568359, 1.556
6358.312012, 1.559
6404.386719, 1.563
6450.795898, 1.570
6497.541016, 1.579
6544.625000, 1.591
6592.049805, 1.604
6639.818359, 1.620
6687.933594, 1.637
6736.396973, 1.656
6785.211426, 1.676
6834.379883, 1.697
6883.904785, 1.719
6933.788574, 1.741
6984.033691, 1.763
7034.642578, 1.784
7085.618652, 1.804
7136.963867, 1.823
7188.681152, 1.840
7240.773438, 1.854
7293.243164, 1.866
7346.092773, 1.874
7399.325684, 1.877
7452.944336, 1.876
7506.951172, 1.870
7561.350098, 1.858
7616.142578, 1.840
7671.332031, 1.816
7726.921875, 1.785
7782.914551, 1.747
7839.312500, 1.701
7896.119629, 1.647
7953.337891, 1.585
8010.971191, 1.515
8069.021973, 1.436
8127.493164, 1.348
8186.388672, 1.251
8245.710938, 1.145
8305.461914, 1.030
8365.647461, 0.907
8426.267578, 0.775
8487.328125, 0.635
8548.831055, 0.487
8610.779297, 0.333
8673.176758, 0.173
8736.026367, 0.008
8799.331055, -0.159
8863.094727, -0.327
8927.320312, -0.493
8992.010742, -0.657
9057.170898, -0.815
9122.802734, -0.966
9188.910156, -1.106
9255.497070, -1.236
9322.566406, -1.352
9390.121094, -1.454
9458.166016, -1.541
9526.704102, -1.612
9595.738281, -1.668
9665.273438, -1.707
9735.311523, -1.730
9805.857422, -1.736
9876.915039, -1.725
9948.487305, -1.696
10020.578125, -1.648
10093.191406, -1.582
10166.331055, -1.498
10240.000000, -1.398
10314.203125, -1.284
10388.944336, -1.162
10464.226562, -1.037
10540.054688, -0.918
10616.432617, -0.811
10693.363281, -0.726
10770.852539, -0.669
10848.902344, -0.645
10927.517578, -0.657
11006.703125, -0.705
11086.461914, -0.788
11166.798828, -0.904
11247.718750, -1.049
11329.223633, -1.219
11411.320312, -1.409
11494.011719, -1.618
11577.301758, -1.842
11661.195312, -2.075
11745.697266, -2.315
11830.811523, -2.558
11916.542969, -2.800
12002.894531, -3.037
12089.873047, -3.264
12177.480469, -3.474
12265.723633, -3.664
12354.606445, -3.832
12444.132812, -3.980
12534.308594, -4.105
12625.136719, -4.208
12716.624023, -4.292
12808.773438, -4.359
12901.591797, -4.412
12995.082031, -4.456
13089.250000, -4.495
13184.099609, -4.531
13279.636719, -4.563
13375.867188, -4.595
13472.793945, -4.628
13570.422852, -4.666
13668.759766, -4.710
13767.809570, -4.762
13867.577148, -4.822
13968.067383, -4.891
14069.285156, -4.969
14171.237305, -5.055
14273.927734, -5.148
14377.362305, -5.246
14481.546875, -5.350
14586.486328, -5.458
14692.185547, -5.566
14798.651367, -5.673
14905.888672, -5.776
15013.902344, -5.872
15122.700195, -5.960
15232.285156, -6.037
15342.664062, -6.100
15453.843750, -6.150
15565.829102, -6.185
15678.625000, -6.206
15792.239258, -6.211
15906.675781, -6.204
16021.942383, -6.183
16138.043945, -6.152
16254.986328, -6.112
16372.777344, -6.065
16491.421875, -6.013
16610.923828, -5.958
16731.294922, -5.902
16852.535156, -5.848
16974.656250, -5.797
17097.662109, -5.752
17221.558594, -5.714
17346.353516, -5.687
17472.052734, -5.671
17598.662109, -5.671
17726.189453, -5.689
17854.640625, -5.727
17984.021484, -5.789
18114.341797, -5.879
18245.605469, -5.998
18377.820312, -6.151
18510.994141, -6.339
18645.132812, -6.564
18780.242188, -6.829
18916.332031, -7.135
19053.408203, -7.488
19191.476562, -7.899
19330.546875, -8.395
19470.623047, -9.023
19611.714844, -9.826
19753.830078, -10.749
19896.974609, -11.629
20041.156250, -12.208
