Freq[Hz]     dBSPL  Phase[Deg]
15.2010     71.508   -21.016
15.4221     71.484   -21.080
15.6464     71.461   -21.145
15.8740     71.437   -21.211
16.1049     71.414   -21.278
16.3392     71.390   -21.346
16.5768     71.367   -21.415
16.8179     71.343   -21.486
17.0626     71.320   -21.557
17.3107     71.296   -21.629
17.5625     71.273   -21.703
17.8180     71.249   -21.777
18.0771     71.226   -21.852
18.3401     71.202   -21.928
18.6068     71.179   -22.005
18.8775     71.155   -22.081
19.1521     71.132   -22.158
19.4306     71.108   -22.233
19.7133     71.085   -22.303
20.0000     71.061   -22.370
20.2909     71.039   -22.433
20.5860     71.022   -22.501
20.8855     71.009   -22.587
21.1893     70.996   -22.690
21.4975     70.986   -22.815
21.8102     70.969   -22.965
22.1274     70.948   -23.116
22.4492     70.931   -23.276
22.7758     70.909   -23.444
23.1071     70.886   -23.609
23.4432     70.869   -23.790
23.7841     70.846   -23.990
24.1301     70.823   -24.197
24.4811     70.798   -24.417
24.8372     70.761   -24.634
25.1984     70.723   -24.833
25.5649     70.684   -25.021
25.9368     70.642   -25.189
26.3141     70.607   -25.344
26.6968     70.568   -25.495
27.0851     70.530   -25.637
27.4791     70.494   -25.780
27.8788     70.457   -25.921
28.2843     70.423   -26.060
28.6957     70.385   -26.201
29.1131     70.348   -26.338
29.5365     70.311   -26.476
29.9661     70.275   -26.614
30.4020     70.242   -26.756
30.8442     70.205   -26.901
31.2929     70.168   -27.044
31.7480     70.130   -27.189
32.2098     70.091   -27.331
32.6783     70.057   -27.476
33.1536     70.020   -27.627
33.6359     69.984   -27.781
34.1251     69.944   -27.940
34.6215     69.900   -28.089
35.1250     69.858   -28.226
35.6359     69.817   -28.361
36.1543     69.776   -28.489
36.6802     69.742   -28.620
37.2137     69.703   -28.757
37.7550     69.664   -28.894
38.3041     69.627   -29.041
38.8613     69.589   -29.193
39.4265     69.557   -29.355
40.0000     69.518   -29.529
40.5818     69.477   -29.704
41.1721     69.435   -29.882
41.7710     69.390   -30.056
42.3785     69.346   -30.221
42.9949     69.304   -30.386
43.6203     69.260   -30.555
44.2548     69.215   -30.722
44.8985     69.173   -30.892
45.5515     69.131   -31.077
46.2141     69.085   -31.264
46.8863     69.038   -31.448
47.5683     68.986   -31.626
48.2602     68.933   -31.796
48.9621     68.886   -31.963
49.6743     68.838   -32.130
50.3968     68.791   -32.297
51.1299     68.739   -32.468
51.8736     68.687   -32.640
52.6281     68.639   -32.817
53.3936     68.592   -33.003
54.1702     68.543   -33.198
54.9581     68.487   -33.400
55.7575     68.426   -33.591
56.5685     68.364   -33.765
57.3914     68.303   -33.920
58.2261     68.244   -34.063
59.0730     68.188   -34.203
59.9323     68.135   -34.352
60.8040     68.085   -34.518
61.6884     68.035   -34.706
62.5857     67.978   -34.907
63.4960     67.915   -35.110
64.4196     67.851   -35.311
65.3566     67.782   -35.503
66.3073     67.713   -35.673
67.2717     67.645   -35.833
68.2502     67.571   -35.981
69.2429     67.502   -36.116
70.2501     67.436   -36.252
71.2719     67.371   -36.394
72.3086     67.305   -36.544
73.3603     67.234   -36.695
74.4274     67.157   -36.833
75.5099     67.080   -36.959
76.6083     67.005   -37.075
77.7226     66.935   -37.186
78.8531     66.864   -37.299
80.0000     66.788   -37.411
81.1636     66.710   -37.520
82.3442     66.632   -37.623
83.5419     66.554   -37.712
84.7570     66.475   -37.792
85.9899     66.398   -37.872
87.2406     66.319   -37.951
88.5096     66.241   -38.027
89.7970     66.163   -38.099
91.1031     66.080   -38.172
92.4282     65.994   -38.230
93.7726     65.910   -38.275
95.1366     65.825   -38.309
96.5204     65.738   -38.327
97.9243     65.657   -38.338
99.3486     65.572   -38.346
100.794     65.487   -38.340
102.260     65.408   -38.335
103.747     65.326   -38.338
105.256     65.244   -38.338
106.787     65.165   -38.346
108.340     65.081   -38.362
109.916     64.993   -38.375
111.515     64.905   -38.383
113.137     64.810   -38.379
114.783     64.715   -38.356
116.452     64.615   -38.312
118.146     64.516   -38.240
119.865     64.417   -38.146
121.608     64.318   -38.029
123.377     64.223   -37.894
125.171     64.128   -37.750
126.992     64.036   -37.594
128.839     63.941   -37.429
130.713     63.847   -37.252
132.615     63.753   -37.062
134.543     63.660   -36.858
136.500     63.568   -36.640
138.486     63.477   -36.410
140.500     63.384   -36.165
142.544     63.294   -35.906
144.617     63.204   -35.633
146.721     63.117   -35.347
148.855     63.030   -35.052
151.020     62.943   -34.742
153.217     62.858   -34.418
155.445     62.771   -34.076
157.706     62.687   -33.712
160.000     62.608   -33.334
162.327     62.529   -32.940
164.688     62.451   -32.520
167.084     62.375   -32.075
169.514     62.305   -31.611
171.980     62.247   -31.144
174.481     62.197   -30.685
177.019     62.156   -30.252
179.594     62.116   -29.861
182.206     62.072   -29.495
184.856     62.032   -29.149
187.545     61.992   -28.830
190.273     61.947   -28.523
193.041     61.902   -28.219
195.849     61.856   -27.927
198.697     61.809   -27.644
201.587     61.763   -27.362
204.520     61.714   -27.080
207.494     61.660   -26.791
210.512     61.603   -26.489
213.574     61.552   -26.178
216.681     61.505   -25.869
219.833     61.458   -25.560
223.030     61.407   -25.253
226.274     61.350   -24.938
229.565     61.296   -24.611
232.905     61.249   -24.283
236.292     61.201   -23.959
239.729     61.154   -23.639
243.216     61.100   -23.317
246.754     61.039   -22.976
250.343     60.980   -22.608
253.984     60.927   -22.223
257.678     60.880   -21.836
261.426     60.833   -21.451
265.229     60.784   -21.065
269.087     60.728   -20.668
273.001     60.668   -20.242
276.972     60.612   -19.787
281.000     60.564   -19.314
285.088     60.516   -18.823
289.234     60.469   -18.311
293.441     60.417   -17.767
297.709     60.366   -17.179
302.040     60.328   -16.555
306.433     60.304   -15.918
310.890     60.295   -15.296
315.412     60.294   -14.713
320.000     60.293   -14.174
324.655     60.293   -13.672
329.377     60.293   -13.198
334.168     60.293   -12.745
339.028     60.293   -12.308
343.959     60.293   -11.887
348.962     60.293   -11.477
354.038     60.293   -11.079
359.188     60.293   -10.690
364.412     60.293   -10.310
369.713     60.293    -9.939
375.090     60.293    -9.574
380.546     60.293    -9.217
386.081     60.293    -8.866
391.697     60.293    -8.522
397.394     60.293    -8.183
403.175     60.293    -7.850
409.039     60.293    -7.524
414.989     60.293    -7.205
421.025     60.293    -6.897
427.149     60.293    -6.600
433.362     60.292    -6.312
439.665     60.285    -6.023
446.060     60.270    -5.713
452.548     60.255    -5.379
459.131     60.240    -5.020
465.809     60.233    -4.635
472.584     60.232    -4.246
479.458     60.232    -3.862
486.432     60.237    -3.487
493.507     60.242    -3.125
500.686     60.244    -2.763
507.968     60.251    -2.406
515.357     60.260    -2.070
522.853     60.271    -1.747
530.458     60.285    -1.442
538.174     60.292    -1.158
546.002     60.293    -0.877
553.943     60.293    -0.590
562.001     60.293    -0.295
570.175     60.293     0.009
578.469     60.293     0.319
586.883     60.293     0.632
595.419     60.293     0.951
604.080     60.293     1.273
612.866     60.293     1.600
621.780     60.293     1.932
630.824     60.293     2.268
640.000     60.293     2.610
649.309     60.293     2.957
658.753     60.293     3.311
668.335     60.293     3.672
678.056     60.293     4.040
687.919     60.293     4.417
697.925     60.293     4.805
708.077     60.293     5.204
718.376     60.293     5.617
728.825     60.293     6.049
739.426     60.294     6.503
750.181     60.295     6.979
761.093     60.302     7.471
772.163     60.317     7.964
783.394     60.332     8.460
794.789     60.348     8.962
806.349     60.363     9.469
818.078     60.379     9.991
829.977     60.396    10.538
842.050     60.419    11.108
854.298     60.449    11.684
866.724     60.483    12.265
879.330     60.523    12.852
892.120     60.569    13.433
905.097     60.616    14.005
918.262     60.670    14.570
931.618     60.729    15.123
945.169     60.791    15.664
958.917     60.854    16.194
972.864     60.919    16.716
987.015     60.992    17.225
1001.37     61.069    17.715
1015.94     61.147    18.191
1030.71     61.229    18.647
1045.71     61.312    19.078
1060.92     61.398    19.491
1076.35     61.490    19.880
1092.00     61.575    20.253
1107.89     61.661    20.621
1124.00     61.747    20.982
1140.35     61.835    21.346
1156.94     61.932    21.705
1173.77     62.030    22.046
1190.84     62.131    22.372
1208.16     62.237    22.673
1225.73     62.341    22.957
1243.56     62.445    23.235
1261.65     62.554    23.500
1280.00     62.664    23.749
1298.62     62.782    23.982
1317.51     62.905    24.184
1336.67     63.029    24.351
1356.11     63.153    24.486
1375.84     63.276    24.592
1395.85     63.399    24.676
1416.15     63.523    24.737
1436.75     63.648    24.779
1457.65     63.773    24.803
1478.85     63.897    24.810
1500.36     64.021    24.806
1522.19     64.146    24.794
1544.33     64.272    24.777
1566.79     64.404    24.747
1589.58     64.543    24.688
1612.70     64.686    24.594
1636.16     64.835    24.453
1659.95     64.981    24.262
1684.10     65.123    24.035
1708.60     65.263    23.783
1733.45     65.404    23.501
1758.66     65.545    23.195
1784.24     65.690    22.858
1810.19     65.836    22.482
1836.52     65.977    22.074
1863.24     66.116    21.641
1890.34     66.251    21.191
1917.83     66.386    20.732
1945.73     66.527    20.250
1974.03     66.674    19.732
2002.74     66.827    19.166
2031.87     66.976    18.547
2061.43     67.122    17.880
2091.41     67.266    17.166
2121.83     67.406    16.415
2152.69     67.546    15.636
2184.01     67.686    14.821
2215.77     67.827    13.960
2248.00     67.969    13.048
2280.70     68.117    12.072
2313.87     68.265    11.012
2347.53     68.408     9.865
2381.68     68.547     8.626
2416.32     68.679     7.286
2451.46     68.801     5.847
2487.12     68.910     4.316
2523.30     68.996     2.714
2560.00     69.054     1.076
2597.24     69.081    -0.552
2635.01     69.081    -2.130
2673.34     69.070    -3.642
2712.23     69.055    -5.091
2751.68     69.038    -6.485
2791.70     69.014    -7.833
2832.31     68.983    -9.145
2873.50     68.944   -10.421
2915.30     68.899   -11.649
2957.70     68.854   -12.827
3000.72     68.808   -13.972
3044.37     68.762   -15.089
3088.65     68.715   -16.179
3133.58     68.668   -17.246
3179.16     68.620   -18.304
3225.40     68.573   -19.358
3272.31     68.527   -20.408
3319.91     68.479   -21.455
3368.20     68.425   -22.505
3417.19     68.368   -23.555
3466.89     68.313   -24.607
3517.32     68.256   -25.667
3568.48     68.194   -26.736
3620.39     68.128   -27.824
3673.05     68.054   -28.930
3726.47     67.973   -30.040
3780.67     67.879   -31.138
3835.67     67.764   -32.193
3891.46     67.634   -33.178
3948.06     67.495   -34.072
4005.49     67.363   -34.877
4063.75     67.238   -35.612
4122.86     67.119   -36.296
4182.82     67.001   -36.940
4243.66     66.886   -37.554
4305.39     66.775   -38.143
4368.01     66.667   -38.708
4431.55     66.568   -39.260
4496.01     66.473   -39.818
4561.40     66.379   -40.386
4627.75     66.285   -40.959
4695.06     66.191   -41.537
4763.35     66.092   -42.116
4832.64     65.987   -42.678
4902.93     65.884   -43.218
4974.24     65.782   -43.745
5046.60     65.678   -44.252
5120.00     65.581   -44.746
5194.47     65.480   -45.233
5270.03     65.380   -45.709
5346.68     65.282   -46.180
5424.45     65.182   -46.642
5503.35     65.086   -47.094
5583.40     64.987   -47.542
5664.61     64.888   -47.979
5747.01     64.793   -48.415
5830.60     64.697   -48.851
5915.41     64.602   -49.281
6001.45     64.502   -49.704
6088.74     64.399   -50.112
6177.30     64.296   -50.499
6267.15     64.196   -50.866
6358.31     64.102   -51.223
6450.80     64.007   -51.579
6544.62     63.915   -51.933
6639.82     63.820   -52.283
6736.40     63.724   -52.623
6834.38     63.625   -52.941
6933.79     63.528   -53.233
7034.64     63.436   -53.508
7136.96     63.351   -53.776
7240.77     63.271   -54.044
7346.09     63.193   -54.316
7452.94     63.116   -54.594
7561.35     63.039   -54.878
7671.33     62.967   -55.165
7782.91     62.902   -55.465
7896.12     62.840   -55.787
8010.97     62.777   -56.133
8127.49     62.715   -56.503
8245.71     62.653   -56.894
8365.65     62.591   -57.305
8487.33     62.527   -57.732
8610.78     62.462   -58.172
8736.03     62.394   -58.617
8863.09     62.322   -59.058
8992.01     62.256   -59.502
9122.80     62.193   -59.962
9255.50     62.137   -60.450
9390.12     62.084   -60.983
9526.70     62.028   -61.570
9665.27     61.967   -62.206
9805.86     61.896   -62.875
9948.49     61.813   -63.556
10093.2     61.722   -64.233
10240.0     61.624   -64.896
10388.9     61.518   -65.531
10540.1     61.415   -66.138
10693.4     61.312   -66.733
10848.9     61.204   -67.310
11006.7     61.102   -67.876
11166.8     60.999   -68.446
11329.2     60.891   -69.012
11494.0     60.786   -69.573
11661.2     60.680   -70.139
11830.8     60.572   -70.704
12002.9     60.463   -71.268
12177.5     60.354   -71.833
12354.6     60.246   -72.408
12534.3     60.138   -72.994
12716.6     60.029   -73.591
12901.6     59.917   -74.204
13089.2     59.802   -74.839
13279.6     59.689   -75.501
13472.8     59.571   -76.189
13668.8     59.441   -76.889
13867.6     59.299   -77.586
14069.3     59.141   -78.258
14273.9     58.973   -78.871
14481.5     58.807   -79.426
14692.2     58.642   -79.939
14905.9     58.479   -80.410
15122.7     58.322   -80.858
15342.7     58.160   -81.292
15565.8     57.998   -81.706
15792.2     57.840   -82.110
16021.9     57.678   -82.497
16255.0     57.515   -82.858
16491.4     57.352   -83.203
16731.3     57.187   -83.529
16974.7     57.028   -83.834
17221.6     56.871   -84.130
17472.1     56.713   -84.422
17726.2     56.552   -84.702
17984.0     56.392   -84.967
18245.6     56.230   -85.217
18511.0     56.068   -85.445
18780.2     55.910   -85.655
19053.4     55.748   -85.845
19330.5     55.589   -86.009
19611.7     55.432   -86.156
19897.0     55.279   -86.287
20186.4     55.133   -86.411
20480.0     54.991   -86.540
20777.9     54.851   -86.677
21080.1     54.711   -86.826
21386.7     54.571   -86.981
21697.8     54.432   -87.142
22013.4     54.292   -87.305
22333.6     54.152   -87.470
22658.4     54.013   -87.635
22988.0     53.873   -87.800
23322.4     53.733   -87.964
23661.6     53.594   -88.128
24005.8     53.454   -88.291
24355.0     53.315   -88.453
24709.2     53.175   -88.613
25068.6     53.035   -88.772
25433.2     52.896   -88.930
25803.2     52.756   -89.086
26178.5     52.616   -89.240
26559.3     52.477   -89.393
26945.6     52.337   -89.544
27337.5     52.197   -89.693
27735.2     52.058   -89.841
28138.6     51.918   -89.987
28547.9     51.778   -90.131
28963.1     51.639   -90.273
29384.4     51.499   -90.414
29811.8     51.360   -90.553
30245.4     51.220   -90.690
30685.3     51.080   -90.826
31131.7     50.941   -90.959
31584.5     50.801   -91.091
32043.9     50.661   -91.222
32510.0     50.522   -91.351
32982.8     50.382   -91.478
33462.6     50.242   -91.603
33949.3     50.103   -91.727
34443.1     49.963   -91.850
34944.1     49.823   -91.970
35452.4     49.684   -92.090
35968.0     49.544   -92.208
36491.2     49.405   -92.324
37022.0     49.265   -92.440
37560.5     49.125   -92.557
38106.8     48.988   -92.663
38661.1     48.856   -92.765
39223.4     48.756   -92.844
39793.9     48.688   -92.906
