* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -12.0 dBFS, measurement signal peak level -8.5 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 9:07:13 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.6967 ms (-925 mm, -(3 ft 0.42 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,006.4 ppm
64.000000, 101.594, -155.1526
65.000000, 101.763, -155.5267
66.000000, 101.940, -156.0597
67.000000, 102.124, -156.7846
68.000000, 102.309, -157.7728
69.000000, 102.483, -159.0277
70.000000, 102.638, -160.5342
71.000000, 102.768, -162.2633
72.000000, 102.864, -164.1692
73.000000, 102.922, -166.1779
74.000000, 102.945, -168.2171
75.000000, 102.935, -170.2827
76.199997, 102.874, -172.7377
77.500000, 102.755, -175.2549
78.800003, 102.594, -177.5851
80.000000, 102.416, -179.5435
81.199997, 102.215, 178.6879
82.500000, 101.980, 176.9742
83.800003, 101.733, 175.4678
85.000000, 101.503, 174.2551
86.199997, 101.279, 173.1826
87.500000, 101.043, 172.1551
88.500000, 100.867, 171.4536
90.000000, 100.608, 170.4915
91.199997, 100.400, 169.8268
92.500000, 100.184, 169.1727
93.800003, 99.972, 168.4744
95.000000, 99.771, 167.7842
96.199997, 99.560, 167.0780
97.500000, 99.316, 166.2993
98.800003, 99.048, 165.5153
100.000000, 98.769, 164.8317
101.500000, 98.376, 164.0987
103.000000, 97.932, 163.6335
104.400002, 97.485, 163.6461
106.000000, 96.979, 164.3548
107.500000, 96.552, 165.6096
109.000000, 96.194, 167.1306
110.599998, 95.876, 168.6592
112.000000, 95.628, 169.7770
113.800003, 95.319, 171.0587
115.000000, 95.119, 172.0010
117.199997, 94.776, 174.1125
118.000000, 94.666, 175.0106
120.599998, 94.324, 177.3583
122.000000, 94.088, 178.5052
124.099998, 93.758, -179.6628
125.000000, 93.634, -178.8737
126.500000, 93.450, -177.4806
128.000000, 93.295, -175.9742
131.500000, 92.958, -172.3635
132.000000, 92.909, -171.8302
134.000000, 92.730, -169.7211
136.000000, 92.574, -167.7214
138.000000, 92.433, -165.7048
140.000000, 92.306, -163.6428
143.000000, 92.136, -160.5253
145.000000, 92.045, -158.4199
147.500000, 91.961, -155.7940
150.000000, 91.902, -153.2707
152.500000, 91.860, -150.9979
155.000000, 91.826, -148.8959
157.500000, 91.796, -146.7198
160.000000, 91.761, -144.5796
162.500000, 91.723, -142.6237
165.000000, 91.698, -141.0148
167.500000, 91.681, -139.4236
170.000000, 91.667, -137.7568
172.500000, 91.635, -136.1376
175.000000, 91.589, -134.5718
177.500000, 91.538, -132.9464
180.000000, 91.486, -131.3339
182.500000, 91.419, -129.9161
185.000000, 91.343, -128.5796
187.500000, 91.269, -127.2142
190.000000, 91.191, -125.7876
192.500000, 91.105, -124.3588
195.000000, 91.014, -122.9313
197.500000, 90.921, -121.4722
200.000000, 90.824, -119.9752
203.000000, 90.700, -118.1695
206.000000, 90.573, -116.3640
209.000000, 90.440, -114.5505
212.000000, 90.298, -112.7094
214.000000, 90.198, -111.4313
218.000000, 89.998, -108.6809
220.000000, 89.903, -107.2201
224.000000, 89.732, -104.2933
227.000000, 89.615, -102.1606
230.000000, 89.500, -100.0402
233.000000, 89.377, -98.0046
236.000000, 89.247, -96.1083
240.000000, 89.063, -93.3624
243.000000, 88.922, -90.8127
247.000000, 88.750, -87.4819
250.000000, 88.640, -85.1975
254.000000, 88.503, -82.2266
258.000000, 88.356, -79.2889
262.000000, 88.205, -76.3036
265.000000, 88.089, -74.0405
269.000000, 87.926, -71.0547
272.000000, 87.802, -68.8092
276.000000, 87.639, -65.7920
280.000000, 87.473, -62.7600
285.000000, 87.249, -58.9497
290.000000, 87.006, -55.0820
295.000000, 86.746, -51.1177
300.000000, 86.452, -46.9814
304.000000, 86.176, -43.5131
307.000000, 85.957, -40.6936
311.000000, 85.667, -36.4686
315.000000, 85.416, -31.5990
320.000000, 85.249, -24.9260
325.000000, 85.271, -18.6243
330.000000, 85.366, -13.4380
335.000000, 85.408, -9.0553
340.000000, 85.360, -4.8496
345.000000, 85.250, -0.3406
350.000000, 85.144, 4.5632
355.000000, 85.083, 9.5439
360.000000, 85.053, 14.4524
365.000000, 85.048, 19.3881
370.000000, 85.061, 24.1896
375.000000, 85.071, 28.6977
382.000000, 85.026, 34.8233
387.000000, 84.973, 39.3485
395.000000, 84.909, 46.8107
400.000000, 84.876, 51.5035
406.000000, 84.845, 57.1215
412.000000, 84.826, 62.7405
418.000000, 84.811, 68.3094
425.000000, 84.801, 74.7256
431.000000, 84.791, 80.2516
437.000000, 84.773, 85.7742
444.000000, 84.749, 92.2510
450.000000, 84.731, 97.8842
455.000000, 84.724, 102.6254
462.000000, 84.733, 109.3373
468.000000, 84.764, 115.0511
475.000000, 84.817, 121.5257
482.000000, 84.865, 127.8607
487.000000, 84.887, 132.3423
494.000000, 84.905, 138.6161
500.000000, 84.915, 144.0353
508.000000, 84.923, 151.3374
515.000000, 84.930, 157.8099
522.000000, 84.943, 164.3492
530.000000, 84.964, 171.8670
538.000000, 84.993, 179.4208
545.000000, 85.026, -173.9344
552.000000, 85.063, -167.2593
560.000000, 85.108, -159.6146
570.000000, 85.179, -149.9412
580.000000, 85.276, -140.1180
590.000000, 85.409, -130.3226
600.000000, 85.578, -120.6049
608.000000, 85.720, -112.8870
615.000000, 85.845, -106.1848
622.000000, 85.977, -99.4942
630.000000, 86.144, -91.8288
640.000000, 86.377, -82.3065
650.000000, 86.626, -72.9997
660.000000, 86.879, -63.8080
670.000000, 87.139, -54.6486
680.000000, 87.408, -45.5819
690.000000, 87.684, -36.6177
700.000000, 87.964, -27.7521
710.000000, 88.250, -19.0396
720.000000, 88.538, -10.4622
730.000000, 88.829, -1.9979
740.000000, 89.120, 6.3607
750.000000, 89.405, 14.6227
762.000000, 89.740, 24.4096
775.000000, 90.083, 34.8434
788.000000, 90.409, 45.1211
800.000000, 90.694, 54.5445
812.000000, 90.960, 63.9021
825.000000, 91.233, 73.9643
838.000000, 91.491, 83.9643
850.000000, 91.710, 93.1226
862.000000, 91.905, 102.2496
875.000000, 92.093, 112.1558
885.000000, 92.227, 119.8046
900.000000, 92.412, 131.2874
912.000000, 92.543, 140.5007
925.000000, 92.670, 150.5491
938.000000, 92.792, 160.6764
950.000000, 92.901, 170.0732
962.000000, 93.005, 179.5050
975.000000, 93.111, -170.2477
988.000000, 93.208, -159.9889
1000.000000, 93.292, -150.4923
1015.000000, 93.389, -138.5683
1030.000000, 93.478, -126.6308
1044.000000, 93.554, -115.4207
1060.000000, 93.643, -102.4969
1075.000000, 93.728, -90.3607
1090.000000, 93.811, -78.2590
1106.000000, 93.892, -65.3301
1120.000000, 93.959, -53.9565
1138.000000, 94.055, -39.2588
1150.000000, 94.123, -29.4759
1172.000000, 94.234, -11.7051
1180.000000, 94.260, -5.3004
1206.000000, 94.244, 15.6290
1220.000000, 94.191, 27.3894
1241.000000, 94.160, 45.7231
1250.000000, 94.177, 53.6434
1265.000000, 94.235, 66.7876
1280.000000, 94.310, 79.8559
1315.000000, 94.489, 110.0628
1320.000000, 94.511, 114.3658
1340.000000, 94.582, 131.6160
1360.000000, 94.626, 148.9319
1380.000000, 94.674, 166.3176
1400.000000, 94.743, -176.2161
1430.000000, 94.865, -149.9477
1450.000000, 94.947, -132.4838
1475.000000, 95.029, -110.6597
1500.000000, 95.087, -88.7383
1525.000000, 95.130, -66.7223
1550.000000, 95.151, -44.5243
1575.000000, 95.157, -22.1289
1600.000000, 95.157, 0.4956
1625.000000, 95.149, 23.3778
1650.000000, 95.141, 46.4462
1675.000000, 95.117, 69.7589
1700.000000, 95.067, 93.4272
1725.000000, 94.992, 117.6254
1750.000000, 94.909, 142.8838
1775.000000, 94.907, 169.9657
1800.000000, 95.278, -160.6578
1825.000000, 96.408, -130.9243
1850.000000, 98.086, -106.0129
1875.000000, 99.496, -87.3855
1900.000000, 100.263, -71.1558
1925.000000, 100.520, -54.4393
1950.000000, 100.470, -35.9854
1975.000000, 100.349, -15.4535
2000.000000, 100.323, 6.3987
2030.000000, 100.424, 33.0559
2060.000000, 100.574, 59.6926
2090.000000, 100.732, 86.3435
2120.000000, 100.901, 113.0203
2140.000000, 101.014, 130.8794
2180.000000, 101.243, 166.9241
2200.000000, 101.368, -174.9379
2240.000000, 101.645, -138.5046
2270.000000, 101.875, -111.1719
2300.000000, 102.121, -83.9397
2330.000000, 102.376, -56.7690
2360.000000, 102.634, -29.6417
2400.000000, 102.991, 6.4347
2430.000000, 103.264, 33.4459
2470.000000, 103.623, 69.3640
2500.000000, 103.883, 96.2026
2540.000000, 104.211, 131.9224
2580.000000, 104.520, 167.6022
2620.000000, 104.800, -156.6757
2650.000000, 104.999, -129.8481
2690.000000, 105.261, -94.0477
2720.000000, 105.441, -67.1476
2760.000000, 105.656, -31.1960
2800.000000, 105.871, 4.9487
2850.000000, 106.169, 50.5049
2900.000000, 106.526, 96.1123
2950.000000, 106.931, 141.3140
3000.000000, 107.324, -174.0903
3040.000000, 107.589, -138.8052
3070.000000, 107.751, -112.3633
3110.000000, 107.945, -76.9783
3150.000000, 108.131, -41.5640
3200.000000, 108.324, 2.5818
3250.000000, 108.436, 46.6914
3300.000000, 108.469, 90.8679
3350.000000, 108.464, 135.2615
3400.000000, 108.449, 179.6255
3450.000000, 108.372, -136.3330
3500.000000, 108.151, -92.4297
3550.000000, 107.749, -48.1685
3600.000000, 107.170, -2.7939
3650.000000, 106.471, 44.5007
3700.000000, 105.790, 94.9470
3750.000000, 105.584, 148.9507
3820.000000, 106.450, -138.4170
3870.000000, 107.154, -91.9971
3950.000000, 107.557, -21.6638
4000.000000, 107.391, 22.5930
4060.000000, 107.050, 76.1240
4120.000000, 106.687, 124.2505
4180.000000, 106.139, 160.6584
4250.000000, 105.607, -164.7708
4310.000000, 105.313, -136.0034
4370.000000, 105.090, -107.3501
4440.000000, 104.876, -74.4326
4500.000000, 104.721, -46.8369
4550.000000, 104.582, -24.2617
4620.000000, 104.308, 6.7271
4680.000000, 103.971, 32.9873
4750.000000, 103.452, 63.8950
4820.000000, 102.822, 95.5327
4870.000000, 102.362, 118.7395
4940.000000, 101.824, 152.1218
5000.000000, 101.572, -178.7104
5080.000000, 101.670, -139.9646
5150.000000, 102.145, -107.3621
5220.000000, 102.787, -76.7188
5300.000000, 103.539, -44.0923
5380.000000, 104.204, -14.0984
5450.000000, 104.626, 10.4143
5520.000000, 104.812, 34.1006
5600.000000, 104.653, 60.9292
5700.000000, 103.961, 95.3972
5800.000000, 103.093, 131.4907
5900.000000, 102.399, 168.7578
6000.000000, 101.925, -153.7568
6080.000000, 101.668, -123.9521
6150.000000, 101.522, -98.2188
6220.000000, 101.463, -72.8564
6300.000000, 101.521, -44.3154
6400.000000, 101.724, -9.8252
6500.000000, 101.940, 22.9521
6600.000000, 102.026, 54.1309
6700.000000, 101.909, 84.3726
6800.000000, 101.611, 114.4419
6900.000000, 101.206, 144.5171
7000.000000, 100.769, 174.6748
7100.000000, 100.356, -155.0293
7200.000000, 100.009, -124.6348
7300.000000, 99.753, -94.4775
7400.000000, 99.596, -64.7324
7500.000000, 99.519, -35.5459
7620.000000, 99.519, -1.7266
7750.000000, 99.563, 33.6040
7880.000000, 99.445, 68.0459
8000.000000, 99.125, 98.9448
8120.000000, 98.630, 129.4922
8250.000000, 97.992, 162.3481
8380.000000, 97.417, -164.6416
8500.000000, 97.114, -133.5093
8620.000000, 97.181, -103.4595
8750.000000, 97.615, -72.5737
8850.000000, 98.009, -50.3301
9000.000000, 98.403, -19.8242
9120.000000, 98.429, 2.7402
9250.000000, 98.107, 26.4736
9380.000000, 97.420, 49.9307
9500.000000, 96.512, 71.9336
9620.000000, 95.404, 94.7441
9750.000000, 94.038, 120.5376
9880.000000, 92.611, 147.7153
10000.000000, 91.455, 174.0015
10150.000000, 90.649, -152.2808
10300.000000, 90.794, -119.3516
10440.000000, 91.572, -90.6504
10600.000000, 92.899, -61.3369
10750.000000, 94.413, -37.9092
10900.000000, 95.949, -18.1504
11060.000000, 97.087, -0.9834
11200.000000, 97.193, 7.5420
11380.000000, 95.903, 17.1172
11500.000000, 94.440, 54.4331
11720.000000, 91.129, 133.9761
11800.000000, 89.736, 162.1929
12060.000000, 84.549, -95.6987
12200.000000, 83.281, -34.5112
12410.000000, 86.083, 52.7754
12500.000000, 87.527, 86.1123
12650.000000, 89.375, 137.1938
12800.000000, 90.565, -175.3604
13150.000000, 91.654, -70.3364
13200.000000, 91.691, -55.4897
13400.000000, 91.661, 3.0967
13600.000000, 91.517, 62.0435
13800.000000, 91.411, 120.6392
14000.000000, 91.081, 176.6372
14300.000000, 89.792, -99.7217
14500.000000, 88.896, -44.3110
14750.000000, 88.797, 23.7446
15000.000000, 89.970, 83.4644
15250.000000, 90.713, 130.8569
15500.000000, 89.624, 164.9487
15750.000000, 86.691, -172.2559
16000.000000, 82.285, -142.6938
16250.000000, 78.127, -92.1396
16500.000000, 76.777, -27.4951
16750.000000, 77.397, 38.2041
17000.000000, 78.886, 104.9141
17250.000000, 80.326, 168.1851
17500.000000, 79.973, -132.3203
17750.000000, 76.731, -65.0195
18000.000000, 71.305, 23.2515
18250.000000, 69.590, 121.1953
18500.000000, 73.453, -152.0850
18750.000000, 76.686, -78.1836
19000.000000, 78.686, -16.5664
19250.000000, 79.432, 47.4912
19500.000000, 79.087, 111.5542
19750.000000, 78.073, 176.7397
20000.000000, 76.601, -116.1084
20300.000000, 74.212, -28.3809
20600.000000, 71.416, 61.5308
20900.000000, 68.419, 152.7134
21200.000000, 64.806, -112.9121
21400.000000, 61.648, -49.1030
21800.000000, 53.197, 70.3149
22000.000000, 48.273, -150.9297
22400.000000, 40.343, -131.1797
22700.000000, 36.939, 159.2246
23000.000000, 32.642, 96.1211
23300.000000, 26.802, -52.6934
23600.000000, 20.922, 112.7793
24000.000000, 17.389, 23.7412
