* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -20.2 dBFS, measurement signal peak level -11.6 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 9:04:46 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.8839 ms (-989 mm, -(3 ft 2.94 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,104.9 ppm
9.380000, 85.099, -28.2764
9.500000, 85.228, -29.0261
9.620000, 85.357, -29.7199
9.750000, 85.496, -30.4158
9.880000, 85.629, -31.0671
10.000000, 85.745, -31.6337
10.150000, 85.883, -32.3056
10.300000, 86.019, -32.9604
10.440000, 86.146, -33.5636
10.600000, 86.293, -34.2559
10.750000, 86.435, -34.9193
10.900000, 86.579, -35.5959
11.060000, 86.732, -36.3342
11.200000, 86.862, -36.9927
11.380000, 87.026, -37.8468
11.500000, 87.131, -38.4182
11.720000, 87.320, -39.4587
11.800000, 87.387, -39.8319
12.060000, 87.604, -41.0192
12.200000, 87.720, -41.6371
12.410000, 87.890, -42.5333
12.500000, 87.963, -42.9051
12.650000, 88.081, -43.5084
12.800000, 88.199, -44.0914
13.150000, 88.472, -45.3766
13.200000, 88.511, -45.5526
13.400000, 88.671, -46.2409
13.600000, 88.834, -46.9120
13.800000, 88.999, -47.5745
14.000000, 89.166, -48.2390
14.300000, 89.414, -49.2512
14.500000, 89.576, -49.9384
14.750000, 89.771, -50.7983
15.000000, 89.959, -51.6389
15.250000, 90.142, -52.4328
15.500000, 90.322, -53.1636
15.750000, 90.503, -53.8327
16.000000, 90.688, -54.4608
16.250000, 90.878, -55.0847
16.500000, 91.072, -55.7357
16.750000, 91.263, -56.4318
17.000000, 91.447, -57.1614
17.250000, 91.619, -57.8914
17.500000, 91.778, -58.5790
17.750000, 91.929, -59.1898
18.000000, 92.081, -59.7191
18.250000, 92.241, -60.1923
18.500000, 92.412, -60.6622
18.750000, 92.592, -61.1807
19.000000, 92.772, -61.7776
19.250000, 92.945, -62.4436
19.500000, 93.101, -63.1302
19.750000, 93.242, -63.7753
20.000000, 93.373, -64.3237
20.299999, 93.537, -64.8400
20.600000, 93.726, -65.2761
20.900000, 93.944, -65.7781
21.200001, 94.177, -66.4794
21.400000, 94.326, -67.0772
21.799999, 94.575, -68.4574
22.000000, 94.669, -69.1316
22.400000, 94.817, -70.1774
22.700001, 94.933, -70.6134
23.000000, 95.093, -70.8635
23.299999, 95.306, -71.1711
23.600000, 95.553, -71.7688
24.000000, 95.861, -73.1285
24.299999, 96.025, -74.3817
24.700001, 96.140, -75.8375
25.000000, 96.186, -76.4579
25.400000, 96.297, -76.5977
25.799999, 96.546, -76.5065
26.200001, 96.907, -77.0209
26.500000, 97.177, -78.0480
26.900000, 97.436, -80.0426
27.200001, 97.522, -81.6214
27.600000, 97.519, -83.2222
28.000000, 97.478, -83.8447
28.500000, 97.558, -83.4998
29.000000, 97.863, -83.1218
29.500000, 98.280, -83.7499
30.000000, 98.657, -85.4037
30.400000, 98.881, -87.1202
30.700001, 99.002, -88.4636
31.100000, 99.109, -90.1847
31.500000, 99.167, -91.7108
32.000000, 99.192, -93.2034
32.500000, 99.201, -94.1512
33.000000, 99.235, -94.6132
33.500000, 99.317, -94.7817
34.000000, 99.448, -94.8557
34.500000, 99.617, -94.9536
35.000000, 99.812, -95.1289
35.500000, 100.025, -95.4141
36.000000, 100.253, -95.8387
36.500000, 100.489, -96.4377
37.000000, 100.728, -97.2505
37.500000, 100.956, -98.2928
38.200001, 101.233, -100.0391
38.700001, 101.399, -101.3610
39.500000, 101.633, -103.4635
40.000000, 101.768, -104.7848
40.599998, 101.914, -106.3717
41.200001, 102.043, -107.8859
41.799999, 102.171, -109.3030
42.500000, 102.325, -110.9505
43.099998, 102.444, -112.4221
43.700001, 102.535, -113.8676
44.400002, 102.615, -115.3936
45.000000, 102.677, -116.5830
45.500000, 102.725, -117.5391
46.200001, 102.779, -118.8314
46.799999, 102.819, -119.8724
47.500000, 102.864, -121.0273
48.200001, 102.907, -122.1320
48.700001, 102.940, -122.8702
49.400002, 102.998, -123.8430
50.000000, 103.062, -124.6730
50.799999, 103.162, -125.8252
51.500000, 103.258, -126.8917
52.200001, 103.356, -128.0476
53.000000, 103.456, -129.4385
53.799999, 103.548, -130.8356
54.500000, 103.629, -132.1287
55.200001, 103.702, -133.5374
56.000000, 103.768, -135.2561
57.000000, 103.818, -137.6041
58.000000, 103.790, -139.9988
59.000000, 103.702, -141.9515
60.000000, 103.620, -143.4490
60.799999, 103.565, -144.4698
61.500000, 103.516, -145.2460
62.200001, 103.470, -145.8889
63.000000, 103.430, -146.4819
64.000000, 103.405, -147.1002
65.000000, 103.418, -147.6521
66.000000, 103.480, -148.3501
67.000000, 103.566, -149.3350
68.000000, 103.663, -150.5698
69.000000, 103.764, -152.0895
70.000000, 103.849, -153.8628
71.000000, 103.907, -155.7814
72.000000, 103.944, -157.7832
73.000000, 103.958, -159.9178
74.000000, 103.931, -162.1193
75.000000, 103.871, -164.2465
76.199997, 103.775, -166.7560
77.500000, 103.632, -169.4073
78.800003, 103.460, -171.8925
80.000000, 103.294, -174.0412
81.199997, 103.125, -176.1237
82.500000, 102.928, -178.2961
83.800003, 102.721, 179.6954
85.000000, 102.537, 177.9331
86.199997, 102.355, 176.1067
87.500000, 102.145, 174.0242
88.500000, 101.971, 172.3530
90.000000, 101.664, 169.8873
91.199997, 101.409, 168.2087
92.500000, 101.146, 166.2974
93.800003, 100.817, 164.1896
95.000000, 100.439, 162.2892
96.199997, 99.997, 160.4231
97.500000, 99.449, 158.4703
98.800003, 98.828, 156.6652
100.000000, 98.175, 155.2995
101.500000, 97.227, 154.6239
103.000000, 96.201, 155.5623
104.400002, 95.219, 157.8425
106.000000, 94.156, 162.4113
107.500000, 93.399, 168.3039
109.000000, 92.985, 174.5749
110.599998, 92.819, -179.4910
112.000000, 92.760, -175.1413
113.800003, 92.681, -170.5161
115.000000, 92.636, -167.8131
117.199997, 92.807, -163.7590
118.000000, 92.945, -163.1780
120.599998, 93.030, -160.4998
122.000000, 93.197, -157.0084
124.099998, 93.525, -153.0370
125.000000, 93.636, -151.6987
126.500000, 93.800, -150.0100
128.000000, 93.965, -148.8939
131.500000, 94.386, -147.2805
132.000000, 94.438, -147.0740
134.000000, 94.582, -146.3012
136.000000, 94.630, -145.6232
138.000000, 94.661, -145.1161
140.000000, 94.698, -145.0258
143.000000, 94.666, -144.4447
145.000000, 94.668, -143.4103
147.500000, 94.760, -142.4623
150.000000, 94.879, -142.1068
152.500000, 94.974, -141.8395
155.000000, 94.998, -141.4880
157.500000, 94.925, -141.6298
160.000000, 94.769, -142.3523
162.500000, 94.598, -142.8035
165.000000, 94.507, -142.0577
167.500000, 94.428, -141.5084
170.000000, 94.251, -141.4412
172.500000, 94.038, -141.7156
175.000000, 93.758, -141.7031
177.500000, 93.469, -140.7343
180.000000, 93.215, -139.8027
182.500000, 92.973, -138.9221
185.000000, 92.725, -137.8660
187.500000, 92.475, -136.6111
190.000000, 92.207, -135.4142
192.500000, 91.927, -134.1133
195.000000, 91.653, -132.6672
197.500000, 91.394, -131.2307
200.000000, 91.146, -129.8218
203.000000, 90.864, -127.9448
206.000000, 90.578, -125.9162
209.000000, 90.266, -123.7041
212.000000, 89.945, -121.4075
214.000000, 89.745, -119.8640
218.000000, 89.398, -116.6323
220.000000, 89.248, -114.9146
224.000000, 88.968, -111.7720
227.000000, 88.749, -109.5878
230.000000, 88.503, -107.0648
233.000000, 88.245, -104.4925
236.000000, 87.979, -102.1788
240.000000, 87.651, -98.5873
243.000000, 87.402, -95.7089
247.000000, 87.094, -91.9957
250.000000, 86.896, -89.4270
254.000000, 86.580, -86.0002
258.000000, 86.255, -82.3635
262.000000, 85.960, -78.5587
265.000000, 85.727, -75.5961
269.000000, 85.401, -71.6524
272.000000, 85.179, -68.6711
276.000000, 84.908, -64.4252
280.000000, 84.638, -59.9110
285.000000, 84.311, -54.1132
290.000000, 83.993, -48.1234
295.000000, 83.696, -42.0098
300.000000, 83.418, -35.5684
304.000000, 83.201, -30.2324
307.000000, 83.066, -25.9862
311.000000, 82.956, -19.9053
315.000000, 82.962, -13.5789
320.000000, 83.167, -6.1675
325.000000, 83.488, -0.2557
330.000000, 83.728, 4.2028
335.000000, 83.811, 8.2200
340.000000, 83.796, 12.6240
345.000000, 83.766, 17.4631
350.000000, 83.767, 22.5208
355.000000, 83.795, 27.4189
360.000000, 83.842, 32.1319
365.000000, 83.916, 36.9801
370.000000, 83.976, 41.5587
375.000000, 83.995, 45.8545
382.000000, 83.964, 51.9970
387.000000, 83.934, 56.6282
395.000000, 83.917, 64.1261
400.000000, 83.916, 68.8047
406.000000, 83.923, 74.4361
412.000000, 83.915, 80.1136
418.000000, 83.909, 85.6794
425.000000, 83.914, 92.0926
431.000000, 83.922, 97.6236
437.000000, 83.929, 103.1509
444.000000, 83.937, 109.6965
450.000000, 83.950, 115.3402
455.000000, 83.965, 119.9838
462.000000, 83.989, 126.5071
468.000000, 84.030, 132.0449
475.000000, 84.089, 138.3427
482.000000, 84.150, 144.4679
487.000000, 84.182, 148.7985
494.000000, 84.192, 154.8175
500.000000, 84.193, 160.0113
508.000000, 84.201, 167.0903
515.000000, 84.206, 173.3126
522.000000, 84.205, 179.5807
530.000000, 84.203, -173.2800
538.000000, 84.199, -166.1990
545.000000, 84.198, -159.9874
552.000000, 84.196, -153.6975
560.000000, 84.187, -146.5247
570.000000, 84.182, -137.4555
580.000000, 84.193, -128.3509
590.000000, 84.218, -119.2901
600.000000, 84.237, -110.2725
608.000000, 84.234, -103.0459
615.000000, 84.225, -96.7014
622.000000, 84.205, -90.3625
630.000000, 84.184, -83.0931
640.000000, 84.173, -74.0142
650.000000, 84.147, -64.9800
660.000000, 84.108, -55.9226
670.000000, 84.077, -46.6435
680.000000, 84.043, -37.2955
690.000000, 84.018, -27.7449
700.000000, 83.992, -17.9586
710.000000, 83.959, -8.5800
720.000000, 83.938, 0.9393
730.000000, 83.927, 10.4179
740.000000, 83.936, 20.0575
750.000000, 83.951, 29.8472
762.000000, 83.983, 41.6211
775.000000, 84.040, 54.4971
788.000000, 84.109, 67.2938
800.000000, 84.198, 79.1044
812.000000, 84.272, 90.8542
825.000000, 84.359, 103.5291
838.000000, 84.487, 116.1046
850.000000, 84.617, 127.6131
862.000000, 84.743, 139.1577
875.000000, 84.879, 151.6552
885.000000, 84.996, 161.2438
900.000000, 85.177, 175.5006
912.000000, 85.327, -173.1818
925.000000, 85.485, -160.9807
938.000000, 85.642, -148.7379
950.000000, 85.790, -137.5135
962.000000, 85.935, -126.3248
975.000000, 86.088, -114.2394
988.000000, 86.238, -102.1971
1000.000000, 86.369, -91.1732
1015.000000, 86.525, -77.4844
1030.000000, 86.675, -63.7887
1044.000000, 86.808, -50.9969
1060.000000, 86.954, -36.3635
1075.000000, 87.093, -22.6733
1090.000000, 87.227, -9.0410
1106.000000, 87.364, 5.4708
1120.000000, 87.483, 18.2456
1138.000000, 87.641, 34.7457
1150.000000, 87.743, 45.6659
1172.000000, 87.901, 65.3989
1180.000000, 87.942, 72.5172
1206.000000, 87.996, 95.9435
1220.000000, 88.005, 109.0428
1241.000000, 88.073, 129.2289
1250.000000, 88.127, 137.9030
1265.000000, 88.237, 152.2456
1280.000000, 88.356, 166.4581
1315.000000, 88.617, -160.5441
1320.000000, 88.651, -155.8348
1340.000000, 88.772, -136.9795
1360.000000, 88.867, -118.0300
1380.000000, 88.965, -98.9891
1400.000000, 89.085, -79.9302
1430.000000, 89.283, -51.4286
1450.000000, 89.411, -32.4687
1475.000000, 89.555, -8.7716
1500.000000, 89.677, 14.9861
1525.000000, 89.778, 38.8266
1550.000000, 89.861, 62.7980
1575.000000, 89.927, 86.9424
1600.000000, 89.983, 111.3153
1625.000000, 90.037, 135.9573
1650.000000, 90.090, 160.8396
1675.000000, 90.124, -174.0968
1700.000000, 90.139, -148.6494
1725.000000, 90.141, -122.5637
1750.000000, 90.157, -95.4310
1775.000000, 90.302, -66.5322
1800.000000, 90.898, -35.5227
1825.000000, 92.309, -5.1029
1850.000000, 94.143, 19.1694
1875.000000, 95.438, 36.9336
1900.000000, 95.886, 53.5829
1925.000000, 95.855, 72.5052
1950.000000, 95.708, 93.9106
1975.000000, 95.630, 117.0382
2000.000000, 95.691, 140.9457
2030.000000, 95.892, 169.5747
2060.000000, 96.116, -162.1409
2090.000000, 96.318, -133.9609
2120.000000, 96.517, -105.7218
2140.000000, 96.643, -86.8076
2180.000000, 96.885, -48.6643
2200.000000, 97.010, -29.4379
2240.000000, 97.287, 9.2112
2270.000000, 97.518, 38.1970
2300.000000, 97.763, 67.0819
2330.000000, 98.012, 95.8491
2360.000000, 98.265, 124.5625
2400.000000, 98.614, 162.8806
2430.000000, 98.878, -168.3885
2470.000000, 99.223, -130.2180
2500.000000, 99.470, -101.7386
2540.000000, 99.774, -63.9629
2580.000000, 100.047, -26.2808
2620.000000, 100.299, 11.4849
2650.000000, 100.468, 39.8776
2690.000000, 100.667, 77.8523
2720.000000, 100.803, 106.4390
2760.000000, 100.962, 144.6631
2800.000000, 101.109, -176.9543
2850.000000, 101.314, -128.7380
2900.000000, 101.558, -80.5420
2950.000000, 101.831, -32.5601
3000.000000, 102.094, 15.0210
3040.000000, 102.261, 52.8079
3070.000000, 102.353, 81.1108
3110.000000, 102.452, 118.9360
3150.000000, 102.540, 156.7815
3200.000000, 102.613, -156.0859
3250.000000, 102.609, -109.0774
3300.000000, 102.520, -61.9553
3350.000000, 102.371, -14.5137
3400.000000, 102.192, 33.0850
3450.000000, 101.948, 80.5168
3500.000000, 101.571, 127.8328
3550.000000, 101.012, 175.6216
3600.000000, 100.281, -135.3098
3650.000000, 99.425, -84.2939
3700.000000, 98.578, -30.0427
3750.000000, 98.209, 27.8831
3820.000000, 98.884, 105.9553
3870.000000, 99.481, 156.3447
3950.000000, 99.742, -126.8171
4000.000000, 99.494, -78.4338
4060.000000, 98.995, -18.7400
4120.000000, 98.447, 42.5640
4180.000000, 97.932, 105.2285
4250.000000, 97.453, 179.5520
4310.000000, 97.163, -116.4207
4370.000000, 96.964, -52.6318
4440.000000, 96.871, 19.1724
4500.000000, 96.789, 71.7446
4550.000000, 96.572, 105.4707
4620.000000, 96.258, 144.0088
4680.000000, 95.972, 175.1392
4750.000000, 95.527, -149.4917
4820.000000, 95.002, -113.8315
4870.000000, 94.626, -87.2754
4940.000000, 94.166, -49.2039
5000.000000, 93.929, -16.1807
5080.000000, 93.971, 27.8232
5150.000000, 94.342, 65.1914
5220.000000, 94.859, 100.8340
5300.000000, 95.466, 139.5527
5380.000000, 96.015, 176.3877
5450.000000, 96.362, -152.8955
5520.000000, 96.504, -123.3530
5600.000000, 96.343, -90.2822
5700.000000, 95.711, -48.4819
5800.000000, 94.959, -4.7358
5900.000000, 94.391, 40.0059
6000.000000, 94.012, 84.8926
6080.000000, 93.813, 120.6006
6150.000000, 93.726, 151.4980
6220.000000, 93.742, -177.9673
6300.000000, 93.896, -143.7163
6400.000000, 94.240, -102.3418
6500.000000, 94.607, -62.7930
6600.000000, 94.859, -24.8950
6700.000000, 94.914, 11.9326
6800.000000, 94.786, 48.2676
6900.000000, 94.556, 84.4492
7000.000000, 94.280, 120.5215
7100.000000, 93.995, 156.5410
7200.000000, 93.764, -167.3955
7300.000000, 93.630, -131.5020
7400.000000, 93.587, -96.1475
7500.000000, 93.607, -61.5474
7620.000000, 93.717, -21.0552
7750.000000, 93.905, 20.9971
7880.000000, 93.934, 61.6050
8000.000000, 93.730, 98.6436
8120.000000, 93.361, 135.3491
8250.000000, 92.877, 174.9556
8380.000000, 92.453, -145.2114
8500.000000, 92.290, -108.8496
8620.000000, 92.474, -73.2256
8750.000000, 92.981, -36.1992
8850.000000, 93.410, -9.1479
9000.000000, 93.836, 28.5356
9120.000000, 93.884, 56.8232
9250.000000, 93.596, 86.8750
9380.000000, 92.957, 117.2139
9500.000000, 92.103, 144.8486
9620.000000, 91.077, 173.1860
9750.000000, 89.825, -156.0244
9880.000000, 88.533, -124.6035
10000.000000, 87.521, -92.8975
10150.000000, 86.906, -52.6978
10300.000000, 87.236, -13.7446
10440.000000, 88.146, 20.2852
10600.000000, 89.548, 55.7920
10750.000000, 91.063, 85.1338
10900.000000, 92.568, 110.6582
11060.000000, 93.703, 133.3877
11200.000000, 93.886, 151.0947
11380.000000, 92.826, 173.5000
11500.000000, 91.521, -170.8960
11720.000000, 88.544, -138.6973
11800.000000, 87.286, -125.4077
12060.000000, 82.416, -72.9414
12200.000000, 81.152, -48.2803
12410.000000, 83.905, -0.7114
12500.000000, 85.382, 38.8252
12650.000000, 87.288, 100.5903
12800.000000, 88.533, 153.1318
13150.000000, 89.741, -91.9375
13200.000000, 89.792, -75.8369
13400.000000, 89.806, -11.7051
13600.000000, 89.678, 52.1230
13800.000000, 89.566, 114.3652
14000.000000, 89.194, 175.3135
14300.000000, 87.696, -93.4492
14500.000000, 86.541, -32.1704
14750.000000, 86.046, 42.4668
15000.000000, 86.974, 110.2866
15250.000000, 87.704, 164.6743
15500.000000, 86.694, -153.7686
15750.000000, 83.788, -125.0112
16000.000000, 79.306, -89.1724
16250.000000, 74.962, -30.8062
16500.000000, 73.385, 39.1104
16750.000000, 73.811, 112.8135
17000.000000, 75.162, -173.3018
17250.000000, 76.544, -103.7314
17500.000000, 76.166, -37.4326
17750.000000, 72.903, 37.2671
18000.000000, 67.449, 131.1377
18250.000000, 65.662, -123.3379
18500.000000, 69.491, -30.1021
18750.000000, 72.708, 44.0288
19000.000000, 74.670, 117.1387
19250.000000, 75.339, -173.4463
19500.000000, 74.899, -105.1934
19750.000000, 73.798, -33.9951
20000.000000, 72.218, 41.8350
20300.000000, 69.645, 132.3408
20600.000000, 66.679, -129.0410
20900.000000, 63.582, -32.8320
21200.000000, 59.871, 69.4219
21400.000000, 56.610, 139.5293
21800.000000, 47.820, -123.4570
22000.000000, 42.586, -23.1250
22400.000000, 33.846, -7.7354
22700.000000, 30.682, -137.0742
23000.000000, 26.822, -23.9668
23300.000000, 21.971, -77.7734
23600.000000, 18.562, 98.1514
24000.000000, 17.083, 82.0566
