* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -11.7 dBFS, measurement signal peak level -11.6 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 6, 2024 12:14:27 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.2934 ms (-1.130 m, -(3 ft 8.5 in)) using IR start time relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,240.6 ppm
3.250000, 65.644, 49.4737
3.300000, 65.952, 48.0182
3.350000, 66.252, 46.6011
3.400000, 66.543, 45.2135
3.450000, 66.825, 43.8568
3.500000, 67.100, 42.5346
3.550000, 67.369, 41.2498
3.600000, 67.633, 40.0049
3.650000, 67.892, 38.8007
3.700000, 68.146, 37.6331
3.750000, 68.394, 36.4953
3.820000, 68.732, 34.9475
3.870000, 68.968, 33.8738
3.950000, 69.337, 32.2109
4.000000, 69.563, 31.2058
4.060000, 69.831, 30.0336
4.120000, 70.094, 28.8958
4.180000, 70.352, 27.7883
4.250000, 70.647, 26.5298
4.310000, 70.895, 25.4761
4.370000, 71.140, 24.4426
4.440000, 71.422, 23.2623
4.500000, 71.660, 22.2729
4.550000, 71.856, 21.4630
4.620000, 72.125, 20.3477
4.680000, 72.352, 19.4058
4.750000, 72.613, 18.3198
4.820000, 72.870, 17.2469
4.870000, 73.051, 16.4894
4.940000, 73.300, 15.4412
5.000000, 73.509, 14.5535
5.080000, 73.783, 13.3837
5.150000, 74.018, 12.3711
5.220000, 74.249, 11.3672
5.300000, 74.506, 10.2319
5.380000, 74.758, 9.1117
5.450000, 74.974, 8.1451
5.520000, 75.185, 7.1909
5.600000, 75.421, 6.1128
5.700000, 75.708, 4.7841
5.800000, 75.988, 3.4800
5.900000, 76.260, 2.2029
6.000000, 76.526, 0.9493
6.080000, 76.733, -0.0385
6.150000, 76.912, -0.8921
6.220000, 77.088, -1.7359
6.300000, 77.286, -2.6884
6.400000, 77.529, -3.8630
6.500000, 77.767, -5.0240
6.600000, 78.000, -6.1758
6.700000, 78.229, -7.3192
6.800000, 78.453, -8.4546
6.900000, 78.672, -9.5846
7.000000, 78.885, -10.7129
7.100000, 79.093, -11.8406
7.200000, 79.295, -12.9643
7.300000, 79.491, -14.0809
7.400000, 79.680, -15.1931
7.500000, 79.862, -16.3016
7.620000, 80.071, -17.6143
7.750000, 80.285, -19.0048
7.880000, 80.488, -20.3679
8.000000, 80.664, -21.5863
8.120000, 80.832, -22.7537
8.250000, 81.003, -23.9662
8.380000, 81.166, -25.1140
8.500000, 81.312, -26.1060
8.620000, 81.453, -27.0381
8.750000, 81.603, -27.9823
8.850000, 81.718, -28.6606
9.000000, 81.891, -29.6057
9.120000, 82.032, -30.3127
9.250000, 82.187, -31.0367
9.380000, 82.346, -31.7229
9.500000, 82.496, -32.3394
9.620000, 82.651, -32.9476
9.750000, 82.820, -33.6003
9.880000, 82.984, -34.2596
10.000000, 83.127, -34.8804
10.150000, 83.295, -35.6718
10.300000, 83.455, -36.4852
10.440000, 83.597, -37.2648
10.600000, 83.754, -38.1718
10.750000, 83.898, -39.0333
10.900000, 84.038, -39.8993
11.060000, 84.181, -40.8161
11.200000, 84.300, -41.6093
11.380000, 84.445, -42.6056
11.500000, 84.538, -43.2518
11.720000, 84.703, -44.3953
11.800000, 84.762, -44.7963
12.060000, 84.953, -46.0479
12.200000, 85.055, -46.6899
12.410000, 85.208, -47.6160
12.500000, 85.273, -48.0009
12.650000, 85.381, -48.6279
12.800000, 85.487, -49.2390
13.150000, 85.730, -50.6136
13.200000, 85.764, -50.8047
13.400000, 85.902, -51.5564
13.600000, 86.038, -52.2866
13.800000, 86.173, -52.9940
14.000000, 86.305, -53.6754
14.300000, 86.500, -54.6452
14.500000, 86.627, -55.2556
14.750000, 86.787, -55.9817
15.000000, 86.950, -56.6749
15.250000, 87.120, -57.3483
15.500000, 87.293, -58.0160
15.750000, 87.467, -58.6885
16.000000, 87.640, -59.3716
16.250000, 87.810, -60.0638
16.500000, 87.976, -60.7590
16.750000, 88.138, -61.4490
17.000000, 88.299, -62.1281
17.250000, 88.459, -62.7963
17.500000, 88.618, -63.4586
17.750000, 88.776, -64.1239
18.000000, 88.931, -64.7994
18.250000, 89.082, -65.4871
18.500000, 89.226, -66.1801
18.750000, 89.363, -66.8639
19.000000, 89.493, -67.5205
19.250000, 89.618, -68.1325
19.500000, 89.742, -68.6924
19.750000, 89.866, -69.2036
20.000000, 89.995, -69.6815
20.299999, 90.156, -70.2437
20.600000, 90.323, -70.8290
20.900000, 90.489, -71.4589
21.200001, 90.650, -72.1296
21.400000, 90.752, -72.5875
21.799999, 90.943, -73.4882
22.000000, 91.034, -73.9166
22.400000, 91.214, -74.7197
22.700001, 91.351, -75.2911
23.000000, 91.491, -75.8609
23.299999, 91.633, -76.4474
23.600000, 91.773, -77.0563
24.000000, 91.955, -77.8910
24.299999, 92.088, -78.5198
24.700001, 92.261, -79.3512
25.000000, 92.389, -79.9731
25.400000, 92.557, -80.8107
25.799999, 92.718, -81.6557
26.200001, 92.872, -82.4888
26.500000, 92.985, -83.0942
26.900000, 93.135, -83.8796
27.200001, 93.250, -84.4683
27.600000, 93.401, -85.2780
28.000000, 93.545, -86.1173
28.500000, 93.708, -87.1519
29.000000, 93.862, -88.0986
29.500000, 94.021, -88.9880
30.000000, 94.186, -89.9480
30.400000, 94.305, -90.8085
30.700001, 94.377, -91.4727
31.100000, 94.447, -92.2889
31.500000, 94.496, -92.9221
32.000000, 94.559, -93.3922
32.500000, 94.652, -93.5953
33.000000, 94.780, -93.6802
33.500000, 94.939, -93.7173
34.000000, 95.139, -93.7485
34.500000, 95.389, -93.9197
35.000000, 95.675, -94.4514
35.500000, 95.955, -95.4485
36.000000, 96.190, -96.8044
36.500000, 96.366, -98.2962
37.000000, 96.497, -99.7499
37.500000, 96.598, -101.1033
38.200001, 96.709, -102.8314
38.700001, 96.773, -103.9360
39.500000, 96.870, -105.4501
40.000000, 96.940, -106.2614
40.599998, 97.043, -107.1520
41.200001, 97.172, -108.0468
41.799999, 97.319, -109.0731
42.500000, 97.480, -110.4711
43.099998, 97.590, -111.6942
43.700001, 97.689, -112.8442
44.400002, 97.798, -114.1843
45.000000, 97.869, -115.3660
45.500000, 97.909, -116.2849
46.200001, 97.964, -117.4178
46.799999, 98.029, -118.4349
47.500000, 98.094, -119.8639
48.200001, 98.114, -121.3597
48.700001, 98.114, -122.3406
49.400002, 98.117, -123.6132
50.000000, 98.121, -124.6393
50.799999, 98.135, -125.8420
51.500000, 98.171, -126.8071
52.200001, 98.213, -127.8112
53.000000, 98.238, -128.9021
53.799999, 98.241, -129.7690
54.500000, 98.241, -130.3492
55.200001, 98.247, -130.9447
56.000000, 98.213, -131.7904
57.000000, 98.080, -132.2394
58.000000, 98.129, -132.0732
59.000000, 98.293, -133.7335
60.000000, 98.241, -136.1110
60.799999, 98.179, -137.4554
61.500000, 98.166, -138.6456
62.200001, 98.141, -139.9025
63.000000, 98.105, -141.1657
64.000000, 98.069, -142.6979
65.000000, 97.966, -144.1885
66.000000, 97.805, -145.1784
67.000000, 97.638, -145.7921
68.000000, 97.472, -146.2351
69.000000, 97.312, -146.5763
70.000000, 97.168, -146.8409
71.000000, 97.056, -147.1091
72.000000, 96.963, -147.4794
73.000000, 96.875, -147.8811
74.000000, 96.790, -148.3165
75.000000, 96.687, -148.7574
76.199997, 96.545, -149.1040
77.500000, 96.389, -149.3336
78.800003, 96.230, -149.3602
80.000000, 96.112, -149.2030
81.199997, 96.029, -149.0339
82.500000, 95.968, -148.9882
83.800003, 95.904, -149.1412
85.000000, 95.837, -149.3283
86.199997, 95.773, -149.5510
87.500000, 95.711, -149.8815
88.500000, 95.674, -150.2151
90.000000, 95.593, -151.1617
91.199997, 95.443, -151.7446
92.500000, 95.291, -151.8997
93.800003, 95.140, -152.1143
95.000000, 94.973, -152.2385
96.199997, 94.788, -152.2748
97.500000, 94.584, -152.2996
98.800003, 94.376, -152.4938
100.000000, 94.156, -152.8102
101.500000, 93.840, -153.0494
103.000000, 93.507, -153.0808
104.400002, 93.133, -153.0903
106.000000, 92.558, -152.4492
107.500000, 91.959, -150.5383
109.000000, 91.408, -147.7208
110.599998, 90.898, -143.7366
112.000000, 90.582, -139.3586
113.800003, 90.380, -133.2932
115.000000, 90.333, -129.3823
117.199997, 90.334, -123.2580
118.000000, 90.340, -121.3699
120.599998, 90.775, -114.6108
122.000000, 91.242, -113.7294
124.099998, 91.657, -113.4818
125.000000, 91.779, -112.9270
126.500000, 91.980, -111.4933
128.000000, 92.190, -110.0210
131.500000, 92.648, -107.2499
132.000000, 92.710, -106.9711
134.000000, 92.937, -106.0598
136.000000, 93.120, -105.3633
138.000000, 93.283, -104.4752
140.000000, 93.507, -103.4268
143.000000, 93.808, -102.4492
145.000000, 93.928, -101.8533
147.500000, 94.078, -101.1602
150.000000, 94.245, -100.6819
152.500000, 94.391, -100.2424
155.000000, 94.489, -100.0518
157.500000, 94.557, -99.8279
160.000000, 94.633, -99.1257
162.500000, 94.734, -98.3507
165.000000, 94.712, -98.5655
167.500000, 94.599, -98.4529
170.000000, 94.570, -98.3600
172.500000, 94.563, -98.5111
175.000000, 94.502, -98.2595
177.500000, 94.419, -97.2788
180.000000, 94.336, -96.3757
182.500000, 94.229, -95.8688
185.000000, 94.124, -95.4728
187.500000, 94.023, -94.8986
190.000000, 93.909, -94.1746
192.500000, 93.783, -93.3311
195.000000, 93.656, -92.3855
197.500000, 93.511, -91.3616
200.000000, 93.343, -90.2510
203.000000, 93.155, -88.7463
206.000000, 92.998, -87.1841
209.000000, 92.836, -85.6521
212.000000, 92.665, -84.1265
214.000000, 92.547, -83.0730
218.000000, 92.297, -80.8067
220.000000, 92.171, -79.6433
224.000000, 91.928, -77.0966
227.000000, 91.748, -74.9798
230.000000, 91.579, -72.8325
233.000000, 91.423, -70.6742
236.000000, 91.239, -68.3719
240.000000, 90.952, -65.2100
243.000000, 90.790, -63.1832
247.000000, 90.608, -60.3566
250.000000, 90.467, -57.9248
254.000000, 90.292, -54.7020
258.000000, 90.131, -51.6096
262.000000, 89.937, -48.4237
265.000000, 89.774, -45.9795
269.000000, 89.558, -42.5732
272.000000, 89.401, -39.9874
276.000000, 89.189, -36.5292
280.000000, 88.982, -32.9218
285.000000, 88.746, -28.0570
290.000000, 88.511, -23.0830
295.000000, 88.266, -17.9364
300.000000, 88.034, -12.3726
304.000000, 87.862, -7.5986
307.000000, 87.756, -3.7582
311.000000, 87.673, 1.7697
315.000000, 87.703, 7.6080
320.000000, 87.950, 14.5114
325.000000, 88.326, 19.8252
330.000000, 88.630, 23.5652
335.000000, 88.770, 26.7984
340.000000, 88.792, 30.3123
345.000000, 88.770, 34.2496
350.000000, 88.752, 38.4938
355.000000, 88.744, 42.9166
360.000000, 88.750, 47.3869
365.000000, 88.786, 51.8588
370.000000, 88.851, 56.2369
375.000000, 88.913, 60.3095
382.000000, 88.939, 65.7791
387.000000, 88.924, 69.8101
395.000000, 88.885, 76.5859
400.000000, 88.872, 80.9579
406.000000, 88.864, 86.2855
412.000000, 88.870, 91.5617
418.000000, 88.888, 96.7620
425.000000, 88.905, 102.8532
431.000000, 88.916, 108.0262
437.000000, 88.921, 113.1599
444.000000, 88.921, 119.2173
450.000000, 88.916, 124.4530
455.000000, 88.913, 128.8864
462.000000, 88.916, 135.2383
468.000000, 88.925, 140.7574
475.000000, 88.953, 147.1559
482.000000, 89.008, 153.4590
487.000000, 89.055, 157.9434
494.000000, 89.120, 164.1434
500.000000, 89.168, 169.4475
508.000000, 89.228, 176.5768
515.000000, 89.285, -177.1933
522.000000, 89.345, -170.9987
530.000000, 89.418, -163.8838
538.000000, 89.493, -156.7840
545.000000, 89.559, -150.6061
552.000000, 89.630, -144.4202
560.000000, 89.713, -137.3581
570.000000, 89.816, -128.5006
580.000000, 89.927, -119.6155
590.000000, 90.058, -110.7348
600.000000, 90.203, -102.0120
608.000000, 90.316, -95.1481
615.000000, 90.408, -89.1433
622.000000, 90.496, -83.1556
630.000000, 90.591, -76.3826
640.000000, 90.701, -67.9540
650.000000, 90.803, -59.4812
660.000000, 90.901, -50.9934
670.000000, 91.004, -42.5105
680.000000, 91.104, -34.1311
690.000000, 91.196, -25.7567
700.000000, 91.282, -17.2973
710.000000, 91.351, -8.7821
720.000000, 91.421, -0.2782
730.000000, 91.491, 8.2178
740.000000, 91.560, 16.7267
750.000000, 91.632, 25.2694
762.000000, 91.720, 35.5464
775.000000, 91.812, 46.7012
788.000000, 91.896, 57.7943
800.000000, 91.970, 68.0183
812.000000, 92.045, 78.2963
825.000000, 92.121, 89.4612
838.000000, 92.195, 100.6144
850.000000, 92.257, 110.8856
862.000000, 92.312, 121.1572
875.000000, 92.362, 132.3051
885.000000, 92.396, 140.9140
900.000000, 92.444, 153.9041
912.000000, 92.481, 164.3285
925.000000, 92.516, 175.6513
938.000000, 92.547, -172.9812
950.000000, 92.576, -162.4044
962.000000, 92.610, -151.7644
975.000000, 92.651, -140.2216
988.000000, 92.689, -128.6901
1000.000000, 92.721, -118.0585
1015.000000, 92.760, -104.7733
1030.000000, 92.795, -91.4730
1044.000000, 92.823, -79.0161
1060.000000, 92.857, -64.7062
1075.000000, 92.895, -51.2445
1090.000000, 92.941, -37.7818
1106.000000, 92.997, -23.4245
1120.000000, 93.047, -10.8450
1138.000000, 93.113, 5.3614
1150.000000, 93.160, 16.1741
1172.000000, 93.239, 35.8429
1180.000000, 93.255, 42.8970
1206.000000, 93.220, 65.8070
1220.000000, 93.163, 78.6028
1241.000000, 93.123, 98.6055
1250.000000, 93.137, 107.2794
1265.000000, 93.190, 121.6655
1280.000000, 93.262, 135.9285
1315.000000, 93.430, 168.9550
1320.000000, 93.453, 173.6595
1340.000000, 93.541, -167.5259
1360.000000, 93.612, -148.6926
1380.000000, 93.689, -129.8127
1400.000000, 93.791, -110.9419
1430.000000, 93.962, -82.7101
1450.000000, 94.064, -64.0154
1475.000000, 94.169, -40.6503
1500.000000, 94.249, -17.2151
1525.000000, 94.307, 6.3232
1550.000000, 94.356, 30.0572
1575.000000, 94.406, 53.9919
1600.000000, 94.453, 78.0246
1625.000000, 94.488, 102.1356
1650.000000, 94.503, 126.3906
1675.000000, 94.495, 150.8879
1700.000000, 94.455, 175.7446
1725.000000, 94.385, -158.7566
1750.000000, 94.313, -132.1199
1775.000000, 94.344, -103.4780
1800.000000, 94.775, -71.8719
1825.000000, 95.998, -39.7000
1850.000000, 97.752, -14.3735
1875.000000, 99.104, 2.5504
1900.000000, 99.618, 17.3242
1925.000000, 99.562, 34.6177
1950.000000, 99.322, 55.1833
1975.000000, 99.135, 78.0167
2000.000000, 99.077, 101.7710
2030.000000, 99.123, 130.2151
2060.000000, 99.192, 158.3937
2090.000000, 99.257, -173.3171
2120.000000, 99.331, -144.8674
2140.000000, 99.383, -125.8003
2180.000000, 99.496, -87.3732
2200.000000, 99.558, -68.0796
2240.000000, 99.700, -29.4445
2270.000000, 99.822, -0.4679
2300.000000, 99.959, 28.5205
2330.000000, 100.106, 57.5065
2360.000000, 100.254, 86.4631
2400.000000, 100.451, 124.9846
2430.000000, 100.593, 153.8232
2470.000000, 100.773, -167.6899
2500.000000, 100.897, -138.8210
2540.000000, 101.040, -100.3673
2580.000000, 101.162, -61.8937
2620.000000, 101.269, -23.3665
2650.000000, 101.335, 5.5466
2690.000000, 101.399, 44.1874
2720.000000, 101.431, 73.3027
2760.000000, 101.457, 112.3774
2800.000000, 101.483, 151.8442
2850.000000, 101.551, -158.4565
2900.000000, 101.675, -108.5999
2950.000000, 101.850, -58.6992
3000.000000, 102.043, -9.1953
3040.000000, 102.179, 29.9480
3070.000000, 102.262, 59.2053
3110.000000, 102.358, 98.2925
3150.000000, 102.446, 137.3245
3200.000000, 102.508, -174.2791
3250.000000, 102.466, -126.0972
3300.000000, 102.322, -77.4106
3350.000000, 102.150, -27.6387
3400.000000, 102.027, 22.5664
3450.000000, 101.914, 72.1221
3500.000000, 101.713, 121.0442
3550.000000, 101.355, 170.0188
3600.000000, 100.839, -139.9031
3650.000000, 100.252, -87.6685
3700.000000, 99.782, -31.7900
3750.000000, 99.729, 27.5034
3820.000000, 100.335, 105.3484
3870.000000, 100.760, 155.5703
3950.000000, 100.902, -126.5972
4000.000000, 100.697, -76.5288
4060.000000, 100.360, -13.8250
4120.000000, 100.062, 50.6265
4180.000000, 99.884, 116.3535
4250.000000, 99.895, -174.7773
4310.000000, 99.870, -132.7490
4370.000000, 100.015, -99.1047
4440.000000, 100.469, -63.0562
4500.000000, 100.990, -33.8745
4550.000000, 101.457, -10.7283
4620.000000, 102.086, 19.9873
4680.000000, 102.554, 45.0571
4750.000000, 102.995, 73.4355
4820.000000, 103.320, 101.2900
4870.000000, 103.481, 120.8647
4940.000000, 103.633, 147.9065
5000.000000, 103.728, 170.8938
5080.000000, 103.885, -158.5120
5150.000000, 104.113, -132.1123
5220.000000, 104.361, -106.5654
5300.000000, 104.638, -78.1560
5380.000000, 104.907, -50.9102
5450.000000, 105.071, -28.5835
5520.000000, 105.092, -7.5508
5600.000000, 104.864, 15.8052
5700.000000, 104.234, 45.8955
5800.000000, 103.508, 77.8657
5900.000000, 102.918, 110.5801
6000.000000, 102.439, 142.8691
6080.000000, 102.088, 168.3081
6150.000000, 101.795, -169.6748
6220.000000, 101.520, -147.8638
6300.000000, 101.243, -123.1855
6400.000000, 100.961, -93.0010
6500.000000, 100.692, -63.8975
6600.000000, 100.347, -35.5757
6700.000000, 99.922, -7.4644
6800.000000, 99.514, 20.6387
6900.000000, 99.209, 48.4927
7000.000000, 99.004, 75.7930
7100.000000, 98.849, 102.3877
7200.000000, 98.718, 128.3721
7300.000000, 98.605, 153.8491
7400.000000, 98.526, 178.8584
7500.000000, 98.508, -156.6816
7620.000000, 98.591, -128.3716
7750.000000, 98.748, -99.3511
7880.000000, 98.779, -71.8550
8000.000000, 98.684, -47.3037
8120.000000, 98.589, -23.2251
8250.000000, 98.595, 2.3247
8380.000000, 98.740, 26.8184
8500.000000, 98.974, 47.9941
8620.000000, 99.240, 67.5293
8750.000000, 99.464, 86.8691
8850.000000, 99.566, 100.7378
9000.000000, 99.623, 120.0771
9120.000000, 99.544, 134.2520
9250.000000, 99.257, 148.6895
9380.000000, 98.731, 162.8462
9500.000000, 98.066, 176.0820
9620.000000, 97.314, -170.1914
9750.000000, 96.547, -154.3784
9880.000000, 96.071, -137.6162
10000.000000, 96.042, -122.6094
10150.000000, 96.330, -106.7363
10300.000000, 96.546, -94.2188
10440.000000, 96.537, -84.3115
10600.000000, 96.380, -74.2046
10750.000000, 96.162, -65.9238
10900.000000, 95.736, -58.6392
11060.000000, 94.932, -50.2720
11200.000000, 94.522, -41.3936
11380.000000, 95.419, -32.7227
11500.000000, 96.294, -31.9536
11720.000000, 96.674, -36.1230
11800.000000, 96.293, -33.4097
12060.000000, 93.308, 9.1880
12200.000000, 90.634, 45.5527
12410.000000, 85.724, 110.8037
12500.000000, 83.433, 141.8574
12650.000000, 79.806, -157.3125
12800.000000, 79.438, -17.2954
13150.000000, 86.946, 106.7041
13200.000000, 87.546, 118.0947
13400.000000, 88.794, 163.8687
13600.000000, 88.928, -147.3560
13800.000000, 88.496, -96.5068
14000.000000, 87.577, -44.3208
14300.000000, 85.666, 38.3296
14500.000000, 84.616, 96.1162
14750.000000, 84.553, 163.8271
15000.000000, 85.371, -148.2856
15250.000000, 85.065, -130.6479
15500.000000, 83.072, -151.2251
15750.000000, 79.806, -143.7085
16000.000000, 76.729, -89.3340
16250.000000, 76.208, -14.1367
16500.000000, 77.326, 60.1948
16750.000000, 78.801, 130.6289
17000.000000, 80.559, -165.4287
17250.000000, 81.576, -111.8667
17500.000000, 80.415, -64.0908
17750.000000, 76.553, -8.3770
18000.000000, 71.794, 95.2148
18250.000000, 72.790, -133.4263
18500.000000, 76.242, -63.0425
18750.000000, 78.586, -2.4712
19000.000000, 79.812, 54.7197
19250.000000, 79.970, 111.2178
19500.000000, 79.235, 169.7939
19750.000000, 77.962, -128.7349
20000.000000, 76.213, -64.2969
20300.000000, 73.782, 18.3096
20600.000000, 71.818, 101.3550
20900.000000, 69.608, 176.8066
21200.000000, 65.601, -110.8872
21400.000000, 61.679, -58.1353
21800.000000, 51.972, 64.7305
22000.000000, 47.270, 118.2651
22400.000000, 39.790, -153.6924
22700.000000, 34.700, -80.5908
23000.000000, 29.737, 8.9307
23300.000000, 24.470, 71.2568
23600.000000, 19.814, 116.1543
24000.000000, 17.685, -172.5000
