* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -23.7 dBFS, measurement signal peak level -13.2 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:27:07 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.9022 ms (-995 mm, -(3 ft 3.19 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,136.6 ppm
975.000000, 91.389, -156.5650
988.000000, 91.423, -145.1807
1000.000000, 91.450, -134.6644
1015.000000, 91.479, -121.4805
1030.000000, 91.502, -108.2420
1044.000000, 91.524, -95.8480
1060.000000, 91.549, -81.6758
1075.000000, 91.567, -68.3985
1090.000000, 91.587, -55.1094
1106.000000, 91.617, -40.9078
1120.000000, 91.647, -28.4872
1138.000000, 91.686, -12.5220
1150.000000, 91.712, -1.8806
1172.000000, 91.739, 17.5310
1180.000000, 91.733, 24.5275
1206.000000, 91.628, 47.4338
1220.000000, 91.543, 60.2618
1241.000000, 91.481, 80.0603
1250.000000, 91.483, 88.5605
1265.000000, 91.507, 102.6086
1280.000000, 91.540, 116.5436
1315.000000, 91.614, 148.9500
1320.000000, 91.622, 153.5718
1340.000000, 91.642, 172.0475
1360.000000, 91.633, -169.4580
1380.000000, 91.617, -150.8997
1400.000000, 91.618, -132.3070
1430.000000, 91.625, -104.4285
1450.000000, 91.617, -85.8701
1475.000000, 91.589, -62.6263
1500.000000, 91.536, -39.2439
1525.000000, 91.464, -15.6768
1550.000000, 91.378, 8.0173
1575.000000, 91.281, 31.7606
1600.000000, 91.158, 55.5830
1625.000000, 90.998, 79.6060
1650.000000, 90.808, 103.9860
1675.000000, 90.586, 128.7627
1700.000000, 90.331, 154.0223
1725.000000, 90.045, -179.9885
1750.000000, 89.758, -152.8318
1775.000000, 89.572, -123.7955
1800.000000, 89.771, -92.4535
1825.000000, 90.738, -60.9476
1850.000000, 92.249, -34.7373
1875.000000, 93.371, -15.2252
1900.000000, 93.677, 2.6855
1925.000000, 93.454, 22.7722
1950.000000, 93.079, 45.6086
1975.000000, 92.800, 70.5100
2000.000000, 92.715, 96.3999
2030.000000, 92.816, 127.4274
2060.000000, 93.007, 158.0006
2090.000000, 93.219, -171.6533
2120.000000, 93.449, -141.4083
2140.000000, 93.614, -121.3042
2180.000000, 93.968, -81.2710
2200.000000, 94.157, -61.3457
2240.000000, 94.562, -21.6477
2270.000000, 94.870, 7.9934
2300.000000, 95.174, 37.4822
2330.000000, 95.473, 66.7963
2360.000000, 95.763, 95.9585
2400.000000, 96.126, 134.6455
2430.000000, 96.378, 163.5674
2470.000000, 96.692, -157.9253
2500.000000, 96.909, -129.1128
2540.000000, 97.168, -90.8223
2580.000000, 97.388, -52.6201
2620.000000, 97.564, -14.4407
2650.000000, 97.668, 14.2246
2690.000000, 97.773, 52.5562
2720.000000, 97.829, 81.3945
2760.000000, 97.872, 119.9941
2800.000000, 97.888, 158.8477
2850.000000, 97.903, -152.1797
2900.000000, 97.946, -102.9243
2950.000000, 98.025, -53.6450
3000.000000, 98.118, -4.6499
3040.000000, 98.163, 34.2346
3070.000000, 98.166, 63.3538
3110.000000, 98.148, 102.3330
3150.000000, 98.129, 141.4036
3200.000000, 98.090, -170.0088
3250.000000, 97.973, -121.8098
3300.000000, 97.733, -73.7295
3350.000000, 97.376, -25.3369
3400.000000, 96.943, 23.3167
3450.000000, 96.400, 71.9019
3500.000000, 95.661, 120.7930
3550.000000, 94.677, 171.0498
3600.000000, 93.499, -136.1404
3650.000000, 92.285, -79.8545
3700.000000, 91.370, -18.3201
3750.000000, 91.535, 46.8674
3820.000000, 93.104, 126.9062
3870.000000, 93.894, 176.6233
3950.000000, 94.005, -105.7302
4000.000000, 93.583, -55.2092
4060.000000, 92.985, 8.3315
4120.000000, 92.529, 73.7891
4180.000000, 92.239, 139.8882
4250.000000, 92.169, -145.3296
4310.000000, 92.228, -91.9370
4370.000000, 92.260, -52.9175
4440.000000, 92.511, -15.5625
4500.000000, 92.860, 15.5400
4550.000000, 93.157, 40.9390
4620.000000, 93.511, 75.3062
4680.000000, 93.724, 103.8408
4750.000000, 93.851, 136.2544
4820.000000, 93.830, 167.8633
4870.000000, 93.726, -169.7920
4940.000000, 93.474, -138.4214
5000.000000, 93.189, -111.3574
5080.000000, 92.807, -75.0298
5150.000000, 92.555, -43.3477
5220.000000, 92.342, -12.1265
5300.000000, 92.106, 22.9951
5380.000000, 91.878, 57.4131
5450.000000, 91.642, 86.8511
5520.000000, 91.294, 115.7266
5600.000000, 90.676, 148.4609
5700.000000, 89.580, -169.8003
5800.000000, 88.442, -126.2236
5900.000000, 87.576, -81.5103
6000.000000, 86.978, -36.5562
6080.000000, 86.646, -0.9277
6150.000000, 86.465, 29.8896
6220.000000, 86.405, 60.3979
6300.000000, 86.509, 94.7354
6400.000000, 86.878, 136.2588
6500.000000, 87.383, 175.6655
6600.000000, 87.882, -146.7656
6700.000000, 88.283, -110.6929
6800.000000, 88.562, -75.7949
6900.000000, 88.741, -41.7246
7000.000000, 88.834, -8.0879
7100.000000, 88.839, 24.8643
7200.000000, 88.794, 57.1636
7300.000000, 88.756, 89.4341
7400.000000, 88.760, 121.4912
7500.000000, 88.829, 153.0928
7620.000000, 89.062, -169.3911
7750.000000, 89.494, -130.3457
7880.000000, 89.864, -93.6030
8000.000000, 90.004, -61.1646
8120.000000, 89.922, -29.5693
8250.000000, 89.638, 4.2441
8380.000000, 89.267, 37.7178
8500.000000, 88.982, 68.4932
8620.000000, 88.818, 99.2354
8750.000000, 88.688, 131.3433
8850.000000, 88.540, 155.0635
9000.000000, 88.253, -170.0864
9120.000000, 88.032, -142.9404
9250.000000, 87.740, -114.3433
9380.000000, 87.222, -86.7051
9500.000000, 86.455, -62.1846
9620.000000, 85.425, -36.0400
9750.000000, 84.079, -5.7490
9880.000000, 82.859, 26.4380
10000.000000, 82.562, 57.3555
10150.000000, 83.643, 94.4385
10300.000000, 85.298, 126.8550
10440.000000, 86.704, 153.4390
10600.000000, 88.163, -179.2842
10750.000000, 89.571, -156.4751
10900.000000, 90.997, -136.5615
11060.000000, 92.206, -118.7275
11200.000000, 92.683, -105.5049
11380.000000, 92.438, -88.6934
11500.000000, 91.965, -76.8833
11720.000000, 91.065, -71.1348
11800.000000, 90.783, -68.5923
12060.000000, 89.777, 24.3574
12200.000000, 88.796, 73.6001
12410.000000, 86.553, 145.3613
12500.000000, 85.373, 177.7061
12650.000000, 83.443, -125.8242
12800.000000, 82.225, -67.2896
13150.000000, 83.260, 65.8506
13200.000000, 83.646, 83.9829
13400.000000, 85.207, 152.8477
13600.000000, 86.403, -143.2158
13800.000000, 87.186, -82.2056
14000.000000, 87.578, -23.4795
14300.000000, 87.262, 61.5059
14500.000000, 86.669, 116.9482
14750.000000, 86.159, -174.7505
15000.000000, 86.170, -111.8818
15250.000000, 86.326, -54.3896
15500.000000, 86.126, -3.7910
15750.000000, 85.194, 42.6133
16000.000000, 82.675, 90.2578
16250.000000, 79.058, 148.4424
16500.000000, 77.194, -147.0522
16750.000000, 76.946, -80.4565
17000.000000, 76.945, -15.0508
17250.000000, 77.202, 52.3945
17500.000000, 76.581, 114.2588
17750.000000, 73.656, -174.0781
18000.000000, 68.941, -88.4512
18250.000000, 67.301, 1.4248
18500.000000, 69.250, 82.9595
18750.000000, 70.739, 158.3086
19000.000000, 71.377, -127.9785
19250.000000, 71.498, -54.9375
19500.000000, 71.524, 18.9473
19750.000000, 71.731, 89.8760
20000.000000, 71.805, 163.1973
20300.000000, 71.138, -110.4854
20600.000000, 69.111, -22.1934
20900.000000, 65.379, 69.6963
21200.000000, 60.158, 171.0195
21400.000000, 56.125, -115.8574
21800.000000, 47.519, 2.0029
22000.000000, 43.220, 164.2930
22400.000000, 35.507, -156.2988
22700.000000, 30.635, 69.2109
23000.000000, 25.793, 130.4219
23300.000000, 21.172, -178.4512
23600.000000, 18.322, -119.5430
24000.000000, 17.400, -167.0859
