* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -32.0 dBFS, measurement signal peak level -10.3 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -30.4 dBFS using an acoustic timing reference
* Dated: Nov 7, 2024 12:16:08 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.1446 ms (-1.079 m, -(3 ft 6.5 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE L with no timing offset Clock adjustment: -1,343.3 ppm
5.700000, 87.312, 8.1010
5.800000, 87.607, 6.6715
5.900000, 87.896, 5.2815
6.000000, 88.179, 3.9266
6.080000, 88.401, 2.8683
6.150000, 88.593, 1.9620
6.220000, 88.782, 1.0745
6.300000, 88.994, 0.0816
6.400000, 89.255, -1.1299
6.500000, 89.510, -2.3078
6.600000, 89.762, -3.4507
6.700000, 90.010, -4.5594
6.800000, 90.255, -5.6376
6.900000, 90.496, -6.6886
7.000000, 90.735, -7.7133
7.100000, 90.972, -8.7117
7.200000, 91.207, -9.6894
7.300000, 91.440, -10.6534
7.400000, 91.672, -11.6051
7.500000, 91.902, -12.5440
7.620000, 92.176, -13.6624
7.750000, 92.469, -14.8742
7.880000, 92.758, -16.0847
8.000000, 93.021, -17.2029
8.120000, 93.278, -18.3272
8.250000, 93.550, -19.5502
8.380000, 93.814, -20.7707
8.500000, 94.050, -21.8936
8.620000, 94.279, -23.0120
8.750000, 94.519, -24.2056
8.850000, 94.697, -25.1061
9.000000, 94.954, -26.4292
9.120000, 95.153, -27.4532
9.250000, 95.363, -28.5203
9.380000, 95.566, -29.5461
9.500000, 95.752, -30.4534
9.620000, 95.936, -31.3203
9.750000, 96.133, -32.2188
9.880000, 96.322, -33.0826
10.000000, 96.489, -33.8513
10.150000, 96.689, -34.7825
10.300000, 96.885, -35.6996
10.440000, 97.068, -36.5482
10.600000, 97.280, -37.5250
10.750000, 97.483, -38.4599
10.900000, 97.689, -39.4151
11.060000, 97.908, -40.4646
11.200000, 98.097, -41.4077
11.380000, 98.337, -42.6489
11.500000, 98.493, -43.4924
11.720000, 98.774, -45.0587
11.800000, 98.875, -45.6314
12.060000, 99.198, -47.4947
12.200000, 99.370, -48.4924
12.410000, 99.626, -49.9801
12.500000, 99.734, -50.6144
12.650000, 99.914, -51.6681
12.800000, 100.094, -52.7223
13.150000, 100.511, -55.2058
13.200000, 100.571, -55.5661
13.400000, 100.811, -57.0259
13.600000, 101.050, -58.5210
13.800000, 101.286, -60.0545
14.000000, 101.516, -61.6244
14.300000, 101.848, -64.0363
14.500000, 102.058, -65.6708
14.750000, 102.310, -67.7289
15.000000, 102.551, -69.7925
15.250000, 102.787, -71.8541
15.500000, 103.016, -73.9144
15.750000, 103.237, -75.9791
16.000000, 103.451, -78.0576
16.250000, 103.656, -80.1585
16.500000, 103.851, -82.2862
16.750000, 104.033, -84.4400
17.000000, 104.203, -86.6111
17.250000, 104.358, -88.7862
17.500000, 104.497, -90.9484
17.750000, 104.619, -93.0800
18.000000, 104.727, -95.1671
18.250000, 104.822, -97.2002
18.500000, 104.906, -99.1768
18.750000, 104.984, -101.1003
19.000000, 105.055, -102.9783
19.250000, 105.121, -104.8205
19.500000, 105.181, -106.6346
19.750000, 105.233, -108.4246
20.000000, 105.276, -110.1895
20.299999, 105.314, -112.2653
20.600000, 105.337, -114.2802
20.900000, 105.346, -116.2181
21.200001, 105.344, -118.0683
21.400000, 105.337, -119.2520
21.799999, 105.315, -121.5083
22.000000, 105.301, -122.5875
22.400000, 105.266, -124.6627
22.700001, 105.234, -126.1509
23.000000, 105.195, -127.5769
23.299999, 105.150, -128.9328
23.600000, 105.100, -130.2120
24.000000, 105.032, -131.7989
24.299999, 104.981, -132.9121
24.700001, 104.915, -134.3212
25.000000, 104.864, -135.3359
25.400000, 104.789, -136.6324
25.799999, 104.704, -137.8361
26.200001, 104.610, -138.9026
26.500000, 104.537, -139.5933
26.900000, 104.443, -140.3675
27.200001, 104.379, -140.8503
27.600000, 104.303, -141.3857
28.000000, 104.238, -141.8070
28.500000, 104.177, -142.1635
29.000000, 104.155, -142.3486
29.500000, 104.193, -142.5044
30.000000, 104.289, -142.8877
30.400000, 104.388, -143.5075
30.700001, 104.458, -144.1792
31.100000, 104.531, -145.3067
31.500000, 104.565, -146.5965
32.000000, 104.548, -148.2383
32.500000, 104.480, -149.7226
33.000000, 104.382, -150.9405
33.500000, 104.279, -151.8793
34.000000, 104.188, -152.5864
34.500000, 104.120, -153.1354
35.000000, 104.075, -153.6018
35.500000, 104.053, -154.0452
36.000000, 104.048, -154.5072
36.500000, 104.059, -155.0243
37.000000, 104.079, -155.6381
37.500000, 104.101, -156.3813
38.200001, 104.108, -157.6210
38.700001, 104.085, -158.5669
39.500000, 103.999, -159.9905
40.000000, 103.926, -160.7665
40.599998, 103.825, -161.5751
41.200001, 103.714, -162.2467
41.799999, 103.597, -162.7581
42.500000, 103.466, -163.1340
43.099998, 103.372, -163.3038
43.700001, 103.298, -163.4081
44.400002, 103.232, -163.5263
45.000000, 103.184, -163.6332
45.500000, 103.148, -163.7093
46.200001, 103.109, -163.7918
46.799999, 103.086, -163.8721
47.500000, 103.069, -164.0249
48.200001, 103.053, -164.2555
48.700001, 103.038, -164.4559
49.400002, 103.011, -164.7624
50.000000, 102.983, -165.0394
50.799999, 102.939, -165.4381
51.500000, 102.888, -165.8044
52.200001, 102.822, -166.1314
53.000000, 102.734, -166.3832
53.799999, 102.645, -166.4805
54.500000, 102.571, -166.4408
55.200001, 102.506, -166.2896
56.000000, 102.449, -166.0176
57.000000, 102.405, -165.6197
58.000000, 102.379, -165.2210
59.000000, 102.360, -164.7905
60.000000, 102.360, -164.2183
60.799999, 102.394, -163.7261
61.500000, 102.447, -163.3889
62.200001, 102.510, -163.1602
63.000000, 102.591, -163.0017
64.000000, 102.704, -162.9830
65.000000, 102.816, -163.2016
66.000000, 102.916, -163.6019
67.000000, 102.997, -164.1248
68.000000, 103.059, -164.7208
69.000000, 103.101, -165.3388
70.000000, 103.126, -165.9265
71.000000, 103.143, -166.4610
72.000000, 103.154, -166.9598
73.000000, 103.158, -167.4099
74.000000, 103.160, -167.7919
75.000000, 103.163, -168.1227
76.199997, 103.171, -168.4848
77.500000, 103.178, -168.8574
78.800003, 103.181, -169.1923
80.000000, 103.178, -169.4469
81.199997, 103.175, -169.6160
82.500000, 103.184, -169.7013
83.800003, 103.216, -169.7950
85.000000, 103.263, -169.9720
86.199997, 103.320, -170.2671
87.500000, 103.384, -170.7322
88.500000, 103.428, -171.1885
90.000000, 103.474, -171.9949
91.199997, 103.488, -172.7029
92.500000, 103.477, -173.4809
93.800003, 103.440, -174.1864
95.000000, 103.391, -174.6911
96.199997, 103.344, -175.0222
97.500000, 103.311, -175.2210
98.800003, 103.306, -175.3368
100.000000, 103.329, -175.4572
101.500000, 103.390, -175.7664
103.000000, 103.475, -176.4234
104.400002, 103.551, -177.4487
106.000000, 103.602, -179.0624
107.500000, 103.597, 179.1596
109.000000, 103.534, 177.3104
110.599998, 103.409, 175.4016
112.000000, 103.257, 173.8466
113.800003, 103.011, 172.0473
115.000000, 102.823, 170.9937
117.199997, 102.450, 169.3850
118.000000, 102.309, 168.9023
120.599998, 101.845, 167.7311
122.000000, 101.596, 167.3339
124.099998, 101.221, 166.9660
125.000000, 101.060, 166.8768
126.500000, 100.794, 166.8010
128.000000, 100.532, 166.8095
131.500000, 99.948, 167.1631
132.000000, 99.868, 167.2497
134.000000, 99.554, 167.6703
136.000000, 99.251, 168.1898
138.000000, 98.958, 168.7828
140.000000, 98.674, 169.4413
143.000000, 98.266, 170.5215
145.000000, 98.003, 171.2915
147.500000, 97.685, 172.3072
150.000000, 97.375, 173.3738
152.500000, 97.073, 174.4927
155.000000, 96.780, 175.6352
157.500000, 96.494, 176.7801
160.000000, 96.211, 177.9327
162.500000, 95.928, 179.1219
165.000000, 95.649, -179.6586
167.500000, 95.373, -178.4486
170.000000, 95.096, -177.2360
172.500000, 94.818, -175.9906
175.000000, 94.538, -174.7240
177.500000, 94.253, -173.4530
180.000000, 93.961, -172.1612
182.500000, 93.668, -170.8380
185.000000, 93.368, -169.4505
187.500000, 93.062, -167.9726
190.000000, 92.753, -166.4138
192.500000, 92.450, -164.7820
195.000000, 92.158, -163.0904
197.500000, 91.871, -161.3892
200.000000, 91.585, -159.7131
203.000000, 91.235, -157.6944
206.000000, 90.878, -155.5367
209.000000, 90.516, -153.1790
212.000000, 90.163, -150.6763
214.000000, 89.940, -148.9650
218.000000, 89.519, -145.5392
220.000000, 89.315, -143.8579
224.000000, 88.902, -140.5351
227.000000, 88.586, -138.0109
230.000000, 88.265, -135.4256
233.000000, 87.943, -132.7759
236.000000, 87.621, -130.0682
240.000000, 87.191, -126.3142
243.000000, 86.875, -123.3282
247.000000, 86.475, -119.3193
250.000000, 86.179, -116.3655
254.000000, 85.781, -112.3810
258.000000, 85.379, -108.3089
262.000000, 84.967, -104.1474
265.000000, 84.649, -100.9435
269.000000, 84.215, -96.5042
272.000000, 83.879, -92.9754
276.000000, 83.422, -87.8822
280.000000, 82.992, -82.1758
285.000000, 82.586, -74.2729
290.000000, 82.389, -66.4622
295.000000, 82.284, -59.7125
300.000000, 82.116, -53.6574
304.000000, 81.947, -48.6378
307.000000, 81.830, -44.5902
311.000000, 81.734, -38.9493
315.000000, 81.732, -33.5388
320.000000, 81.779, -27.7590
325.000000, 81.752, -22.8098
330.000000, 81.612, -18.0105
335.000000, 81.400, -12.9945
340.000000, 81.146, -7.5846
345.000000, 80.867, -1.7559
350.000000, 80.585, 4.5501
355.000000, 80.344, 11.4033
360.000000, 80.197, 18.4799
365.000000, 80.121, 25.3530
370.000000, 80.061, 32.0125
375.000000, 80.007, 38.6464
382.000000, 79.968, 48.0386
387.000000, 79.977, 54.7916
395.000000, 80.064, 65.4330
400.000000, 80.150, 71.9287
406.000000, 80.291, 79.5569
412.000000, 80.465, 86.8814
418.000000, 80.645, 93.8348
425.000000, 80.821, 101.5859
431.000000, 80.946, 108.1832
437.000000, 81.069, 114.8271
444.000000, 81.224, 122.5375
450.000000, 81.369, 129.1096
455.000000, 81.499, 134.5359
462.000000, 81.694, 141.9456
468.000000, 81.856, 148.0885
475.000000, 82.026, 155.1355
482.000000, 82.180, 162.1407
487.000000, 82.287, 167.1184
494.000000, 82.435, 174.0742
500.000000, 82.557, -179.9799
508.000000, 82.718, -172.0852
515.000000, 82.858, -165.1942
522.000000, 82.995, -158.3165
530.000000, 83.150, -150.4732
538.000000, 83.309, -142.6413
545.000000, 83.449, -135.8427
552.000000, 83.588, -129.1081
560.000000, 83.747, -121.4492
570.000000, 83.943, -111.8962
580.000000, 84.135, -102.4158
590.000000, 84.325, -93.0271
600.000000, 84.508, -83.6907
608.000000, 84.651, -76.2355
615.000000, 84.775, -69.7147
622.000000, 84.899, -63.2143
630.000000, 85.041, -55.8460
640.000000, 85.212, -46.7245
650.000000, 85.373, -37.6317
660.000000, 85.529, -28.5541
670.000000, 85.682, -19.5419
680.000000, 85.829, -10.5962
690.000000, 85.970, -1.6867
700.000000, 86.109, 7.1831
710.000000, 86.247, 15.9997
720.000000, 86.377, 24.7539
730.000000, 86.497, 33.4218
740.000000, 86.603, 41.9894
750.000000, 86.692, 50.4903
762.000000, 86.774, 60.6559
775.000000, 86.834, 71.6294
788.000000, 86.860, 82.5790
800.000000, 86.851, 92.7224
812.000000, 86.812, 102.9415
825.000000, 86.744, 114.1348
838.000000, 86.658, 125.4371
850.000000, 86.559, 135.9502
862.000000, 86.437, 146.5847
875.000000, 86.283, 158.2708
885.000000, 86.153, 167.3824
900.000000, 85.948, -178.7443
912.000000, 85.779, -167.4783
925.000000, 85.592, -155.1158
938.000000, 85.403, -142.5941
950.000000, 85.226, -130.9076
962.000000, 85.044, -119.1224
975.000000, 84.842, -106.2512
988.000000, 84.636, -93.2331
1000.000000, 84.449, -81.0393
1015.000000, 84.223, -65.5624
1030.000000, 84.005, -49.9056
1044.000000, 83.809, -35.1723
1060.000000, 83.595, -18.1595
1075.000000, 83.407, -1.9924
1090.000000, 83.235, 14.3778
1106.000000, 83.075, 32.0761
1120.000000, 82.962, 47.8287
1138.000000, 82.878, 68.4072
1150.000000, 82.871, 82.2336
1172.000000, 82.955, 107.5136
1180.000000, 83.012, 116.6132
1206.000000, 83.254, 145.7103
1220.000000, 83.400, 161.1035
1241.000000, 83.618, -176.0303
1250.000000, 83.709, -166.2816
1265.000000, 83.859, -150.0664
1280.000000, 84.009, -133.8765
1315.000000, 84.362, -96.2612
1320.000000, 84.412, -90.9099
1340.000000, 84.600, -69.5503
1360.000000, 84.762, -48.1753
1380.000000, 84.923, -26.7164
1400.000000, 85.100, -5.2336
1430.000000, 85.376, 27.0801
1450.000000, 85.579, 48.6925
1475.000000, 85.860, 75.6418
1500.000000, 86.158, 102.4556
1525.000000, 86.462, 129.1432
1550.000000, 86.761, 155.7078
1575.000000, 87.046, -177.8188
1600.000000, 87.326, -151.3691
1625.000000, 87.617, -124.8623
1650.000000, 87.918, -98.3262
1675.000000, 88.220, -71.8965
1700.000000, 88.516, -45.6042
1725.000000, 88.802, -19.4237
1750.000000, 89.074, 6.6768
1775.000000, 89.334, 32.7625
1800.000000, 89.572, 58.9583
1825.000000, 89.794, 85.4133
1850.000000, 90.039, 112.2677
1875.000000, 90.377, 139.1646
1900.000000, 90.771, 165.3365
1925.000000, 91.115, -169.1179
1950.000000, 91.386, -143.6715
1975.000000, 91.608, -118.1105
2000.000000, 91.804, -92.4103
2030.000000, 92.024, -61.3721
2060.000000, 92.248, -30.1021
2090.000000, 92.490, 1.2394
2120.000000, 92.730, 32.4841
2140.000000, 92.881, 53.2976
2180.000000, 93.169, 94.9524
2200.000000, 93.305, 115.7834
2240.000000, 93.562, 157.4568
2270.000000, 93.748, -171.2419
2300.000000, 93.938, -139.8857
2330.000000, 94.131, -108.5247
2360.000000, 94.325, -77.2236
2400.000000, 94.573, -35.6362
2430.000000, 94.737, -4.4978
2470.000000, 94.928, 37.0244
2500.000000, 95.054, 68.1909
2540.000000, 95.194, 109.7178
2580.000000, 95.295, 151.2097
2620.000000, 95.357, -167.2468
2650.000000, 95.380, -136.0215
2690.000000, 95.381, -94.2964
2720.000000, 95.363, -62.9248
2760.000000, 95.317, -20.9277
2800.000000, 95.245, 21.2979
2850.000000, 95.126, 74.4312
2900.000000, 95.004, 127.9243
2950.000000, 94.897, -178.4321
3000.000000, 94.803, -124.8069
3040.000000, 94.726, -82.0359
3070.000000, 94.652, -50.0750
3110.000000, 94.522, -7.5510
3150.000000, 94.348, 34.9956
3200.000000, 94.063, 88.3110
3250.000000, 93.707, 141.8096
3300.000000, 93.286, -164.5391
3350.000000, 92.762, -110.8743
3400.000000, 92.060, -57.1382
3450.000000, 91.101, -2.2559
3500.000000, 89.986, 56.1094
3550.000000, 89.189, 118.7734
3600.000000, 89.060, -177.8806
3650.000000, 89.428, -116.8499
3700.000000, 89.960, -59.5896
3750.000000, 90.245, -5.7209
3820.000000, 89.970, 68.2468
3870.000000, 89.417, 122.0854
3950.000000, 88.197, -148.9824
4000.000000, 87.305, -91.9626
4060.000000, 86.141, -22.1621
4120.000000, 84.917, 49.5850
4180.000000, 83.717, 123.7041
4250.000000, 82.520, -146.5967
4310.000000, 81.854, -67.3013
4370.000000, 81.642, 12.8784
4440.000000, 81.961, 105.1279
4500.000000, 82.600, -179.1929
4550.000000, 83.279, -121.6357
4620.000000, 84.017, -58.3838
4680.000000, 84.426, -20.3350
4750.000000, 84.817, 17.3838
4820.000000, 84.999, 53.6152
4870.000000, 84.998, 79.1973
4940.000000, 84.909, 115.0229
5000.000000, 84.849, 145.5361
5080.000000, 84.810, -174.3359
5150.000000, 84.792, -139.8115
5220.000000, 84.782, -106.0747
5300.000000, 84.775, -68.6719
5380.000000, 84.630, -32.6860
5450.000000, 84.237, -1.8452
5520.000000, 83.592, 29.2803
5600.000000, 82.733, 65.6553
5700.000000, 81.736, 111.6934
5800.000000, 80.801, 157.5859
5900.000000, 79.849, -156.4717
6000.000000, 78.893, -110.3833
6080.000000, 78.215, -73.0312
6150.000000, 77.791, -40.0581
6220.000000, 77.561, -7.4146
6300.000000, 77.444, 28.5083
6400.000000, 77.320, 71.2539
6500.000000, 77.117, 112.5483
6600.000000, 76.789, 153.0713
6700.000000, 76.287, -167.0259
6800.000000, 75.621, -127.5825
6900.000000, 74.906, -88.1230
7000.000000, 74.236, -48.5156
7100.000000, 73.637, -9.0864
7200.000000, 73.086, 30.2295
7300.000000, 72.520, 69.3101
7400.000000, 71.915, 108.2627
7500.000000, 71.382, 148.0903
7620.000000, 71.143, -163.3604
7750.000000, 71.599, -111.7236
7880.000000, 72.556, -62.8896
8000.000000, 73.726, -20.3589
8120.000000, 75.089, 19.9658
8250.000000, 76.681, 60.9111
8380.000000, 78.372, 98.0674
8500.000000, 80.057, 129.1108
8620.000000, 81.715, 157.0566
8750.000000, 83.041, -177.8843
8850.000000, 83.455, -160.6602
9000.000000, 82.936, -133.8931
9120.000000, 81.791, -110.4644
9250.000000, 80.305, -84.2554
9380.000000, 78.936, -56.8750
9500.000000, 77.849, -30.8442
9620.000000, 76.857, -4.3252
9750.000000, 75.858, 24.7544
9880.000000, 75.035, 53.7031
10000.000000, 74.580, 80.3379
10150.000000, 74.502, 112.6274
10300.000000, 74.802, 143.4644
10440.000000, 75.159, 168.4487
10600.000000, 75.425, -164.5176
10750.000000, 75.544, -140.0659
10900.000000, 75.717, -117.1816
11060.000000, 76.005, -95.5068
11200.000000, 76.056, -78.0996
11380.000000, 75.322, -56.9199
11500.000000, 74.381, -42.0972
11720.000000, 72.730, -14.9697
11800.000000, 72.307, -4.6221
12060.000000, 70.919, 28.8994
12200.000000, 70.053, 47.3618
12410.000000, 70.452, 75.1279
12500.000000, 71.379, 94.2251
12650.000000, 72.734, 58.3740
12800.000000, 73.236, 98.7261
13150.000000, 71.147, -101.6006
13200.000000, 70.839, -81.6147
13400.000000, 71.207, -0.0137
13600.000000, 72.884, 77.5308
13800.000000, 73.877, 149.7100
14000.000000, 74.053, -139.6172
14300.000000, 73.795, -34.8701
14500.000000, 73.982, 34.2456
14750.000000, 74.951, 116.9561
15000.000000, 76.348, -168.3945
15250.000000, 76.831, -101.9160
15500.000000, 75.124, -44.1621
15750.000000, 70.830, 12.8428
16000.000000, 65.262, 56.1675
16250.000000, 61.675, 100.2188
16500.000000, 60.519, 165.1777
16750.000000, 61.012, -114.6455
17000.000000, 63.101, -35.0586
17250.000000, 64.919, 44.4121
17500.000000, 64.742, 119.9062
17750.000000, 62.328, -157.5488
18000.000000, 58.861, -68.3564
18250.000000, 57.615, 30.2041
18500.000000, 59.412, 125.2324
18750.000000, 61.636, -147.6104
19000.000000, 63.574, -66.2871
19250.000000, 64.660, 16.6494
19500.000000, 64.954, 94.4580
19750.000000, 64.751, -178.8730
20000.000000, 64.037, -108.2383
20300.000000, 62.035, -6.7520
20600.000000, 58.520, 104.3223
20900.000000, 54.269, -141.0488
21200.000000, 50.274, -34.9385
21400.000000, 47.153, 63.3604
21800.000000, 39.200, 153.2158
22000.000000, 35.212, -53.9463
22400.000000, 27.740, -10.0137
22700.000000, 23.354, -124.0234
23000.000000, 20.532, 3.1650
23300.000000, 18.432, -95.2959
23600.000000, 17.712, 79.2080
24000.000000, 17.506, 104.8574
