* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -10.9 dBFS, measurement signal peak level -11.0 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:18:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.7399 ms (-1.283 m, -(4 ft 2.5 in)) using IR start time relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,141.5 ppm
21.799999, 101.034, -114.5038
22.000000, 101.009, -116.3449
22.400000, 100.940, -119.8871
22.700001, 100.872, -122.4300
23.000000, 100.786, -124.8674
23.299999, 100.683, -127.1795
23.600000, 100.565, -129.3449
24.000000, 100.392, -131.9841
24.299999, 100.258, -133.7837
24.700001, 100.076, -135.9780
25.000000, 99.938, -137.4953
25.400000, 99.749, -139.3643
25.799999, 99.551, -141.0456
26.200001, 99.349, -142.5148
26.500000, 99.199, -143.4758
26.900000, 99.007, -144.5981
27.200001, 98.872, -145.3526
27.600000, 98.697, -146.2812
28.000000, 98.524, -147.1276
28.500000, 98.305, -148.0246
29.000000, 98.093, -148.7010
29.500000, 97.904, -149.2151
30.000000, 97.732, -149.6806
30.400000, 97.595, -150.0328
30.700001, 97.487, -150.2467
31.100000, 97.341, -150.3996
31.500000, 97.207, -150.3702
32.000000, 97.084, -150.1721
32.500000, 97.014, -150.0298
33.000000, 96.969, -150.1187
33.500000, 96.914, -150.4026
34.000000, 96.840, -150.7284
34.500000, 96.756, -150.9946
35.000000, 96.672, -151.1985
35.500000, 96.588, -151.3607
36.000000, 96.502, -151.4675
36.500000, 96.420, -151.5009
37.000000, 96.350, -151.4875
37.500000, 96.292, -151.4866
38.200001, 96.219, -151.5682
38.700001, 96.162, -151.6638
39.500000, 96.063, -151.7867
40.000000, 96.000, -151.8108
40.599998, 95.927, -151.7803
41.200001, 95.861, -151.6948
41.799999, 95.802, -151.5580
42.500000, 95.747, -151.3421
43.099998, 95.713, -151.1546
43.700001, 95.685, -151.0048
44.400002, 95.644, -150.8317
45.000000, 95.606, -150.6087
45.500000, 95.582, -150.3735
46.200001, 95.562, -150.0578
46.799999, 95.548, -149.8395
47.500000, 95.527, -149.5916
48.200001, 95.510, -149.3072
48.700001, 95.504, -149.1054
49.400002, 95.501, -148.8614
50.000000, 95.499, -148.6780
50.799999, 95.499, -148.4216
51.500000, 95.508, -148.1853
52.200001, 95.527, -147.9917
53.000000, 95.548, -147.8572
53.799999, 95.559, -147.7247
54.500000, 95.571, -147.5647
55.200001, 95.589, -147.4334
56.000000, 95.608, -147.3269
57.000000, 95.640, -147.2633
58.000000, 95.650, -147.5858
59.000000, 95.559, -147.7206
60.000000, 95.500, -147.1270
60.799999, 95.521, -146.7550
61.500000, 95.533, -146.6412
62.200001, 95.530, -146.5070
63.000000, 95.530, -146.2663
64.000000, 95.538, -145.9445
65.000000, 95.550, -145.5767
66.000000, 95.573, -145.2033
67.000000, 95.602, -144.8624
68.000000, 95.638, -144.5827
69.000000, 95.675, -144.4052
70.000000, 95.708, -144.3217
71.000000, 95.735, -144.3126
72.000000, 95.753, -144.3556
73.000000, 95.761, -144.4304
74.000000, 95.756, -144.5071
75.000000, 95.738, -144.5314
76.199997, 95.710, -144.4545
77.500000, 95.684, -144.2759
78.800003, 95.663, -144.0618
80.000000, 95.650, -143.8266
81.199997, 95.646, -143.5966
82.500000, 95.645, -143.3732
83.800003, 95.646, -143.1524
85.000000, 95.651, -142.9615
86.199997, 95.659, -142.8176
87.500000, 95.663, -142.7060
88.500000, 95.664, -142.6352
90.000000, 95.668, -142.5376
91.199997, 95.681, -142.5436
92.500000, 95.691, -142.6886
93.800003, 95.694, -142.9510
95.000000, 95.683, -143.2861
96.199997, 95.658, -143.6915
97.500000, 95.608, -144.2036
98.800003, 95.531, -144.7955
100.000000, 95.425, -145.4147
101.500000, 95.233, -146.1800
103.000000, 94.976, -146.7700
104.400002, 94.682, -147.0040
106.000000, 94.299, -146.6002
107.500000, 93.944, -145.4862
109.000000, 93.637, -143.8891
110.599998, 93.382, -142.0108
112.000000, 93.219, -140.4541
113.800003, 93.064, -138.6205
115.000000, 92.979, -137.3990
117.199997, 92.842, -134.7674
118.000000, 92.812, -133.6993
120.599998, 92.702, -131.3481
122.000000, 92.548, -130.2138
124.099998, 92.336, -128.2108
125.000000, 92.267, -127.3135
126.500000, 92.177, -125.7526
128.000000, 92.112, -124.1102
131.500000, 91.993, -120.0836
132.000000, 91.978, -119.5146
134.000000, 91.932, -117.2782
136.000000, 91.909, -115.0659
138.000000, 91.908, -112.8484
140.000000, 91.915, -110.6837
143.000000, 91.939, -107.4460
145.000000, 91.981, -105.3438
147.500000, 92.055, -102.8512
150.000000, 92.135, -100.4986
152.500000, 92.218, -98.3218
155.000000, 92.305, -96.2742
157.500000, 92.392, -94.2347
160.000000, 92.471, -92.1358
162.500000, 92.558, -90.1375
165.000000, 92.640, -88.5668
167.500000, 92.705, -87.0649
170.000000, 92.772, -85.4980
172.500000, 92.838, -83.9269
175.000000, 92.891, -82.4702
177.500000, 92.919, -81.0166
180.000000, 92.938, -79.4999
182.500000, 92.960, -78.0367
185.000000, 92.979, -76.6677
187.500000, 92.990, -75.3071
190.000000, 92.991, -73.9209
192.500000, 92.983, -72.5327
195.000000, 92.970, -71.1427
197.500000, 92.952, -69.7577
200.000000, 92.926, -68.3698
203.000000, 92.883, -66.6762
206.000000, 92.833, -64.9410
209.000000, 92.771, -63.1649
212.000000, 92.699, -61.3091
214.000000, 92.649, -60.0206
218.000000, 92.554, -57.3122
220.000000, 92.511, -55.9288
224.000000, 92.433, -53.1981
227.000000, 92.375, -51.1898
230.000000, 92.307, -49.2290
233.000000, 92.231, -47.2486
236.000000, 92.155, -45.1502
240.000000, 92.038, -42.2696
243.000000, 91.933, -40.1146
247.000000, 91.812, -37.0656
250.000000, 91.743, -34.6977
254.000000, 91.661, -31.5882
258.000000, 91.575, -28.5715
262.000000, 91.482, -25.5989
265.000000, 91.411, -23.3686
269.000000, 91.308, -20.3822
272.000000, 91.226, -18.1350
276.000000, 91.111, -15.1022
280.000000, 90.986, -12.0663
285.000000, 90.819, -8.2501
290.000000, 90.634, -4.3537
295.000000, 90.423, -0.3232
300.000000, 90.179, 3.8328
304.000000, 89.959, 7.2773
307.000000, 89.782, 10.0685
311.000000, 89.542, 14.1990
315.000000, 89.330, 18.8676
320.000000, 89.181, 25.2568
325.000000, 89.198, 31.4384
330.000000, 89.287, 36.6320
335.000000, 89.322, 41.0171
340.000000, 89.266, 45.3029
345.000000, 89.153, 49.9471
350.000000, 89.043, 54.9702
355.000000, 88.968, 60.1254
360.000000, 88.918, 65.2866
365.000000, 88.903, 70.5293
370.000000, 88.922, 75.5701
375.000000, 88.934, 80.2633
382.000000, 88.892, 86.6603
387.000000, 88.831, 91.3500
395.000000, 88.724, 99.1480
400.000000, 88.666, 104.1498
406.000000, 88.615, 110.1949
412.000000, 88.574, 116.2689
418.000000, 88.536, 122.3070
425.000000, 88.503, 129.3212
431.000000, 88.474, 135.3353
437.000000, 88.442, 141.3597
444.000000, 88.400, 148.4773
450.000000, 88.369, 154.7120
455.000000, 88.359, 159.9774
462.000000, 88.375, 167.3710
468.000000, 88.411, 173.5952
475.000000, 88.457, -179.3489
482.000000, 88.488, -172.4155
487.000000, 88.501, -167.4741
494.000000, 88.515, -160.5189
500.000000, 88.526, -154.5237
508.000000, 88.543, -146.4664
515.000000, 88.561, -139.3754
522.000000, 88.585, -132.2643
530.000000, 88.617, -124.1288
538.000000, 88.652, -115.9991
545.000000, 88.684, -108.9112
552.000000, 88.717, -101.8059
560.000000, 88.759, -93.6367
570.000000, 88.817, -83.3519
580.000000, 88.896, -72.9771
590.000000, 89.011, -62.6937
600.000000, 89.131, -52.6986
608.000000, 89.207, -44.7766
615.000000, 89.264, -37.8225
622.000000, 89.319, -30.8363
630.000000, 89.383, -22.8199
640.000000, 89.461, -12.7827
650.000000, 89.540, -2.7072
660.000000, 89.629, 7.4067
670.000000, 89.732, 17.4659
680.000000, 89.837, 27.4251
690.000000, 89.937, 37.3459
700.000000, 90.028, 47.2752
710.000000, 90.112, 57.2303
720.000000, 90.198, 67.2299
730.000000, 90.285, 77.2417
740.000000, 90.371, 87.2437
750.000000, 90.458, 97.2268
762.000000, 90.563, 109.2006
775.000000, 90.674, 122.1888
788.000000, 90.784, 135.1824
800.000000, 90.884, 147.2163
812.000000, 90.989, 159.2542
825.000000, 91.107, 172.2704
838.000000, 91.225, -174.7505
850.000000, 91.331, -162.8110
862.000000, 91.425, -150.8980
875.000000, 91.516, -137.9819
885.000000, 91.584, -127.9951
900.000000, 91.686, -112.9347
912.000000, 91.765, -100.8454
925.000000, 91.850, -87.7188
938.000000, 91.937, -74.5600
950.000000, 92.020, -62.3951
962.000000, 92.105, -50.2308
975.000000, 92.197, -37.0744
988.000000, 92.283, -23.9228
1000.000000, 92.358, -11.7666
1015.000000, 92.451, 3.4443
1030.000000, 92.544, 18.6954
1044.000000, 92.635, 32.9666
1060.000000, 92.744, 49.2889
1075.000000, 92.848, 64.6071
1090.000000, 92.958, 79.9348
1106.000000, 93.085, 96.2883
1120.000000, 93.201, 110.5366
1138.000000, 93.350, 128.7781
1150.000000, 93.449, 140.9077
1172.000000, 93.620, 162.9297
1180.000000, 93.666, 170.8533
1206.000000, 93.707, -163.2241
1220.000000, 93.693, -148.6949
1241.000000, 93.736, -126.2075
1250.000000, 93.789, -116.5330
1265.000000, 93.905, -100.5463
1280.000000, 94.037, -84.7117
1315.000000, 94.336, -48.0530
1320.000000, 94.376, -42.8416
1340.000000, 94.522, -22.0132
1360.000000, 94.641, -1.1606
1380.000000, 94.752, 19.7301
1400.000000, 94.877, 40.6501
1430.000000, 95.068, 72.0349
1450.000000, 95.185, 92.9159
1475.000000, 95.315, 119.0383
1500.000000, 95.430, 145.2185
1525.000000, 95.518, 171.4491
1550.000000, 95.579, -162.2078
1575.000000, 95.629, -135.6725
1600.000000, 95.671, -108.9695
1625.000000, 95.700, -82.1989
1650.000000, 95.704, -55.3289
1675.000000, 95.673, -28.1964
1700.000000, 95.605, -0.6121
1725.000000, 95.503, 27.6274
1750.000000, 95.385, 56.9094
1775.000000, 95.332, 88.0413
1800.000000, 95.602, 122.0433
1825.000000, 96.593, 157.4458
1850.000000, 98.211, -172.2114
1875.000000, 99.648, -149.6898
1900.000000, 100.440, -130.3740
1925.000000, 100.661, -110.5847
1950.000000, 100.532, -88.4977
1975.000000, 100.325, -63.8228
2000.000000, 100.204, -37.7224
2030.000000, 100.172, -6.0645
2060.000000, 100.173, 25.5521
2090.000000, 100.168, 57.3875
2120.000000, 100.165, 89.5112
2140.000000, 100.166, 111.0947
2180.000000, 100.188, 154.6567
2200.000000, 100.210, 176.5229
2240.000000, 100.280, -139.6631
2270.000000, 100.354, -106.7527
2300.000000, 100.436, -73.8335
2330.000000, 100.524, -40.8965
2360.000000, 100.615, -7.9478
2400.000000, 100.736, 35.9929
2430.000000, 100.825, 68.9666
2470.000000, 100.939, 112.9961
2500.000000, 101.021, 146.0908
2540.000000, 101.119, -169.7776
2580.000000, 101.198, -125.6812
2620.000000, 101.258, -81.5686
2650.000000, 101.287, -48.4609
2690.000000, 101.309, -4.1284
2720.000000, 101.324, 29.3452
2760.000000, 101.345, 74.1777
2800.000000, 101.362, 119.2024
2850.000000, 101.390, 175.9600
2900.000000, 101.460, -126.9890
2950.000000, 101.589, -70.0103
3000.000000, 101.745, -13.5125
3040.000000, 101.847, 31.3257
3070.000000, 101.902, 64.9968
3110.000000, 101.966, 110.1062
3150.000000, 102.038, 155.1914
3200.000000, 102.111, -148.9290
3250.000000, 102.110, -93.5149
3300.000000, 102.004, -38.1782
3350.000000, 101.825, 17.6975
3400.000000, 101.612, 73.7905
3450.000000, 101.307, 129.4070
3500.000000, 100.809, -175.0532
3550.000000, 100.065, -118.4026
3600.000000, 99.141, -59.0547
3650.000000, 98.215, 3.9062
3700.000000, 97.618, 74.0420
3750.000000, 98.107, 151.7522
3820.000000, 100.054, -118.8550
3870.000000, 101.069, -65.4172
3950.000000, 101.520, 18.9238
4000.000000, 101.334, 74.8843
4060.000000, 101.036, 146.0620
4120.000000, 100.852, -140.9219
4180.000000, 100.785, -67.2764
4250.000000, 100.862, 19.8486
4310.000000, 101.103, 95.1074
4370.000000, 101.514, 170.1802
4440.000000, 102.218, -106.1943
4500.000000, 102.809, -48.7686
4550.000000, 103.170, -11.7744
4620.000000, 103.707, 32.9717
4680.000000, 104.136, 69.0576
4750.000000, 104.516, 109.8735
4820.000000, 104.755, 150.0830
4870.000000, 104.848, 178.7378
4940.000000, 104.895, -141.0454
5000.000000, 104.895, -106.3218
5080.000000, 104.933, -59.6338
5150.000000, 105.069, -19.2041
5220.000000, 105.246, 20.1909
5300.000000, 105.454, 64.2852
5380.000000, 105.659, 107.2061
5450.000000, 105.776, 143.4785
5520.000000, 105.746, 178.6064
5600.000000, 105.434, -141.9014
5700.000000, 104.630, -91.4175
5800.000000, 103.690, -38.2129
5900.000000, 102.946, 16.6367
6000.000000, 102.427, 71.5083
6080.000000, 102.124, 115.0874
6150.000000, 101.928, 152.9883
6220.000000, 101.807, -169.3105
6300.000000, 101.791, -126.5708
6400.000000, 101.952, -74.3579
6500.000000, 102.213, -24.1826
6600.000000, 102.436, 24.0581
6700.000000, 102.538, 70.9038
6800.000000, 102.517, 116.8320
6900.000000, 102.397, 162.1748
7000.000000, 102.212, -152.6357
7100.000000, 101.979, -107.4326
7200.000000, 101.727, -62.2168
7300.000000, 101.490, -16.9961
7400.000000, 101.304, 28.1919
7500.000000, 101.209, 73.2456
7620.000000, 101.267, 126.5239
7750.000000, 101.528, -177.6689
7880.000000, 101.758, -124.3955
8000.000000, 101.786, -77.1758
8120.000000, 101.585, -30.9126
8250.000000, 101.163, 19.1333
8380.000000, 100.661, 69.5854
8500.000000, 100.263, 116.4048
8620.000000, 100.009, 162.7847
8750.000000, 99.827, -148.3208
8850.000000, 99.665, -111.6636
9000.000000, 99.383, -57.8374
9120.000000, 99.176, -15.8135
9250.000000, 98.905, 28.3540
9380.000000, 98.409, 71.2646
9500.000000, 97.646, 110.5435
9620.000000, 96.577, 150.5400
9750.000000, 95.132, -163.8213
9880.000000, 93.752, -114.3320
10000.000000, 93.249, -66.0181
10150.000000, 94.030, -7.7710
10300.000000, 95.379, 44.3262
10440.000000, 96.503, 88.8906
10600.000000, 97.654, 136.8530
10750.000000, 98.795, 178.7192
10900.000000, 99.985, -142.9297
11060.000000, 100.956, -106.4131
11200.000000, 101.190, -77.3330
11380.000000, 100.531, -40.2158
11500.000000, 99.726, -14.3970
11720.000000, 98.207, 34.5273
11800.000000, 97.703, 52.3359
12060.000000, 95.886, 108.9712
12200.000000, 94.527, 139.7666
12410.000000, 91.797, -161.2144
12500.000000, 90.469, -126.2129
12650.000000, 88.364, -56.5664
12800.000000, 86.985, 20.5840
13150.000000, 87.549, -164.9463
13200.000000, 87.866, -141.8193
13400.000000, 89.199, -54.0547
13600.000000, 90.243, 28.0488
13800.000000, 90.924, 106.6562
14000.000000, 91.252, -177.3896
14300.000000, 90.963, -66.1602
14500.000000, 90.505, 7.3184
14750.000000, 90.219, 96.7754
15000.000000, 90.347, -178.7695
15250.000000, 90.442, -101.2910
15500.000000, 90.096, -30.0449
15750.000000, 89.031, 37.3184
16000.000000, 86.454, 107.0283
16250.000000, 82.895, -171.8691
16500.000000, 81.162, -83.1279
16750.000000, 81.013, 4.6426
17000.000000, 81.093, 91.2246
17250.000000, 81.375, 175.4307
17500.000000, 80.722, -103.9824
17750.000000, 77.766, -18.5254
18000.000000, 73.068, 88.6562
18250.000000, 71.490, -150.3223
18500.000000, 73.427, -45.4727
18750.000000, 74.916, 49.3174
19000.000000, 75.597, 141.2070
19250.000000, 75.800, -126.9590
19500.000000, 75.920, -34.6484
19750.000000, 76.198, 57.1748
20000.000000, 76.321, 147.2607
20300.000000, 75.750, -107.5957
20600.000000, 73.947, -4.1348
20900.000000, 70.526, 100.8955
21200.000000, 65.407, -149.2646
21400.000000, 61.082, -70.9199
21800.000000, 50.809, 102.6777
22000.000000, 45.460, -166.7998
22400.000000, 36.230, -6.9219
22700.000000, 31.528, 111.6514
23000.000000, 27.990, -123.9639
23300.000000, 23.727, -127.1846
23600.000000, 19.551, 21.8711
24000.000000, 17.455, -135.0195
