* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -23.8 dBFS, measurement signal peak level -13.0 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:05:19 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.5883 ms (-1.231 m, -(4 ft 0.5 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,464.2 ppm
16.500000, 89.293, -51.2531
16.750000, 89.485, -51.7201
17.000000, 89.679, -52.2090
17.250000, 89.872, -52.7267
17.500000, 90.061, -53.2698
17.750000, 90.242, -53.8226
18.000000, 90.416, -54.3670
18.250000, 90.584, -54.8889
18.500000, 90.749, -55.3852
18.750000, 90.915, -55.8666
19.000000, 91.082, -56.3504
19.250000, 91.249, -56.8546
19.500000, 91.412, -57.3835
19.750000, 91.568, -57.9263
20.000000, 91.713, -58.4571
20.299999, 91.877, -59.0351
20.600000, 92.038, -59.5194
20.900000, 92.209, -59.9235
21.200001, 92.396, -60.3141
21.400000, 92.531, -60.6140
21.799999, 92.809, -61.4037
22.000000, 92.943, -61.9046
22.400000, 93.176, -63.0379
22.700001, 93.315, -63.8697
23.000000, 93.431, -64.5558
23.299999, 93.542, -65.0300
23.600000, 93.670, -65.3098
24.000000, 93.897, -65.5657
24.299999, 94.107, -65.8519
24.700001, 94.411, -66.5503
25.000000, 94.630, -67.3276
25.400000, 94.881, -68.5786
25.799999, 95.076, -69.8642
26.200001, 95.228, -70.9943
26.500000, 95.328, -71.6869
26.900000, 95.459, -72.4130
27.200001, 95.564, -72.8467
27.600000, 95.715, -73.3445
28.000000, 95.878, -73.8178
28.500000, 96.090, -74.4513
29.000000, 96.298, -75.1594
29.500000, 96.495, -75.9115
30.000000, 96.682, -76.6772
30.400000, 96.830, -77.3201
30.700001, 96.938, -77.8438
31.100000, 97.073, -78.6100
31.500000, 97.189, -79.4253
32.000000, 97.303, -80.3945
32.500000, 97.393, -81.1574
33.000000, 97.488, -81.6362
33.500000, 97.615, -81.8632
34.000000, 97.794, -81.9400
34.500000, 98.040, -82.0287
35.000000, 98.347, -82.3536
35.500000, 98.688, -83.1130
36.000000, 99.017, -84.3437
36.500000, 99.295, -85.8860
37.000000, 99.513, -87.5003
37.500000, 99.686, -89.0097
38.200001, 99.890, -90.8790
38.700001, 100.019, -92.0991
39.500000, 100.193, -93.9195
40.000000, 100.282, -94.9467
40.599998, 100.376, -96.0265
41.200001, 100.471, -96.9527
41.799999, 100.582, -97.8090
42.500000, 100.730, -98.8690
43.099998, 100.861, -99.8974
43.700001, 100.981, -101.0144
44.400002, 101.099, -102.3355
45.000000, 101.188, -103.3964
45.500000, 101.259, -104.2009
46.200001, 101.370, -105.2382
46.799999, 101.479, -106.1212
47.500000, 101.614, -107.2326
48.200001, 101.744, -108.4619
48.700001, 101.824, -109.3880
49.400002, 101.919, -110.6779
50.000000, 101.992, -111.7428
50.799999, 102.089, -113.1811
51.500000, 102.159, -114.5105
52.200001, 102.206, -115.8078
53.000000, 102.250, -117.1505
53.799999, 102.296, -118.4230
54.500000, 102.331, -119.4898
55.200001, 102.367, -120.4629
56.000000, 102.423, -121.5504
57.000000, 102.490, -123.0143
58.000000, 102.537, -124.4694
59.000000, 102.570, -125.9216
60.000000, 102.579, -127.2685
60.799999, 102.594, -128.1924
61.500000, 102.626, -129.0251
62.200001, 102.662, -129.9622
63.000000, 102.696, -131.1122
64.000000, 102.734, -132.6366
65.000000, 102.752, -134.3502
66.000000, 102.723, -136.1508
67.000000, 102.646, -137.8447
68.000000, 102.541, -139.3122
69.000000, 102.433, -140.6361
70.000000, 102.312, -141.9067
71.000000, 102.179, -143.0024
72.000000, 102.058, -143.9800
73.000000, 101.941, -144.9057
74.000000, 101.831, -145.7525
75.000000, 101.732, -146.6013
76.199997, 101.608, -147.6970
77.500000, 101.445, -148.9427
78.800003, 101.244, -150.0665
80.000000, 101.045, -150.9041
81.199997, 100.849, -151.5611
82.500000, 100.645, -152.0418
83.800003, 100.465, -152.2878
85.000000, 100.326, -152.4413
86.199997, 100.199, -152.6721
87.500000, 100.054, -153.0041
88.500000, 99.937, -153.2752
90.000000, 99.772, -153.5983
91.199997, 99.678, -153.9574
92.500000, 99.570, -154.6154
93.800003, 99.431, -155.2933
95.000000, 99.284, -155.8815
96.199997, 99.121, -156.5741
97.500000, 98.896, -157.5163
98.800003, 98.605, -158.5280
100.000000, 98.275, -159.3722
101.500000, 97.807, -160.1116
103.000000, 97.292, -160.6593
104.400002, 96.723, -160.8459
106.000000, 95.975, -160.0551
107.500000, 95.231, -158.0249
109.000000, 94.506, -154.6635
110.599998, 93.815, -149.7942
112.000000, 93.336, -144.6765
113.800003, 93.014, -137.5622
115.000000, 93.020, -133.1272
117.199997, 93.379, -126.6355
118.000000, 93.557, -124.9114
120.599998, 93.945, -119.7029
122.000000, 94.185, -116.4195
124.099998, 94.579, -112.7536
125.000000, 94.738, -111.5751
126.500000, 94.990, -110.0306
128.000000, 95.210, -108.7742
131.500000, 95.719, -105.9970
132.000000, 95.784, -105.7380
134.000000, 96.009, -104.8450
136.000000, 96.236, -104.1686
138.000000, 96.454, -103.5727
140.000000, 96.662, -102.8262
143.000000, 96.890, -101.9239
145.000000, 96.991, -101.6056
147.500000, 97.125, -101.4610
150.000000, 97.230, -101.2765
152.500000, 97.256, -101.0227
155.000000, 97.212, -100.8655
157.500000, 97.233, -100.4883
160.000000, 97.341, -99.6747
162.500000, 97.393, -99.2025
165.000000, 97.192, -99.1606
167.500000, 96.980, -98.8257
170.000000, 96.852, -98.5611
172.500000, 96.716, -97.9687
175.000000, 96.543, -97.1714
177.500000, 96.320, -96.1940
180.000000, 96.117, -94.8696
182.500000, 95.943, -93.8930
185.000000, 95.752, -92.9987
187.500000, 95.568, -91.8955
190.000000, 95.370, -90.6448
192.500000, 95.158, -89.2198
195.000000, 94.957, -87.6343
197.500000, 94.766, -85.8323
200.000000, 94.574, -83.9663
203.000000, 94.335, -81.7672
206.000000, 94.110, -79.5986
209.000000, 93.885, -77.3811
212.000000, 93.652, -75.0155
214.000000, 93.498, -73.3749
218.000000, 93.193, -69.9630
220.000000, 93.044, -68.1591
224.000000, 92.757, -64.4972
227.000000, 92.556, -61.7562
230.000000, 92.361, -59.0178
233.000000, 92.163, -56.3645
236.000000, 91.981, -53.8041
240.000000, 91.718, -50.2000
243.000000, 91.488, -46.8375
247.000000, 91.221, -42.2939
250.000000, 91.058, -39.0074
254.000000, 90.862, -34.7464
258.000000, 90.663, -30.5999
262.000000, 90.447, -26.4697
265.000000, 90.292, -23.2577
269.000000, 90.093, -18.9224
272.000000, 89.923, -15.7082
276.000000, 89.707, -11.2511
280.000000, 89.512, -6.6648
285.000000, 89.267, -0.7900
290.000000, 89.033, 5.1957
295.000000, 88.803, 11.3935
300.000000, 88.577, 17.8732
304.000000, 88.407, 23.3908
307.000000, 88.302, 27.7269
311.000000, 88.213, 33.8087
315.000000, 88.220, 40.2011
320.000000, 88.411, 47.9140
325.000000, 88.734, 54.2609
330.000000, 89.012, 59.1253
335.000000, 89.141, 63.4856
340.000000, 89.146, 68.0890
345.000000, 89.110, 73.0555
350.000000, 89.078, 78.2870
355.000000, 89.053, 83.5691
360.000000, 89.032, 88.9047
365.000000, 89.025, 94.4766
370.000000, 89.048, 100.0392
375.000000, 89.089, 105.2680
382.000000, 89.101, 112.3036
387.000000, 89.074, 117.4334
395.000000, 89.023, 125.9378
400.000000, 89.001, 131.3468
406.000000, 88.982, 137.8554
412.000000, 88.969, 144.3519
418.000000, 88.958, 150.8292
425.000000, 88.948, 158.4188
431.000000, 88.940, 164.9336
437.000000, 88.934, 171.4930
444.000000, 88.930, 179.2170
450.000000, 88.928, -174.1497
455.000000, 88.935, -168.5927
462.000000, 88.960, -160.7980
468.000000, 88.999, -154.1535
475.000000, 89.050, -146.5308
482.000000, 89.084, -139.0557
487.000000, 89.103, -133.7000
494.000000, 89.125, -126.1232
500.000000, 89.142, -119.6031
508.000000, 89.169, -110.8725
515.000000, 89.198, -103.1840
522.000000, 89.232, -95.4971
530.000000, 89.278, -86.7074
538.000000, 89.325, -77.8814
545.000000, 89.367, -70.1693
552.000000, 89.416, -62.4823
560.000000, 89.474, -53.7126
570.000000, 89.545, -42.7023
580.000000, 89.631, -31.6039
590.000000, 89.746, -20.5597
600.000000, 89.867, -9.7423
608.000000, 89.953, -1.1733
615.000000, 90.019, 6.2966
622.000000, 90.079, 13.7595
630.000000, 90.137, 22.3069
640.000000, 90.206, 33.0463
650.000000, 90.275, 43.8082
660.000000, 90.346, 54.5663
670.000000, 90.416, 65.3336
680.000000, 90.479, 76.0354
690.000000, 90.533, 86.7377
700.000000, 90.584, 97.5189
710.000000, 90.634, 108.3331
720.000000, 90.682, 119.1665
730.000000, 90.730, 130.0327
740.000000, 90.778, 140.9368
750.000000, 90.827, 151.8815
762.000000, 90.883, 165.0292
775.000000, 90.942, 179.3075
788.000000, 91.006, -166.4106
800.000000, 91.070, -153.2556
812.000000, 91.135, -140.0618
825.000000, 91.204, -125.7304
838.000000, 91.276, -111.4048
850.000000, 91.345, -98.1861
862.000000, 91.413, -84.9463
875.000000, 91.486, -70.5883
885.000000, 91.543, -59.5396
900.000000, 91.632, -42.9946
912.000000, 91.698, -29.7905
925.000000, 91.767, -15.4792
938.000000, 91.834, -1.1669
950.000000, 91.892, 12.0488
962.000000, 91.946, 25.2499
975.000000, 91.999, 39.5213
988.000000, 92.045, 53.7844
1000.000000, 92.082, 66.9493
1015.000000, 92.118, 83.3879
1030.000000, 92.143, 99.8325
1044.000000, 92.161, 115.2213
1060.000000, 92.173, 132.8721
1075.000000, 92.175, 149.4774
1090.000000, 92.178, 166.1375
1106.000000, 92.184, -176.0364
1120.000000, 92.189, -160.4124
1138.000000, 92.195, -140.2947
1150.000000, 92.198, -126.8647
1172.000000, 92.195, -102.3391
1180.000000, 92.184, -93.4800
1206.000000, 92.063, -64.6721
1220.000000, 91.944, -48.8069
1241.000000, 91.778, -24.2894
1250.000000, 91.732, -13.6338
1265.000000, 91.687, 4.1321
1280.000000, 91.663, 21.8383
1315.000000, 91.621, 63.0084
1320.000000, 91.614, 68.8894
1340.000000, 91.577, 92.4360
1360.000000, 91.519, 116.0510
1380.000000, 91.457, 139.7444
1400.000000, 91.409, 163.4985
1430.000000, 91.349, -160.8459
1450.000000, 91.306, -137.0704
1475.000000, 91.236, -107.3259
1500.000000, 91.147, -77.5004
1525.000000, 91.036, -47.5518
1550.000000, 90.908, -17.4133
1575.000000, 90.767, 12.9301
1600.000000, 90.606, 43.4575
1625.000000, 90.427, 74.2284
1650.000000, 90.225, 105.2489
1675.000000, 89.985, 136.5515
1700.000000, 89.703, 168.3153
1725.000000, 89.380, -159.1456
1750.000000, 89.041, -125.3689
1775.000000, 88.788, -89.6362
1800.000000, 88.918, -51.4521
1825.000000, 89.843, -12.8669
1850.000000, 91.366, 20.5659
1875.000000, 92.547, 47.1630
1900.000000, 92.910, 71.6948
1925.000000, 92.707, 98.1995
1950.000000, 92.328, 127.5491
1975.000000, 92.022, 159.0349
2000.000000, 91.890, -168.4514
2030.000000, 91.924, -129.2510
2060.000000, 92.065, -90.2617
2090.000000, 92.255, -51.4055
2120.000000, 92.491, -12.7302
2140.000000, 92.667, 12.9399
2180.000000, 93.051, 64.0740
2200.000000, 93.251, 89.5352
2240.000000, 93.659, 140.3088
2270.000000, 93.974, 178.2571
2300.000000, 94.286, -143.9888
2330.000000, 94.589, -106.4038
2360.000000, 94.879, -68.9587
2400.000000, 95.244, -19.2593
2430.000000, 95.502, 17.9253
2470.000000, 95.824, 67.4839
2500.000000, 96.043, 104.6384
2540.000000, 96.308, 154.1990
2580.000000, 96.535, -156.2405
2620.000000, 96.717, -106.7109
2650.000000, 96.827, -69.5249
2690.000000, 96.938, -19.8220
2720.000000, 97.001, 17.5662
2760.000000, 97.060, 67.5752
2800.000000, 97.106, 117.8872
2850.000000, 97.191, -178.7510
2900.000000, 97.322, -115.1589
2950.000000, 97.496, -51.5745
3000.000000, 97.672, 11.5911
3040.000000, 97.781, 61.7837
3070.000000, 97.836, 99.3770
3110.000000, 97.884, 149.5562
3150.000000, 97.919, -160.3269
3200.000000, 97.904, -98.0591
3250.000000, 97.759, -36.0215
3300.000000, 97.472, 26.4272
3350.000000, 97.115, 89.7705
3400.000000, 96.771, 153.6123
3450.000000, 96.408, -142.6648
3500.000000, 95.926, -79.0205
3550.000000, 95.252, -14.7510
3600.000000, 94.402, 51.0864
3650.000000, 93.473, 119.3032
3700.000000, 92.673, -169.1577
3750.000000, 92.418, -95.1387
3820.000000, 93.004, 4.2515
3870.000000, 93.397, 70.6538
3950.000000, 93.314, 174.8730
4000.000000, 92.930, -118.5986
4060.000000, 92.412, -36.5986
4120.000000, 91.993, 46.7852
4180.000000, 91.757, 129.5806
4250.000000, 91.694, -145.1299
4310.000000, 91.599, -91.3154
4370.000000, 91.752, -48.0527
4440.000000, 92.197, -0.3647
4500.000000, 92.673, 39.0947
4550.000000, 93.077, 70.9497
4620.000000, 93.575, 113.9775
4680.000000, 93.897, 149.6011
4750.000000, 94.120, -169.8877
4820.000000, 94.176, -130.1260
4870.000000, 94.120, -101.9756
4940.000000, 93.922, -62.6421
5000.000000, 93.684, -28.9512
5080.000000, 93.369, 15.9268
5150.000000, 93.175, 54.8931
5220.000000, 93.017, 93.2500
5300.000000, 92.832, 136.2725
5380.000000, 92.646, 178.4302
5450.000000, 92.441, -145.4307
5520.000000, 92.120, -109.9062
5600.000000, 91.530, -69.4697
5700.000000, 90.468, -18.2002
5800.000000, 89.311, 33.7573
5900.000000, 88.362, 86.3853
6000.000000, 87.664, 139.0703
6080.000000, 87.252, -179.0747
6150.000000, 86.981, -142.9053
6220.000000, 86.790, -107.2222
6300.000000, 86.671, -67.0830
6400.000000, 86.643, -18.1294
6500.000000, 86.639, 29.3911
6600.000000, 86.551, 75.8306
6700.000000, 86.391, 121.6392
6800.000000, 86.279, 167.0083
6900.000000, 86.293, -148.5039
7000.000000, 86.414, -105.0874
7100.000000, 86.597, -62.4702
7200.000000, 86.819, -20.6406
7300.000000, 87.072, 20.0767
7400.000000, 87.362, 60.0801
7500.000000, 87.699, 98.9185
7620.000000, 88.183, 143.2109
7750.000000, 88.734, -170.9487
7880.000000, 89.046, -125.9199
8000.000000, 88.965, -86.1245
8120.000000, 88.513, -47.9375
8250.000000, 87.764, -5.6426
8380.000000, 87.079, 38.1392
8500.000000, 86.866, 78.3076
8620.000000, 87.214, 117.8813
8750.000000, 87.979, 158.1040
8850.000000, 88.561, -173.2134
9000.000000, 89.062, -132.6191
9120.000000, 89.048, -102.0142
9250.000000, 88.662, -69.2769
9380.000000, 88.002, -36.4165
9500.000000, 87.319, -5.8809
9620.000000, 86.755, 25.0737
9750.000000, 86.425, 58.5513
9880.000000, 86.493, 90.9692
10000.000000, 86.905, 120.1938
10150.000000, 87.669, 154.6006
10300.000000, 88.404, -174.9282
10440.000000, 88.868, -148.1113
10600.000000, 89.085, -119.9365
10750.000000, 88.996, -95.0283
10900.000000, 88.525, -70.7866
11060.000000, 87.544, -44.3203
11200.000000, 86.775, -21.3218
11380.000000, 86.928, 9.4839
11500.000000, 87.403, 35.3779
11720.000000, 87.540, 15.3145
11800.000000, 87.184, 66.9551
12060.000000, 83.795, -148.8174
12200.000000, 82.012, -79.3271
12410.000000, 84.519, 27.8960
12500.000000, 86.051, 69.8271
12650.000000, 87.885, 134.4619
12800.000000, 88.891, -163.9004
13150.000000, 89.632, -24.8730
13200.000000, 89.654, -5.1543
13400.000000, 89.564, 71.9912
13600.000000, 89.136, 149.7344
13800.000000, 88.389, -132.3799
14000.000000, 87.222, -57.0654
14300.000000, 84.345, 59.5674
14500.000000, 82.437, 139.1572
14750.000000, 81.871, -124.2158
15000.000000, 82.728, -37.9033
15250.000000, 82.696, 28.9238
15500.000000, 80.677, -62.9854
15750.000000, 76.873, 16.2324
16000.000000, 72.784, 114.5586
16250.000000, 72.417, -143.2891
16500.000000, 73.862, -40.7041
16750.000000, 75.257, 56.6309
17000.000000, 77.038, 147.6348
17250.000000, 78.229, -121.5869
17500.000000, 77.267, -34.7939
17750.000000, 73.605, 62.1758
18000.000000, 71.042, 179.4434
18250.000000, 73.579, -80.6602
18500.000000, 76.071, 14.6885
18750.000000, 77.659, 105.9248
19000.000000, 78.764, -168.9883
19250.000000, 79.224, -80.7344
19500.000000, 78.815, 2.1250
19750.000000, 77.895, 90.2998
20000.000000, 76.814, -177.9883
20300.000000, 75.167, -74.7314
20600.000000, 72.723, 38.0771
20900.000000, 69.542, 153.1885
21200.000000, 65.735, -100.1172
21400.000000, 62.359, -2.5049
21800.000000, 53.086, 146.1094
22000.000000, 47.835, 31.1562
22400.000000, 38.626, 1.1611
22700.000000, 34.222, 133.6914
23000.000000, 30.471, 82.7197
23300.000000, 25.227, 142.6094
23600.000000, 20.055, -49.4961
24000.000000, 17.374, -40.2139
