* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -16.6 dBFS, measurement signal peak level -11.2 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 9:09:36 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.1301 ms (-1.074 m, -(3 ft 6.3 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,287.5 ppm
1.950000, 41.651, 82.6937
1.975000, 42.117, 81.6478
2.000000, 42.590, 80.7025
2.030000, 43.161, 79.6821
2.060000, 43.734, 78.7685
2.090000, 44.302, 77.9470
2.120000, 44.863, 77.2053
2.140000, 45.230, 76.7505
2.180000, 45.943, 75.9288
2.200000, 46.288, 75.5665
2.240000, 46.964, 74.9744
2.270000, 47.463, 74.6409
2.300000, 47.956, 74.3733
2.330000, 48.443, 74.1458
2.360000, 48.925, 73.9376
2.400000, 49.559, 73.6610
2.430000, 50.029, 73.4375
2.470000, 50.648, 73.0998
2.500000, 51.107, 72.8083
2.540000, 51.713, 72.3651
2.580000, 52.312, 71.8920
2.620000, 52.904, 71.4650
2.650000, 53.343, 71.1804
2.690000, 53.921, 70.8208
2.720000, 54.349, 70.5470
2.760000, 54.912, 70.1539
2.800000, 55.467, 69.7091
2.850000, 56.146, 69.0565
2.900000, 56.810, 68.2817
2.950000, 57.458, 67.4144
3.000000, 58.091, 66.5482
3.040000, 58.586, 65.8706
3.070000, 58.952, 65.3622
3.110000, 59.431, 64.6720
3.150000, 59.900, 63.9560
3.200000, 60.474, 63.0085
3.250000, 61.032, 61.9888
3.300000, 61.576, 60.8975
3.350000, 62.104, 59.7735
3.400000, 62.617, 58.6502
3.450000, 63.114, 57.5275
3.500000, 63.598, 56.3974
3.550000, 64.068, 55.2513
3.600000, 64.524, 54.0808
3.650000, 64.969, 52.8805
3.700000, 65.400, 51.6552
3.750000, 65.817, 50.4201
3.820000, 66.379, 48.6916
3.870000, 66.765, 47.4622
3.950000, 67.359, 45.5056
4.000000, 67.717, 44.2864
4.060000, 68.133, 42.8203
4.120000, 68.532, 41.3480
4.180000, 68.915, 39.8792
4.250000, 69.344, 38.1860
4.310000, 69.697, 36.7615
4.370000, 70.038, 35.3652
4.440000, 70.421, 33.7607
4.500000, 70.736, 32.3943
4.550000, 70.988, 31.2654
4.620000, 71.328, 29.7119
4.680000, 71.609, 28.4150
4.750000, 71.926, 26.9487
4.820000, 72.231, 25.5220
4.870000, 72.441, 24.5184
4.940000, 72.725, 23.1375
5.000000, 72.959, 21.9828
5.080000, 73.262, 20.4943
5.150000, 73.519, 19.2418
5.220000, 73.768, 18.0259
5.300000, 74.041, 16.6735
5.380000, 74.305, 15.3633
5.450000, 74.531, 14.2540
5.520000, 74.752, 13.1797
5.600000, 74.998, 11.9893
5.700000, 75.296, 10.5492
5.800000, 75.584, 9.1567
5.900000, 75.866, 7.8076
6.000000, 76.140, 6.4977
6.080000, 76.354, 5.4749
6.150000, 76.537, 4.5959
6.220000, 76.716, 3.7299
6.300000, 76.917, 2.7535
6.400000, 77.162, 1.5525
6.500000, 77.398, 0.3761
6.600000, 77.627, -0.7752
6.700000, 77.848, -1.9072
6.800000, 78.061, -3.0190
6.900000, 78.266, -4.1010
7.000000, 78.463, -5.1499
7.100000, 78.652, -6.1719
7.200000, 78.834, -7.1635
7.300000, 79.010, -8.1147
7.400000, 79.180, -9.0242
7.500000, 79.344, -9.8970
7.620000, 79.535, -10.8936
7.750000, 79.737, -11.9042
7.880000, 79.935, -12.8480
8.000000, 80.115, -13.6692
8.120000, 80.295, -14.4458
8.250000, 80.490, -15.2402
8.380000, 80.686, -16.0024
8.500000, 80.868, -16.6871
8.620000, 81.051, -17.3552
8.750000, 81.249, -18.0735
8.850000, 81.402, -18.6290
9.000000, 81.631, -19.4669
9.120000, 81.812, -20.1454
9.250000, 82.006, -20.8938
9.380000, 82.196, -21.6537
9.500000, 82.369, -22.3626
9.620000, 82.537, -23.0784
9.750000, 82.713, -23.8588
9.880000, 82.876, -24.6372
10.000000, 83.012, -25.3517
10.150000, 83.163, -26.2361
10.300000, 83.301, -27.1008
10.440000, 83.420, -27.8880
10.600000, 83.548, -28.7579
10.750000, 83.665, -29.5394
10.900000, 83.780, -30.2870
11.060000, 83.898, -31.0416
11.200000, 83.999, -31.6659
11.380000, 84.127, -32.4183
11.500000, 84.212, -32.8885
11.720000, 84.370, -33.6927
11.800000, 84.429, -33.9680
12.060000, 84.630, -34.8141
12.200000, 84.745, -35.2494
12.410000, 84.923, -35.8912
12.500000, 85.001, -36.1683
12.650000, 85.133, -36.6362
12.800000, 85.265, -37.1174
13.150000, 85.571, -38.3086
13.200000, 85.614, -38.4859
13.400000, 85.783, -39.2087
13.600000, 85.944, -39.9368
13.800000, 86.097, -40.6527
14.000000, 86.241, -41.3320
14.300000, 86.443, -42.2471
14.500000, 86.573, -42.7712
14.750000, 86.738, -43.3342
15.000000, 86.913, -43.8167
15.250000, 87.103, -44.2607
15.500000, 87.305, -44.7119
15.750000, 87.514, -45.2051
16.000000, 87.722, -45.7595
16.250000, 87.924, -46.3694
16.500000, 88.116, -47.0133
16.750000, 88.295, -47.6591
17.000000, 88.464, -48.2736
17.250000, 88.625, -48.8341
17.500000, 88.784, -49.3300
17.750000, 88.942, -49.7678
18.000000, 89.104, -50.1656
18.250000, 89.271, -50.5484
18.500000, 89.442, -50.9404
18.750000, 89.616, -51.3580
19.000000, 89.788, -51.8074
19.250000, 89.957, -52.2828
19.500000, 90.120, -52.7703
19.750000, 90.277, -53.2532
20.000000, 90.427, -53.7159
20.299999, 90.605, -54.2333
20.600000, 90.782, -54.7124
20.900000, 90.962, -55.1714
21.200001, 91.145, -55.6368
21.400000, 91.268, -55.9617
21.799999, 91.511, -56.6555
22.000000, 91.629, -57.0200
22.400000, 91.856, -57.7567
22.700001, 92.021, -58.2928
23.000000, 92.183, -58.8053
23.299999, 92.346, -59.3010
23.600000, 92.511, -59.7966
24.000000, 92.733, -60.4839
24.299999, 92.895, -61.0223
24.700001, 93.103, -61.7451
25.000000, 93.252, -62.2645
25.400000, 93.446, -62.9018
25.799999, 93.643, -63.4867
26.200001, 93.845, -64.0613
26.500000, 93.998, -64.5094
26.900000, 94.200, -65.1371
27.200001, 94.346, -65.6206
27.600000, 94.534, -66.2635
28.000000, 94.717, -66.8984
28.500000, 94.937, -67.6924
29.000000, 95.142, -68.4744
29.500000, 95.331, -69.1758
30.000000, 95.519, -69.7528
30.400000, 95.679, -70.1723
30.700001, 95.807, -70.5140
31.100000, 95.980, -71.0540
31.500000, 96.143, -71.6909
32.000000, 96.322, -72.5314
32.500000, 96.480, -73.2953
33.000000, 96.633, -73.9431
33.500000, 96.795, -74.5324
34.000000, 96.962, -75.1138
34.500000, 97.131, -75.6826
35.000000, 97.306, -76.2242
35.500000, 97.488, -76.7526
36.000000, 97.677, -77.2866
36.500000, 97.876, -77.8330
37.000000, 98.088, -78.4241
37.500000, 98.313, -79.1405
38.200001, 98.619, -80.4634
38.700001, 98.806, -81.5695
39.500000, 99.049, -83.3138
40.000000, 99.185, -84.3146
40.599998, 99.343, -85.4731
41.200001, 99.494, -86.6318
41.799999, 99.637, -87.7988
42.500000, 99.792, -89.1832
43.099998, 99.911, -90.3795
43.700001, 100.015, -91.5349
44.400002, 100.125, -92.7964
45.000000, 100.216, -93.8333
45.500000, 100.284, -94.6779
46.200001, 100.362, -95.7731
46.799999, 100.419, -96.5524
47.500000, 100.496, -97.2653
48.200001, 100.599, -97.9156
48.700001, 100.679, -98.4320
49.400002, 100.782, -99.2139
50.000000, 100.860, -99.8457
50.799999, 100.972, -100.5915
51.500000, 101.089, -101.2726
52.200001, 101.215, -102.0799
53.000000, 101.355, -103.1572
53.799999, 101.481, -104.3248
54.500000, 101.583, -105.3599
55.200001, 101.685, -106.4117
56.000000, 101.794, -107.6412
57.000000, 101.930, -109.2402
58.000000, 102.037, -111.2003
59.000000, 102.015, -113.2717
60.000000, 101.902, -114.6379
60.799999, 101.827, -115.3057
61.500000, 101.774, -115.7957
62.200001, 101.724, -116.1962
63.000000, 101.678, -116.5234
64.000000, 101.645, -116.7531
65.000000, 101.661, -116.7928
66.000000, 101.739, -116.8773
67.000000, 101.851, -117.1870
68.000000, 101.975, -117.6866
69.000000, 102.109, -118.4158
70.000000, 102.238, -119.4458
71.000000, 102.347, -120.7350
72.000000, 102.429, -122.2314
73.000000, 102.477, -123.8187
74.000000, 102.503, -125.3965
75.000000, 102.510, -126.9780
76.199997, 102.485, -128.7906
77.500000, 102.431, -130.6197
78.800003, 102.347, -132.3179
80.000000, 102.256, -133.7540
81.199997, 102.164, -135.0853
82.500000, 102.070, -136.4742
83.800003, 101.976, -137.7810
85.000000, 101.894, -138.9074
86.199997, 101.810, -140.0518
87.500000, 101.700, -141.3502
88.500000, 101.593, -142.3550
90.000000, 101.426, -143.7436
91.199997, 101.314, -145.1259
92.500000, 101.153, -146.9951
93.800003, 100.938, -149.0044
95.000000, 100.682, -150.8469
96.199997, 100.376, -152.5767
97.500000, 99.964, -154.3057
98.800003, 99.454, -155.6687
100.000000, 98.902, -156.5478
101.500000, 98.089, -156.9276
103.000000, 97.174, -156.1749
104.400002, 96.275, -154.0220
106.000000, 95.333, -149.3229
107.500000, 94.715, -143.1962
109.000000, 94.399, -136.8480
110.599998, 94.301, -130.8531
112.000000, 94.328, -126.6002
113.800003, 94.461, -121.9724
115.000000, 94.631, -119.0781
117.199997, 95.120, -113.8998
118.000000, 95.343, -112.1527
120.599998, 95.765, -108.5652
122.000000, 95.795, -105.8398
124.099998, 95.987, -102.1453
125.000000, 96.110, -101.0200
126.500000, 96.354, -99.5776
128.000000, 96.626, -98.4776
131.500000, 97.197, -96.2701
132.000000, 97.271, -95.9905
134.000000, 97.547, -95.1719
136.000000, 97.785, -94.7029
138.000000, 97.988, -94.3652
140.000000, 98.119, -94.0625
143.000000, 98.233, -93.1841
145.000000, 98.317, -92.3586
147.500000, 98.501, -91.0261
150.000000, 98.724, -90.1885
152.500000, 98.897, -89.8777
155.000000, 99.011, -89.7797
157.500000, 99.078, -89.6158
160.000000, 99.094, -89.7546
162.500000, 99.077, -89.8774
165.000000, 99.144, -89.9142
167.500000, 99.180, -89.8705
170.000000, 99.129, -89.6830
172.500000, 99.007, -89.6353
175.000000, 98.879, -89.3463
177.500000, 98.795, -88.5534
180.000000, 98.690, -87.6141
182.500000, 98.537, -86.7279
185.000000, 98.369, -85.8853
187.500000, 98.208, -84.9326
190.000000, 98.049, -83.8176
192.500000, 97.886, -82.6230
195.000000, 97.723, -81.3484
197.500000, 97.568, -79.9626
200.000000, 97.422, -78.4614
203.000000, 97.251, -76.6130
206.000000, 97.077, -74.7544
209.000000, 96.903, -72.8533
212.000000, 96.727, -70.8104
214.000000, 96.608, -69.3336
218.000000, 96.398, -66.1947
220.000000, 96.317, -64.6188
224.000000, 96.175, -61.6360
227.000000, 96.058, -59.5936
230.000000, 95.910, -57.6112
233.000000, 95.731, -55.5205
236.000000, 95.560, -53.3320
240.000000, 95.368, -50.0767
243.000000, 95.248, -47.2437
247.000000, 95.095, -43.7106
250.000000, 94.980, -41.2945
254.000000, 94.821, -38.0608
258.000000, 94.637, -34.7518
262.000000, 94.441, -31.3627
265.000000, 94.302, -28.7255
269.000000, 94.123, -25.0807
272.000000, 93.985, -22.2168
276.000000, 93.800, -18.3633
280.000000, 93.623, -14.4905
285.000000, 93.404, -9.4025
290.000000, 93.190, -4.1038
295.000000, 92.989, 1.3906
300.000000, 92.798, 7.2266
304.000000, 92.657, 12.2516
307.000000, 92.573, 16.2249
311.000000, 92.523, 21.8269
315.000000, 92.591, 27.6703
320.000000, 92.875, 34.5512
325.000000, 93.269, 39.9159
330.000000, 93.578, 43.8237
335.000000, 93.727, 47.3412
340.000000, 93.771, 51.2446
345.000000, 93.790, 55.6349
350.000000, 93.830, 60.2310
355.000000, 93.895, 64.7084
360.000000, 93.972, 69.0489
365.000000, 94.056, 73.3656
370.000000, 94.136, 77.5054
375.000000, 94.183, 81.4352
382.000000, 94.178, 87.0482
387.000000, 94.157, 91.3131
395.000000, 94.146, 98.3309
400.000000, 94.143, 102.7228
406.000000, 94.136, 108.0467
412.000000, 94.132, 113.3597
418.000000, 94.131, 118.6685
425.000000, 94.128, 124.9165
431.000000, 94.116, 130.3021
437.000000, 94.102, 135.7115
444.000000, 94.091, 142.1153
450.000000, 94.084, 147.6989
455.000000, 94.084, 152.3961
462.000000, 94.107, 159.0128
468.000000, 94.145, 164.5687
475.000000, 94.194, 170.8914
482.000000, 94.225, 177.1530
487.000000, 94.234, -178.3800
494.000000, 94.234, -172.0641
500.000000, 94.226, -166.5709
508.000000, 94.214, -159.1414
515.000000, 94.209, -152.5859
522.000000, 94.212, -146.0013
530.000000, 94.217, -138.3817
538.000000, 94.226, -130.6819
545.000000, 94.241, -123.9705
552.000000, 94.256, -117.2302
560.000000, 94.276, -109.4707
570.000000, 94.310, -99.6755
580.000000, 94.373, -89.7384
590.000000, 94.469, -79.8328
600.000000, 94.581, -70.0107
608.000000, 94.667, -62.2306
615.000000, 94.739, -55.4603
622.000000, 94.817, -48.6497
630.000000, 94.917, -40.8326
640.000000, 95.056, -31.1441
650.000000, 95.198, -21.5857
660.000000, 95.334, -12.0859
670.000000, 95.473, -2.5908
680.000000, 95.620, 6.8880
690.000000, 95.778, 16.3607
700.000000, 95.939, 25.8108
710.000000, 96.085, 35.0951
720.000000, 96.232, 44.3437
730.000000, 96.386, 53.5729
740.000000, 96.544, 62.7336
750.000000, 96.696, 71.8053
762.000000, 96.865, 82.6696
775.000000, 97.044, 94.3997
788.000000, 97.210, 106.0409
800.000000, 97.348, 116.7314
812.000000, 97.475, 127.3824
825.000000, 97.596, 138.8719
838.000000, 97.705, 150.3206
850.000000, 97.792, 160.8558
862.000000, 97.858, 171.3958
875.000000, 97.912, -177.1406
885.000000, 97.945, -168.2797
900.000000, 97.983, -154.9086
912.000000, 98.002, -144.1352
925.000000, 98.015, -132.3856
938.000000, 98.023, -120.5879
950.000000, 98.023, -109.6717
962.000000, 98.016, -98.7332
975.000000, 98.000, -86.8487
988.000000, 97.980, -74.8984
1000.000000, 97.955, -63.8040
1015.000000, 97.914, -49.8773
1030.000000, 97.867, -35.8547
1044.000000, 97.818, -22.6918
1060.000000, 97.761, -7.5718
1075.000000, 97.710, 6.6625
1090.000000, 97.662, 20.9387
1106.000000, 97.607, 36.2427
1120.000000, 97.560, 49.7354
1138.000000, 97.504, 67.1540
1150.000000, 97.467, 78.7379
1172.000000, 97.384, 99.8806
1180.000000, 97.343, 107.5616
1206.000000, 97.132, 132.8370
1220.000000, 96.994, 146.9176
1241.000000, 96.849, 168.5958
1250.000000, 96.816, 177.9293
1265.000000, 96.785, -166.5700
1280.000000, 96.765, -151.1394
1315.000000, 96.722, -115.2158
1320.000000, 96.714, -110.0815
1340.000000, 96.668, -89.5134
1360.000000, 96.600, -68.8339
1380.000000, 96.540, -48.0134
1400.000000, 96.509, -27.0996
1430.000000, 96.490, 4.2515
1450.000000, 96.480, 25.0941
1475.000000, 96.454, 51.1307
1500.000000, 96.416, 77.2731
1525.000000, 96.367, 103.5886
1550.000000, 96.301, 130.0886
1575.000000, 96.227, 156.7938
1600.000000, 96.150, -176.2689
1625.000000, 96.075, -149.0676
1650.000000, 96.002, -121.6705
1675.000000, 95.918, -94.0496
1700.000000, 95.815, -65.9833
1725.000000, 95.699, -37.2551
1750.000000, 95.599, -7.4475
1775.000000, 95.636, 24.1918
1800.000000, 96.130, 57.9509
1825.000000, 97.433, 91.1063
1850.000000, 99.164, 118.1281
1875.000000, 100.372, 138.6334
1900.000000, 100.744, 157.9719
1925.000000, 100.638, 179.5635
1950.000000, 100.407, -156.3162
1975.000000, 100.245, -130.4366
2000.000000, 100.227, -103.7997
2030.000000, 100.343, -71.9160
2060.000000, 100.487, -40.3142
2090.000000, 100.617, -8.6938
2120.000000, 100.743, 23.0386
2140.000000, 100.820, 44.2513
2180.000000, 100.974, 86.8381
2200.000000, 101.055, 108.2297
2240.000000, 101.248, 151.2222
2270.000000, 101.419, -176.4692
2300.000000, 101.607, -144.1808
2330.000000, 101.804, -111.9333
2360.000000, 102.008, -79.6895
2400.000000, 102.294, -36.7373
2430.000000, 102.508, -4.6055
2470.000000, 102.791, 38.1354
2500.000000, 102.996, 70.0967
2540.000000, 103.251, 112.5857
2580.000000, 103.481, 155.0229
2620.000000, 103.689, -162.5322
2650.000000, 103.828, -130.6821
2690.000000, 103.989, -88.1470
2720.000000, 104.094, -56.1621
2760.000000, 104.222, -13.3748
2800.000000, 104.341, 29.5996
2850.000000, 104.509, 83.5042
2900.000000, 104.720, 137.4878
2950.000000, 104.966, -168.6382
3000.000000, 105.210, -115.1553
3040.000000, 105.365, -72.6226
3070.000000, 105.450, -40.7424
3110.000000, 105.539, 1.8323
3150.000000, 105.620, 44.3809
3200.000000, 105.684, 97.3418
3250.000000, 105.671, 150.1172
3300.000000, 105.576, -156.9683
3350.000000, 105.427, -103.6660
3400.000000, 105.251, -50.2134
3450.000000, 105.013, 3.0669
3500.000000, 104.647, 56.2837
3550.000000, 104.101, 109.9583
3600.000000, 103.377, 164.8015
3650.000000, 102.527, -138.4126
3700.000000, 101.691, -78.2822
3750.000000, 101.341, -14.3396
3820.000000, 102.046, 72.1533
3870.000000, 102.661, 128.4817
3950.000000, 102.938, -145.3474
4000.000000, 102.700, -91.2273
4060.000000, 102.217, -24.5852
4120.000000, 101.695, 43.8865
4180.000000, 101.209, 113.7612
4250.000000, 100.763, -163.6140
4310.000000, 100.503, -92.5039
4370.000000, 100.334, -21.5366
4440.000000, 100.283, 59.4507
4500.000000, 100.305, 120.9160
4550.000000, 100.152, 160.6992
4620.000000, 99.861, -156.9482
4680.000000, 99.626, -123.9116
4750.000000, 99.281, -85.6377
4820.000000, 98.857, -47.2192
4870.000000, 98.536, -19.5352
4940.000000, 98.141, 19.6621
5000.000000, 97.932, 53.5327
5080.000000, 97.952, 98.5405
5150.000000, 98.260, 136.7881
5220.000000, 98.696, 173.3057
5300.000000, 99.212, -146.9175
5380.000000, 99.676, -109.0889
5450.000000, 99.960, -77.4941
5520.000000, 100.047, -46.9053
5600.000000, 99.834, -12.3970
5700.000000, 99.144, 31.3169
5800.000000, 98.328, 76.3716
5900.000000, 97.700, 122.1016
6000.000000, 97.256, 167.5435
6080.000000, 97.012, -156.3193
6150.000000, 96.883, -124.8906
6220.000000, 96.850, -93.8433
6300.000000, 96.941, -59.1172
6400.000000, 97.197, -17.2783
6500.000000, 97.478, 22.8145
6600.000000, 97.646, 61.3501
6700.000000, 97.616, 98.7363
6800.000000, 97.403, 135.4404
6900.000000, 97.088, 171.8789
7000.000000, 96.730, -151.8149
7100.000000, 96.370, -115.5732
7200.000000, 96.070, -79.4316
7300.000000, 95.865, -43.6567
7400.000000, 95.749, -8.5278
7500.000000, 95.695, 25.6689
7620.000000, 95.722, 65.7866
7750.000000, 95.831, 107.7744
7880.000000, 95.781, 147.7568
8000.000000, 95.506, -176.0864
8120.000000, 95.068, -140.1104
8250.000000, 94.512, -101.1973
8380.000000, 94.015, -62.4072
8500.000000, 93.792, -26.9321
8620.000000, 93.923, 7.8789
8750.000000, 94.377, 43.4248
8850.000000, 94.765, 68.8086
9000.000000, 95.128, 104.6953
9120.000000, 95.126, 131.3003
9250.000000, 94.781, 158.4531
9380.000000, 94.088, -173.4688
9500.000000, 93.187, -146.5894
9620.000000, 92.110, -120.4707
9750.000000, 90.813, -91.3789
9880.000000, 89.488, -60.7153
10000.000000, 88.444, -32.1274
10150.000000, 87.801, 3.9126
10300.000000, 88.107, 39.7603
10440.000000, 88.991, 70.4805
10600.000000, 90.362, 102.1323
10750.000000, 91.850, 127.7559
10900.000000, 93.325, 149.4736
11060.000000, 94.418, 167.9307
11200.000000, 94.553, -178.1509
11380.000000, 93.435, -161.2500
11500.000000, 92.100, -148.5635
11720.000000, 89.073, -123.1504
11800.000000, 87.795, -112.5713
12060.000000, 82.860, -68.5649
12200.000000, 81.597, -38.7500
12410.000000, 84.337, -33.0312
12500.000000, 85.814, 7.9775
12650.000000, 87.730, 80.2451
12800.000000, 88.964, 137.6304
13150.000000, 90.124, -100.4214
13200.000000, 90.168, -83.1958
13400.000000, 90.153, -14.3618
13600.000000, 89.999, 53.1616
13800.000000, 89.865, 120.3760
14000.000000, 89.466, -174.7085
14300.000000, 87.934, -78.9751
14500.000000, 86.770, -13.5420
14750.000000, 86.283, 66.4395
15000.000000, 87.209, 138.6353
15250.000000, 87.902, -160.4917
15500.000000, 86.840, -119.4146
15750.000000, 83.887, -83.7720
16000.000000, 79.368, -42.8135
16250.000000, 75.038, 20.9629
16500.000000, 73.506, 95.6440
16750.000000, 73.951, 175.4570
17000.000000, 75.300, -108.3540
17250.000000, 76.656, -33.0464
17500.000000, 76.219, 36.5977
17750.000000, 72.887, 116.5322
18000.000000, 67.410, -143.8184
18250.000000, 65.794, -37.0234
18500.000000, 69.636, 62.5342
18750.000000, 72.812, 145.4766
19000.000000, 74.735, -141.9062
19250.000000, 75.383, -70.2051
19500.000000, 74.942, 4.5020
19750.000000, 73.839, 79.6162
20000.000000, 72.254, 157.2285
20300.000000, 69.744, -105.2920
20600.000000, 66.958, -4.3262
20900.000000, 63.717, 98.9385
21200.000000, 59.107, -153.6270
21400.000000, 55.028, -66.5850
21800.000000, 45.474, 61.4258
22000.000000, 41.043, -106.6104
22400.000000, 34.209, -45.1836
22700.000000, 29.393, -98.1260
23000.000000, 24.585, 177.5596
23300.000000, 20.427, 7.8857
23600.000000, 18.188, 57.5400
24000.000000, 17.633, -3.3398
