* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -12.9 dBFS, measurement signal peak level -8.2 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:24:43 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.1445 ms (-1.079 m, -(3 ft 6.5 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,347.0 ppm
8.750000, 83.032, -15.4385
8.850000, 83.200, -15.9427
9.000000, 83.458, -16.7047
9.120000, 83.665, -17.3391
9.250000, 83.890, -18.0686
9.380000, 84.112, -18.8361
9.500000, 84.312, -19.5746
9.620000, 84.505, -20.3441
9.750000, 84.704, -21.2023
9.880000, 84.885, -22.0617
10.000000, 85.030, -22.8483
10.150000, 85.188, -23.8096
10.300000, 85.325, -24.7083
10.440000, 85.438, -25.4823
10.600000, 85.557, -26.2775
10.750000, 85.668, -26.9219
10.900000, 85.781, -27.4790
11.060000, 85.906, -27.9896
11.200000, 86.021, -28.3754
11.380000, 86.178, -28.8291
11.500000, 86.290, -29.1188
11.720000, 86.506, -29.6595
11.800000, 86.588, -29.8696
12.060000, 86.862, -30.6086
12.200000, 87.010, -31.0466
12.410000, 87.226, -31.7418
12.500000, 87.315, -32.0470
12.650000, 87.459, -32.5596
12.800000, 87.597, -33.0646
13.150000, 87.899, -34.1666
13.200000, 87.942, -34.3129
13.400000, 88.110, -34.8698
13.600000, 88.281, -35.3908
13.800000, 88.454, -35.8877
14.000000, 88.629, -36.3789
14.300000, 88.892, -37.1277
14.500000, 89.063, -37.6420
14.750000, 89.272, -38.2924
15.000000, 89.474, -38.9341
15.250000, 89.674, -39.5448
15.500000, 89.872, -40.1132
15.750000, 90.070, -40.6409
16.000000, 90.270, -41.1423
16.250000, 90.474, -41.6402
16.500000, 90.680, -42.1530
16.750000, 90.887, -42.6918
17.000000, 91.091, -43.2538
17.250000, 91.291, -43.8264
17.500000, 91.485, -44.3912
17.750000, 91.674, -44.9310
18.000000, 91.860, -45.4357
18.250000, 92.046, -45.9039
18.500000, 92.236, -46.3441
18.750000, 92.430, -46.7710
19.000000, 92.630, -47.2008
19.250000, 92.833, -47.6492
19.500000, 93.039, -48.1252
19.750000, 93.243, -48.6315
20.000000, 93.444, -49.1642
20.299999, 93.679, -49.8251
20.600000, 93.905, -50.4891
20.900000, 94.124, -51.1357
21.200001, 94.338, -51.7510
21.400000, 94.479, -52.1425
21.799999, 94.762, -52.8928
22.000000, 94.905, -53.2626
22.400000, 95.194, -54.0219
22.700001, 95.411, -54.6256
23.000000, 95.624, -55.2625
23.299999, 95.831, -55.9236
23.600000, 96.032, -56.5939
24.000000, 96.291, -57.4775
24.299999, 96.482, -58.1247
24.700001, 96.734, -58.9751
25.000000, 96.923, -59.6171
25.400000, 97.172, -60.4949
25.799999, 97.415, -61.3994
26.200001, 97.650, -62.3154
26.500000, 97.823, -62.9993
26.900000, 98.050, -63.9054
27.200001, 98.220, -64.5897
27.600000, 98.445, -65.5293
28.000000, 98.664, -66.5132
28.500000, 98.921, -67.7852
29.000000, 99.159, -69.0377
29.500000, 99.385, -70.2183
30.000000, 99.610, -71.3517
30.400000, 99.789, -72.2728
30.700001, 99.919, -72.9862
31.100000, 100.081, -73.9503
31.500000, 100.227, -74.8763
32.000000, 100.394, -75.8818
32.500000, 100.567, -76.6702
33.000000, 100.768, -77.3109
33.500000, 101.006, -77.9580
34.000000, 101.274, -78.7526
34.500000, 101.553, -79.7634
35.000000, 101.827, -80.9863
35.500000, 102.080, -82.3687
36.000000, 102.308, -83.8331
36.500000, 102.512, -85.3003
37.000000, 102.699, -86.7157
37.500000, 102.880, -88.0664
38.200001, 103.136, -89.9075
38.700001, 103.325, -91.2632
39.500000, 103.627, -93.6376
40.000000, 103.800, -95.2739
40.599998, 103.978, -97.3427
41.200001, 104.119, -99.4182
41.799999, 104.228, -101.3874
42.500000, 104.338, -103.4838
43.099998, 104.437, -105.1600
43.700001, 104.540, -106.8235
44.400002, 104.650, -108.8097
45.000000, 104.725, -110.5026
45.500000, 104.776, -111.8574
46.200001, 104.841, -113.6616
46.799999, 104.895, -115.1680
47.500000, 104.950, -116.9023
48.200001, 104.996, -118.5771
48.700001, 105.027, -119.7281
49.400002, 105.074, -121.2936
50.000000, 105.119, -122.6127
50.799999, 105.183, -124.3896
51.500000, 105.235, -125.9858
52.200001, 105.273, -127.5618
53.000000, 105.311, -129.2995
53.799999, 105.345, -131.0621
54.500000, 105.359, -132.6381
55.200001, 105.361, -134.2396
56.000000, 105.339, -136.1638
57.000000, 105.246, -138.3889
58.000000, 105.200, -140.2260
59.000000, 105.217, -142.7584
60.000000, 105.107, -145.8303
60.799999, 104.943, -147.9514
61.500000, 104.791, -149.5442
62.200001, 104.627, -150.9680
63.000000, 104.421, -152.3126
64.000000, 104.167, -153.5349
65.000000, 103.927, -154.4327
66.000000, 103.693, -155.0887
67.000000, 103.474, -155.5412
68.000000, 103.268, -155.8608
69.000000, 103.086, -155.9883
70.000000, 102.959, -156.0909
71.000000, 102.864, -156.4068
72.000000, 102.770, -156.8739
73.000000, 102.667, -157.3840
74.000000, 102.553, -157.8085
75.000000, 102.448, -158.1320
76.199997, 102.329, -158.4808
77.500000, 102.206, -158.7287
78.800003, 102.105, -158.8398
80.000000, 102.038, -158.8723
81.199997, 101.998, -158.9210
82.500000, 101.984, -159.1040
83.800003, 101.990, -159.5233
85.000000, 102.006, -160.1625
86.199997, 102.025, -161.0194
87.500000, 102.051, -162.1629
88.500000, 102.076, -163.2103
90.000000, 102.090, -165.2047
91.199997, 102.039, -166.9595
92.500000, 101.946, -168.8663
93.800003, 101.813, -170.9831
95.000000, 101.643, -173.1608
96.199997, 101.420, -175.5666
97.500000, 101.106, -178.3477
98.800003, 100.700, 178.7989
100.000000, 100.221, 176.2847
101.500000, 99.458, 173.5997
103.000000, 98.497, 171.8136
104.400002, 97.455, 171.3615
106.000000, 96.191, 172.7787
107.500000, 95.086, 176.2386
109.000000, 94.211, -178.4138
110.599998, 93.593, -171.7979
112.000000, 93.244, -166.2111
113.800003, 92.903, -160.2959
115.000000, 92.710, -157.1206
117.199997, 92.582, -153.3239
118.000000, 92.552, -152.9226
120.599998, 92.160, -146.7058
122.000000, 92.341, -141.2015
124.099998, 92.640, -135.1075
125.000000, 92.701, -132.8307
126.500000, 92.746, -129.3912
128.000000, 92.776, -126.4751
131.500000, 92.985, -120.6952
132.000000, 93.031, -119.8272
134.000000, 93.243, -116.0685
136.000000, 93.479, -112.3436
138.000000, 93.717, -109.2074
140.000000, 93.932, -106.7615
143.000000, 94.300, -103.3904
145.000000, 94.592, -101.2463
147.500000, 94.975, -98.7349
150.000000, 95.350, -97.0186
152.500000, 95.692, -95.7194
155.000000, 96.002, -94.4174
157.500000, 96.241, -93.4052
160.000000, 96.381, -93.2925
162.500000, 96.460, -92.9810
165.000000, 96.689, -91.8716
167.500000, 96.900, -91.2492
170.000000, 96.980, -90.7500
172.500000, 97.049, -90.1494
175.000000, 97.119, -89.6892
177.500000, 97.109, -88.9276
180.000000, 97.076, -87.9889
182.500000, 97.044, -87.4049
185.000000, 97.001, -86.8531
187.500000, 96.961, -86.1166
190.000000, 96.908, -85.2930
192.500000, 96.835, -84.3264
195.000000, 96.751, -83.3236
197.500000, 96.661, -82.2643
200.000000, 96.578, -81.1312
203.000000, 96.481, -79.7451
206.000000, 96.373, -78.3024
209.000000, 96.260, -76.7714
212.000000, 96.139, -75.1127
214.000000, 96.061, -73.9088
218.000000, 95.928, -71.3751
220.000000, 95.870, -70.1376
224.000000, 95.750, -67.8617
227.000000, 95.657, -66.2109
230.000000, 95.552, -64.5201
233.000000, 95.425, -62.7394
236.000000, 95.294, -60.8490
240.000000, 95.111, -58.2313
243.000000, 94.944, -56.0719
247.000000, 94.755, -53.0611
250.000000, 94.645, -50.8774
254.000000, 94.500, -48.1161
258.000000, 94.334, -45.4146
262.000000, 94.163, -42.6848
265.000000, 94.019, -40.6018
269.000000, 93.816, -37.7489
272.000000, 93.663, -35.5197
276.000000, 93.462, -32.4027
280.000000, 93.255, -29.1899
285.000000, 92.983, -25.0299
290.000000, 92.692, -20.6880
295.000000, 92.401, -16.1277
300.000000, 92.109, -11.2079
304.000000, 91.876, -6.9130
307.000000, 91.720, -3.4698
311.000000, 91.564, 1.4360
315.000000, 91.505, 6.6104
320.000000, 91.602, 12.7208
325.000000, 91.791, 17.4917
330.000000, 91.887, 20.9980
335.000000, 91.817, 24.2339
340.000000, 91.637, 27.9994
345.000000, 91.437, 32.4152
350.000000, 91.271, 37.1997
355.000000, 91.153, 42.0859
360.000000, 91.058, 46.9442
365.000000, 90.974, 51.7233
370.000000, 90.905, 56.3083
375.000000, 90.814, 60.6683
382.000000, 90.613, 66.8812
387.000000, 90.447, 71.5746
395.000000, 90.197, 79.4861
400.000000, 90.059, 84.6222
406.000000, 89.908, 90.8363
412.000000, 89.774, 97.0478
418.000000, 89.651, 103.2825
425.000000, 89.517, 110.6304
431.000000, 89.409, 116.9606
437.000000, 89.302, 123.3049
444.000000, 89.184, 130.8270
450.000000, 89.102, 137.4161
455.000000, 89.053, 142.9536
462.000000, 89.012, 150.7029
468.000000, 89.000, 157.2279
475.000000, 88.992, 164.6486
482.000000, 88.964, 171.9357
487.000000, 88.937, 177.1668
494.000000, 88.898, -175.3920
500.000000, 88.868, -168.9385
508.000000, 88.834, -160.2717
515.000000, 88.817, -152.6395
522.000000, 88.813, -144.9744
530.000000, 88.822, -136.1630
538.000000, 88.844, -127.3454
545.000000, 88.873, -119.6140
552.000000, 88.912, -111.8734
560.000000, 88.969, -102.9835
570.000000, 89.063, -91.8057
580.000000, 89.194, -80.6161
590.000000, 89.374, -69.5582
600.000000, 89.570, -58.7873
608.000000, 89.717, -50.2817
615.000000, 89.843, -42.8463
622.000000, 89.972, -35.4198
630.000000, 90.125, -26.9702
640.000000, 90.327, -16.4572
650.000000, 90.546, -5.9693
660.000000, 90.777, 4.4370
670.000000, 91.024, 14.6579
680.000000, 91.267, 24.6808
690.000000, 91.497, 34.5532
700.000000, 91.728, 44.3948
710.000000, 91.968, 54.2756
720.000000, 92.203, 64.0279
730.000000, 92.426, 73.6726
740.000000, 92.642, 83.2369
750.000000, 92.852, 92.7404
762.000000, 93.094, 104.0514
775.000000, 93.340, 116.2481
788.000000, 93.575, 128.3546
800.000000, 93.782, 139.4692
812.000000, 93.977, 150.5811
825.000000, 94.170, 162.6090
838.000000, 94.345, 174.5719
850.000000, 94.492, -174.4284
862.000000, 94.619, -163.4465
875.000000, 94.739, -151.5159
885.000000, 94.819, -142.2799
900.000000, 94.921, -128.3478
912.000000, 94.991, -117.1559
925.000000, 95.058, -104.9639
938.000000, 95.122, -92.6834
950.000000, 95.180, -81.2885
962.000000, 95.232, -69.8660
975.000000, 95.279, -57.4772
988.000000, 95.317, -45.0587
1000.000000, 95.344, -33.5464
1015.000000, 95.373, -19.0616
1030.000000, 95.400, -4.4677
1044.000000, 95.427, 9.2154
1060.000000, 95.458, 24.9023
1075.000000, 95.484, 39.6606
1090.000000, 95.514, 54.4874
1106.000000, 95.555, 70.3530
1120.000000, 95.595, 84.2571
1138.000000, 95.651, 102.1630
1150.000000, 95.689, 114.1072
1172.000000, 95.746, 135.9143
1180.000000, 95.754, 143.8046
1206.000000, 95.696, 169.6774
1220.000000, 95.637, -175.8886
1241.000000, 95.614, -153.5809
1250.000000, 95.637, -143.9597
1265.000000, 95.703, -128.0090
1280.000000, 95.783, -112.1859
1315.000000, 95.975, -75.5298
1320.000000, 96.002, -70.2993
1340.000000, 96.104, -49.3538
1360.000000, 96.186, -28.3462
1380.000000, 96.271, -7.2953
1400.000000, 96.375, 13.7758
1430.000000, 96.546, 45.3849
1450.000000, 96.659, 66.4223
1475.000000, 96.782, 92.7308
1500.000000, 96.897, 119.1863
1525.000000, 97.017, 145.8076
1550.000000, 97.137, 172.5416
1575.000000, 97.255, -160.6362
1600.000000, 97.361, -133.7565
1625.000000, 97.447, -106.7751
1650.000000, 97.517, -79.6453
1675.000000, 97.570, -52.2891
1700.000000, 97.608, -24.5039
1725.000000, 97.623, 3.9615
1750.000000, 97.633, 33.4780
1775.000000, 97.746, 64.7389
1800.000000, 98.264, 98.2434
1825.000000, 99.591, 131.8688
1850.000000, 101.472, 159.9551
1875.000000, 102.944, -179.1068
1900.000000, 103.572, -160.2939
1925.000000, 103.646, -139.6379
1950.000000, 103.537, -116.4009
1975.000000, 103.471, -91.2736
2000.000000, 103.530, -65.2948
2030.000000, 103.715, -34.0530
2060.000000, 103.923, -2.9877
2090.000000, 104.119, 28.1727
2120.000000, 104.319, 59.5120
2140.000000, 104.453, 80.4716
2180.000000, 104.730, 122.4556
2200.000000, 104.874, 143.4689
2240.000000, 105.179, -174.3674
2270.000000, 105.418, -142.6863
2300.000000, 105.658, -111.0527
2330.000000, 105.896, -79.4850
2360.000000, 106.129, -47.9685
2400.000000, 106.429, -6.0347
2430.000000, 106.642, 25.3514
2470.000000, 106.902, 67.1108
2500.000000, 107.080, 98.4199
2540.000000, 107.295, 140.2178
2580.000000, 107.478, -177.9409
2620.000000, 107.625, -136.0322
2650.000000, 107.713, -104.5261
2690.000000, 107.803, -62.4004
2720.000000, 107.849, -30.7036
2760.000000, 107.886, 11.7788
2800.000000, 107.903, 54.6040
2850.000000, 107.930, 108.6018
2900.000000, 107.989, 162.9556
2950.000000, 108.099, -142.5015
3000.000000, 108.253, -88.1663
3040.000000, 108.363, -45.0325
3070.000000, 108.424, -12.7217
3110.000000, 108.502, 30.4541
3150.000000, 108.588, 73.5969
3200.000000, 108.675, 127.1931
3250.000000, 108.684, -179.5220
3300.000000, 108.589, -126.2388
3350.000000, 108.414, -72.6147
3400.000000, 108.199, -18.8682
3450.000000, 107.893, 34.6709
3500.000000, 107.397, 88.3313
3550.000000, 106.659, 143.0581
3600.000000, 105.745, -159.8914
3650.000000, 104.823, -99.5122
3700.000000, 104.237, -34.1936
3750.000000, 104.723, 33.8857
3820.000000, 106.505, 117.4763
3870.000000, 107.340, 169.8792
3950.000000, 107.493, -108.3518
4000.000000, 107.105, -55.3806
4060.000000, 106.537, 10.9778
4120.000000, 106.061, 79.1362
4180.000000, 105.715, 146.8582
4250.000000, 105.377, -144.0403
4310.000000, 104.905, -101.7900
4370.000000, 104.560, -68.7256
4440.000000, 104.333, -31.8853
4500.000000, 104.165, -1.2246
4550.000000, 103.993, 23.6133
4620.000000, 103.628, 57.7280
4680.000000, 103.157, 86.7769
4750.000000, 102.418, 121.0029
4820.000000, 101.523, 156.2148
4870.000000, 100.862, -177.7373
4940.000000, 100.083, -140.0156
5000.000000, 99.730, -107.0181
5080.000000, 99.886, -63.3911
5150.000000, 100.513, -27.0645
5220.000000, 101.308, 6.7700
5300.000000, 102.199, 42.6997
5380.000000, 102.973, 76.1465
5450.000000, 103.486, 103.6177
5520.000000, 103.773, 129.7031
5600.000000, 103.770, 158.8110
5700.000000, 103.321, -164.3535
5800.000000, 102.684, -126.4219
5900.000000, 102.150, -87.9165
6000.000000, 101.751, -49.4292
6080.000000, 101.498, -18.7495
6150.000000, 101.319, 7.7021
6220.000000, 101.197, 33.7974
6300.000000, 101.161, 63.2100
6400.000000, 101.285, 99.0068
6500.000000, 101.504, 133.0894
6600.000000, 101.677, 165.4771
6700.000000, 101.722, -163.6221
6800.000000, 101.634, -133.5679
6900.000000, 101.437, -104.1841
7000.000000, 101.146, -75.6201
7100.000000, 100.791, -46.9238
7200.000000, 100.407, -17.8271
7300.000000, 100.023, 10.8403
7400.000000, 99.676, 38.6260
7500.000000, 99.407, 66.1396
7620.000000, 99.246, 98.6631
7750.000000, 99.264, 132.3740
7880.000000, 99.256, 163.9336
8000.000000, 99.082, -168.2944
8120.000000, 98.710, -141.0825
8250.000000, 98.128, -112.2290
8380.000000, 97.475, -83.4976
8500.000000, 96.925, -57.3896
8620.000000, 96.495, -32.2456
8750.000000, 96.103, -5.8906
8850.000000, 95.768, 13.4961
9000.000000, 95.213, 41.4038
9120.000000, 94.786, 63.4673
9250.000000, 94.288, 86.3394
9380.000000, 93.589, 108.2539
9500.000000, 92.667, 128.3950
9620.000000, 91.482, 148.8462
9750.000000, 89.966, 172.9048
9880.000000, 88.573, -161.1240
10000.000000, 88.113, -136.5840
10150.000000, 88.999, -108.5840
10300.000000, 90.489, -84.3159
10440.000000, 91.762, -64.7793
10600.000000, 93.081, -46.1621
10750.000000, 94.370, -32.5215
10900.000000, 95.687, -20.8281
11060.000000, 96.781, -11.8145
11200.000000, 97.160, -5.7197
11380.000000, 96.787, -0.9980
11500.000000, 96.223, 7.7617
11720.000000, 95.152, -21.5034
11800.000000, 94.861, 10.9072
12060.000000, 93.753, 121.4185
12200.000000, 92.686, 168.6499
12410.000000, 90.352, -107.2798
12500.000000, 89.133, -73.5234
12650.000000, 87.144, -16.9004
12800.000000, 85.882, 42.5854
13150.000000, 86.825, 179.0562
13200.000000, 87.196, -162.3364
13400.000000, 88.704, -90.2017
13600.000000, 89.850, -23.5840
13800.000000, 90.589, 40.1816
14000.000000, 90.942, 101.3989
14300.000000, 90.573, -170.5596
14500.000000, 89.957, -112.0894
14750.000000, 89.432, -40.9473
15000.000000, 89.434, 25.8184
15250.000000, 89.578, 85.5742
15500.000000, 89.367, 140.0645
15750.000000, 88.421, -169.0479
16000.000000, 85.876, -123.8896
16250.000000, 82.276, -59.9517
16500.000000, 80.482, 9.1572
16750.000000, 80.274, 77.5908
17000.000000, 80.308, 146.4863
17250.000000, 80.596, -144.5527
17500.000000, 79.971, -77.0181
17750.000000, 77.028, -2.8579
18000.000000, 72.360, 83.0718
18250.000000, 70.946, 175.8896
18500.000000, 72.983, -99.9751
18750.000000, 74.506, -20.6787
19000.000000, 75.189, 55.0898
19250.000000, 75.375, 130.6572
19500.000000, 75.486, -153.2393
19750.000000, 75.743, -76.9697
20000.000000, 75.749, -3.3955
20300.000000, 75.021, 87.6123
20600.000000, 73.427, 177.3564
20900.000000, 70.460, -86.6289
21200.000000, 65.551, 12.0439
21400.000000, 61.313, 90.4717
21800.000000, 52.045, 167.8281
22000.000000, 47.491, -11.7051
22400.000000, 39.636, 57.2725
22700.000000, 34.885, 10.0586
23000.000000, 29.946, -133.4736
23300.000000, 24.677, 142.0088
23600.000000, 20.087, -149.4961
24000.000000, 17.943, 158.3818
