* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -13.1 dBFS, measurement signal peak level -7.5 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 6, 2024 9:58:40 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.9386 ms (-1.008 m, -(3 ft 3.7 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE L with no timing offset Clock adjustment: -1,313.7 ppm
3.600000, 76.138, 65.7504
3.650000, 76.344, 63.9586
3.700000, 76.543, 62.1255
3.750000, 76.737, 60.2439
3.820000, 76.996, 57.5491
3.870000, 77.174, 55.6004
3.950000, 77.446, 52.4688
4.000000, 77.609, 50.5093
4.060000, 77.798, 48.1383
4.120000, 77.977, 45.7153
4.180000, 78.149, 43.2497
4.250000, 78.339, 40.3562
4.310000, 78.494, 37.8896
4.370000, 78.642, 35.4491
4.440000, 78.805, 32.6079
4.500000, 78.937, 30.1392
4.550000, 79.042, 28.0646
4.620000, 79.180, 25.1669
4.680000, 79.292, 22.7185
4.750000, 79.414, 19.9251
4.820000, 79.528, 17.1674
4.870000, 79.604, 15.1922
4.940000, 79.703, 12.4315
5.000000, 79.781, 10.0970
5.080000, 79.876, 7.0757
5.150000, 79.952, 4.5292
5.220000, 80.020, 2.0308
5.300000, 80.088, -0.7834
5.380000, 80.148, -3.5145
5.450000, 80.194, -5.7967
5.520000, 80.234, -7.9654
5.600000, 80.272, -10.3418
5.700000, 80.310, -13.1753
5.800000, 80.340, -15.8057
5.900000, 80.365, -18.1821
6.000000, 80.384, -20.3277
6.080000, 80.397, -21.8902
6.150000, 80.410, -23.1374
6.220000, 80.426, -24.2617
6.300000, 80.447, -25.3899
6.400000, 80.478, -26.5782
6.500000, 80.521, -27.5471
6.600000, 80.581, -28.3130
6.700000, 80.661, -28.8650
6.800000, 80.758, -29.2214
6.900000, 80.879, -29.4394
7.000000, 81.025, -29.5527
7.100000, 81.197, -29.5545
7.200000, 81.392, -29.4808
7.300000, 81.609, -29.3911
7.400000, 81.848, -29.3046
7.500000, 82.107, -29.2166
7.620000, 82.439, -29.1539
7.750000, 82.815, -29.1893
7.880000, 83.208, -29.3201
8.000000, 83.577, -29.5383
8.120000, 83.946, -29.8648
8.250000, 84.346, -30.3233
8.380000, 84.739, -30.8804
8.500000, 85.091, -31.4796
8.620000, 85.434, -32.1479
8.750000, 85.791, -32.9296
8.850000, 86.055, -33.5652
9.000000, 86.432, -34.5655
9.120000, 86.717, -35.3838
9.250000, 87.009, -36.2762
9.380000, 87.284, -37.1703
9.500000, 87.524, -37.9787
9.620000, 87.752, -38.7630
9.750000, 87.983, -39.5860
9.880000, 88.195, -40.3690
10.000000, 88.371, -41.0518
10.150000, 88.569, -41.8564
10.300000, 88.752, -42.6054
10.440000, 88.911, -43.2572
10.600000, 89.086, -43.9607
10.750000, 89.249, -44.5894
10.900000, 89.410, -45.1979
11.060000, 89.577, -45.8413
11.200000, 89.720, -46.4041
11.380000, 89.895, -47.1346
11.500000, 90.007, -47.6289
11.720000, 90.202, -48.5399
11.800000, 90.269, -48.8705
12.060000, 90.476, -49.9259
12.200000, 90.581, -50.4680
12.410000, 90.730, -51.2367
12.500000, 90.792, -51.5456
12.650000, 90.892, -52.0336
12.800000, 90.993, -52.4934
13.150000, 91.235, -53.4942
13.200000, 91.272, -53.6363
13.400000, 91.424, -54.2180
13.600000, 91.582, -54.8471
13.800000, 91.744, -55.5440
14.000000, 91.903, -56.3169
14.300000, 92.126, -57.6014
14.500000, 92.259, -58.5099
14.750000, 92.406, -59.6480
15.000000, 92.536, -60.7367
15.250000, 92.659, -61.7285
15.500000, 92.782, -62.6094
15.750000, 92.910, -63.3933
16.000000, 93.049, -64.1186
16.250000, 93.200, -64.8343
16.500000, 93.359, -65.5771
16.750000, 93.520, -66.3661
17.000000, 93.678, -67.1923
17.250000, 93.829, -68.0296
17.500000, 93.970, -68.8439
17.750000, 94.103, -69.6059
18.000000, 94.233, -70.3031
18.250000, 94.364, -70.9400
18.500000, 94.499, -71.5376
18.750000, 94.639, -72.1219
19.000000, 94.781, -72.7146
19.250000, 94.923, -73.3258
19.500000, 95.060, -73.9489
19.750000, 95.189, -74.5680
20.000000, 95.311, -75.1621
20.299999, 95.451, -75.8216
20.600000, 95.590, -76.4196
20.900000, 95.734, -76.9788
21.200001, 95.885, -77.5398
21.400000, 95.989, -77.9357
21.799999, 96.195, -78.8134
22.000000, 96.295, -79.2971
22.400000, 96.480, -80.3267
22.700001, 96.604, -81.1146
23.000000, 96.716, -81.8799
23.299999, 96.821, -82.5996
23.600000, 96.922, -83.2637
24.000000, 97.058, -84.0662
24.299999, 97.164, -84.6194
24.700001, 97.313, -85.3192
25.000000, 97.430, -85.8349
25.400000, 97.593, -86.5369
25.799999, 97.760, -87.2783
26.200001, 97.925, -88.0714
26.500000, 98.045, -88.6981
26.900000, 98.195, -89.5615
27.200001, 98.299, -90.2150
27.600000, 98.426, -91.0684
28.000000, 98.539, -91.8741
28.500000, 98.667, -92.7833
29.000000, 98.789, -93.5806
29.500000, 98.909, -94.2986
30.000000, 99.025, -94.9662
30.400000, 99.108, -95.4447
30.700001, 99.166, -95.7378
31.100000, 99.241, -95.9888
31.500000, 99.328, -96.0421
32.000000, 99.485, -95.8725
32.500000, 99.723, -95.6599
33.000000, 100.040, -95.7444
33.500000, 100.399, -96.3915
34.000000, 100.748, -97.6542
34.500000, 101.042, -99.3825
35.000000, 101.261, -101.3218
35.500000, 101.409, -103.2279
36.000000, 101.506, -104.9429
36.500000, 101.576, -106.4207
37.000000, 101.639, -107.7010
37.500000, 101.700, -108.8557
38.200001, 101.778, -110.3492
38.700001, 101.825, -111.3239
39.500000, 101.891, -112.6411
40.000000, 101.940, -113.3087
40.599998, 102.018, -114.0281
41.200001, 102.113, -114.7481
41.799999, 102.215, -115.4987
42.500000, 102.339, -116.3939
43.099998, 102.452, -117.1906
43.700001, 102.568, -118.0493
44.400002, 102.701, -119.1480
45.000000, 102.809, -120.1763
45.500000, 102.893, -121.1038
46.200001, 102.990, -122.4995
46.799999, 103.048, -123.7184
47.500000, 103.091, -125.0418
48.200001, 103.127, -126.2021
48.700001, 103.155, -126.9599
49.400002, 103.196, -127.9686
50.000000, 103.224, -128.7544
50.799999, 103.261, -129.5816
51.500000, 103.314, -130.1570
52.200001, 103.382, -130.7468
53.000000, 103.453, -131.4143
53.799999, 103.532, -132.0016
54.500000, 103.618, -132.5774
55.200001, 103.706, -133.2729
56.000000, 103.808, -134.1995
57.000000, 103.916, -135.6904
58.000000, 103.949, -137.0437
59.000000, 104.037, -137.8360
60.000000, 104.206, -139.0506
60.799999, 104.297, -140.3036
61.500000, 104.350, -141.2592
62.200001, 104.406, -142.1048
63.000000, 104.470, -143.0474
64.000000, 104.546, -144.1302
65.000000, 104.644, -145.1331
66.000000, 104.772, -146.1831
67.000000, 104.939, -147.3496
68.000000, 105.146, -148.8102
69.000000, 105.379, -150.6973
70.000000, 105.615, -153.1761
71.000000, 105.798, -156.3263
72.000000, 105.882, -159.9214
73.000000, 105.858, -163.7030
74.000000, 105.726, -167.4259
75.000000, 105.508, -170.8689
76.199997, 105.169, -174.4926
77.500000, 104.744, -177.6656
78.800003, 104.308, 179.9049
80.000000, 103.915, 178.1297
81.199997, 103.529, 176.6996
82.500000, 103.128, 175.4930
83.800003, 102.762, 174.5047
85.000000, 102.451, 173.6613
86.199997, 102.149, 172.9055
87.500000, 101.828, 172.2693
88.500000, 101.586, 171.9420
90.000000, 101.251, 171.6352
91.199997, 100.990, 171.2673
92.500000, 100.675, 170.9215
93.800003, 100.354, 170.7329
95.000000, 100.062, 170.6199
96.199997, 99.769, 170.4942
97.500000, 99.433, 170.3590
98.800003, 99.066, 170.4032
100.000000, 98.715, 170.6920
101.500000, 98.259, 171.3572
103.000000, 97.787, 172.5201
104.400002, 97.362, 174.0873
106.000000, 96.921, 176.3124
107.500000, 96.566, 178.7693
109.000000, 96.284, -178.4423
110.599998, 96.071, -175.2164
112.000000, 95.952, -172.3697
113.800003, 95.879, -168.8736
115.000000, 95.891, -166.8251
117.199997, 96.036, -164.1248
118.000000, 96.103, -163.5617
120.599998, 96.191, -161.6904
122.000000, 96.273, -160.0780
124.099998, 96.422, -158.3490
125.000000, 96.465, -157.8451
126.500000, 96.516, -157.1928
128.000000, 96.557, -156.7655
131.500000, 96.620, -155.9509
132.000000, 96.630, -155.8578
134.000000, 96.658, -155.5933
136.000000, 96.681, -155.5189
138.000000, 96.664, -155.5063
140.000000, 96.611, -155.1055
143.000000, 96.497, -154.5590
145.000000, 96.387, -154.5178
147.500000, 96.239, -154.5596
150.000000, 96.106, -154.2963
152.500000, 95.946, -153.9987
155.000000, 95.722, -153.6960
157.500000, 95.485, -153.2666
160.000000, 95.314, -152.5516
162.500000, 95.128, -152.2035
165.000000, 94.803, -151.0202
167.500000, 94.536, -149.4049
170.000000, 94.263, -148.1752
172.500000, 93.955, -147.2347
175.000000, 93.642, -146.3463
177.500000, 93.467, -144.8112
180.000000, 93.377, -143.1733
182.500000, 93.164, -141.4431
185.000000, 92.857, -139.5924
187.500000, 92.582, -138.1895
190.000000, 92.345, -136.9594
192.500000, 92.112, -135.5034
195.000000, 91.873, -134.0021
197.500000, 91.635, -132.5422
200.000000, 91.397, -130.9733
203.000000, 91.092, -128.9065
206.000000, 90.771, -126.7521
209.000000, 90.474, -124.4759
212.000000, 90.197, -122.1321
214.000000, 90.012, -120.5302
218.000000, 89.634, -117.2266
220.000000, 89.443, -115.4713
224.000000, 89.069, -111.8137
227.000000, 88.796, -108.9938
230.000000, 88.535, -106.1997
233.000000, 88.274, -103.4180
236.000000, 88.009, -100.4837
240.000000, 87.674, -96.4659
243.000000, 87.436, -93.6079
247.000000, 87.114, -89.6889
250.000000, 86.876, -86.6304
254.000000, 86.565, -82.4524
258.000000, 86.260, -78.1309
262.000000, 85.970, -73.5968
265.000000, 85.750, -70.1175
269.000000, 85.472, -65.6395
272.000000, 85.274, -62.1889
276.000000, 85.023, -57.1550
280.000000, 84.781, -52.0186
285.000000, 84.521, -45.2928
290.000000, 84.357, -38.3380
295.000000, 84.272, -31.8231
300.000000, 84.201, -25.7085
304.000000, 84.121, -20.8335
307.000000, 84.057, -16.9371
311.000000, 84.017, -11.3870
315.000000, 84.076, -5.7386
320.000000, 84.295, 0.5302
325.000000, 84.529, 5.4688
330.000000, 84.637, 9.5873
335.000000, 84.617, 13.6576
340.000000, 84.527, 18.0976
345.000000, 84.417, 22.9923
350.000000, 84.314, 28.2420
355.000000, 84.233, 33.7217
360.000000, 84.193, 39.2632
365.000000, 84.168, 44.6945
370.000000, 84.146, 50.0803
375.000000, 84.143, 55.5050
382.000000, 84.189, 63.0653
387.000000, 84.232, 68.2316
395.000000, 84.265, 76.3889
400.000000, 84.280, 81.5360
406.000000, 84.299, 87.6359
412.000000, 84.331, 93.7718
418.000000, 84.372, 99.9101
425.000000, 84.414, 106.9260
431.000000, 84.448, 112.9068
437.000000, 84.473, 118.9235
444.000000, 84.499, 126.0327
450.000000, 84.533, 132.1476
455.000000, 84.563, 137.2127
462.000000, 84.613, 144.3660
468.000000, 84.677, 150.5820
475.000000, 84.768, 157.7142
482.000000, 84.855, 164.5043
487.000000, 84.915, 169.2933
494.000000, 84.993, 176.0551
500.000000, 85.050, -178.1097
508.000000, 85.112, -170.2567
515.000000, 85.174, -163.4038
522.000000, 85.242, -156.5549
530.000000, 85.305, -148.6521
538.000000, 85.354, -140.6583
545.000000, 85.407, -133.6641
552.000000, 85.473, -126.6420
560.000000, 85.554, -118.5370
570.000000, 85.664, -108.3347
580.000000, 85.806, -98.1191
590.000000, 85.966, -87.7971
600.000000, 86.141, -77.5686
608.000000, 86.280, -69.4584
615.000000, 86.400, -62.3686
622.000000, 86.528, -55.2729
630.000000, 86.687, -47.1318
640.000000, 86.906, -37.0597
650.000000, 87.129, -27.0583
660.000000, 87.371, -16.9802
670.000000, 87.640, -6.9888
680.000000, 87.928, 2.8898
690.000000, 88.232, 12.6357
700.000000, 88.553, 22.2821
710.000000, 88.881, 31.7617
720.000000, 89.208, 41.0065
730.000000, 89.532, 50.0394
740.000000, 89.834, 58.9445
750.000000, 90.123, 67.7521
762.000000, 90.468, 78.1930
775.000000, 90.823, 89.3150
788.000000, 91.155, 100.2848
800.000000, 91.433, 110.3190
812.000000, 91.688, 120.2632
825.000000, 91.936, 131.0044
838.000000, 92.163, 141.7249
850.000000, 92.351, 151.6081
862.000000, 92.515, 161.5361
875.000000, 92.672, 172.3353
885.000000, 92.776, -179.3372
900.000000, 92.914, -166.7873
912.000000, 93.009, -156.7106
925.000000, 93.098, -145.7409
938.000000, 93.173, -134.6794
950.000000, 93.232, -124.4089
962.000000, 93.280, -114.0782
975.000000, 93.318, -102.8093
988.000000, 93.346, -91.4522
1000.000000, 93.366, -80.8868
1015.000000, 93.381, -67.5759
1030.000000, 93.385, -54.1515
1044.000000, 93.384, -41.4985
1060.000000, 93.384, -26.9106
1075.000000, 93.375, -13.0770
1090.000000, 93.368, 0.9550
1106.000000, 93.369, 16.0807
1120.000000, 93.376, 29.4839
1138.000000, 93.400, 47.0776
1150.000000, 93.441, 58.9990
1172.000000, 93.620, 81.0719
1180.000000, 93.721, 89.0461
1206.000000, 94.124, 114.2754
1220.000000, 94.345, 127.4434
1241.000000, 94.631, 146.9076
1250.000000, 94.733, 155.1962
1265.000000, 94.883, 168.9850
1280.000000, 95.009, -177.2100
1315.000000, 95.252, -144.6530
1320.000000, 95.284, -139.9550
1340.000000, 95.399, -121.0587
1360.000000, 95.489, -102.0333
1380.000000, 95.577, -82.8809
1400.000000, 95.687, -63.5948
1430.000000, 95.879, -34.6002
1450.000000, 96.022, -15.1595
1475.000000, 96.222, 9.2643
1500.000000, 96.442, 33.6929
1525.000000, 96.677, 58.0851
1550.000000, 96.919, 82.4070
1575.000000, 97.156, 106.5876
1600.000000, 97.378, 130.7098
1625.000000, 97.585, 154.8716
1650.000000, 97.782, 179.1499
1675.000000, 97.984, -156.4779
1700.000000, 98.194, -132.0697
1725.000000, 98.414, -107.6335
1750.000000, 98.642, -83.2716
1775.000000, 98.867, -58.9971
1800.000000, 99.082, -34.7003
1825.000000, 99.284, -10.3562
1850.000000, 99.472, 14.0298
1875.000000, 99.644, 38.5668
1900.000000, 99.820, 63.3663
1925.000000, 100.027, 88.2627
1950.000000, 100.264, 113.0293
1975.000000, 100.512, 137.6565
2000.000000, 100.756, 162.2261
2030.000000, 101.036, -168.3168
2060.000000, 101.306, -138.7878
2090.000000, 101.582, -109.1692
2120.000000, 101.864, -79.6005
2140.000000, 102.048, -59.9594
2180.000000, 102.401, -20.7083
2200.000000, 102.574, -1.0657
2240.000000, 102.912, 38.2086
2270.000000, 103.154, 67.6654
2300.000000, 103.387, 97.1709
2330.000000, 103.616, 126.7622
2360.000000, 103.850, 156.4521
2400.000000, 104.177, -163.9136
2430.000000, 104.434, -134.2070
2470.000000, 104.785, -94.6731
2500.000000, 105.049, -65.1082
2540.000000, 105.396, -25.7866
2580.000000, 105.723, 13.4707
2620.000000, 106.036, 52.7415
2650.000000, 106.264, 82.2256
2690.000000, 106.557, 121.5295
2720.000000, 106.765, 150.9482
2760.000000, 107.024, -169.8984
2800.000000, 107.263, -130.7129
2850.000000, 107.543, -81.5928
2900.000000, 107.803, -32.4438
2950.000000, 108.033, 16.6350
3000.000000, 108.240, 65.8225
3040.000000, 108.401, 105.3235
3070.000000, 108.522, 135.0146
3110.000000, 108.685, 174.6260
3150.000000, 108.859, -145.8379
3200.000000, 109.078, -96.6953
3250.000000, 109.261, -48.0339
3300.000000, 109.367, 0.1885
3350.000000, 109.378, 48.2686
3400.000000, 109.265, 96.3293
3450.000000, 108.985, 144.5718
3500.000000, 108.495, -166.2893
3550.000000, 107.845, -114.8909
3600.000000, 107.347, -60.3108
3650.000000, 107.341, -4.6118
3700.000000, 107.759, 49.4360
3750.000000, 108.326, 100.4438
3820.000000, 108.729, 167.3909
3870.000000, 108.552, -145.4941
3950.000000, 107.687, -67.8782
4000.000000, 106.973, -17.4429
4060.000000, 106.085, 44.7756
4120.000000, 105.228, 108.3931
4180.000000, 104.458, 172.4292
4250.000000, 103.736, -119.2957
4310.000000, 103.031, -75.8354
4370.000000, 102.472, -43.0718
4440.000000, 102.170, -7.7754
4500.000000, 102.091, 21.5229
4550.000000, 102.083, 45.1567
4620.000000, 102.065, 77.0488
4680.000000, 101.978, 103.5146
4750.000000, 101.757, 133.9653
4820.000000, 101.424, 164.4585
4870.000000, 101.157, -173.5015
4940.000000, 100.859, -142.1431
5000.000000, 100.832, -115.0986
5080.000000, 101.220, -80.1587
5150.000000, 101.795, -51.5942
5220.000000, 102.402, -25.0571
5300.000000, 103.016, 3.1250
5380.000000, 103.463, 29.2715
5450.000000, 103.637, 50.8345
5520.000000, 103.538, 71.6694
5600.000000, 103.072, 95.3350
5700.000000, 102.111, 125.7163
5800.000000, 101.034, 157.3467
5900.000000, 100.026, -170.3726
6000.000000, 99.102, -137.9585
6080.000000, 98.435, -111.5615
6150.000000, 97.925, -88.3506
6220.000000, 97.509, -65.2607
6300.000000, 97.182, -39.2642
6400.000000, 96.948, -7.7300
6500.000000, 96.714, 22.2012
6600.000000, 96.362, 50.9062
6700.000000, 95.909, 79.2441
6800.000000, 95.421, 107.6860
6900.000000, 94.975, 136.0625
7000.000000, 94.624, 163.8560
7100.000000, 94.397, -169.1484
7200.000000, 94.314, -142.2769
7300.000000, 94.342, -115.8413
7400.000000, 94.448, -90.2295
7500.000000, 94.629, -65.6865
7620.000000, 94.970, -37.8652
7750.000000, 95.487, -8.7764
7880.000000, 96.027, 19.0859
8000.000000, 96.535, 42.8394
8120.000000, 97.119, 64.7363
8250.000000, 97.900, 86.6714
8380.000000, 98.800, 106.2764
8500.000000, 99.570, 121.7520
8620.000000, 100.038, 134.9360
8750.000000, 100.001, 147.8145
8850.000000, 99.565, 157.2944
9000.000000, 98.394, 171.4458
9120.000000, 97.194, -176.4849
9250.000000, 95.829, -161.3013
9380.000000, 94.573, -146.1543
9500.000000, 93.648, -131.1963
9620.000000, 93.013, -116.5142
9750.000000, 92.611, -100.8906
9880.000000, 92.394, -85.8066
10000.000000, 92.263, -73.7793
10150.000000, 92.052, -59.4399
10300.000000, 91.708, -45.8154
10440.000000, 91.478, -34.6255
10600.000000, 92.024, -20.4634
10750.000000, 93.671, -10.6748
10900.000000, 95.842, -5.2446
11060.000000, 97.835, -5.1484
11200.000000, 98.759, -10.2744
11380.000000, 98.442, -18.6411
11500.000000, 97.371, -23.7012
11720.000000, 94.319, -53.5352
11800.000000, 93.012, -60.4854
12060.000000, 88.677, 47.0903
12200.000000, 87.212, 103.0957
12410.000000, 87.391, 179.1055
12500.000000, 87.758, -149.5859
12650.000000, 88.182, -99.1694
12800.000000, 88.329, -50.7344
13150.000000, 88.104, 60.0234
13200.000000, 88.045, 75.5430
13400.000000, 87.641, 136.9180
13600.000000, 86.746, -161.8218
13800.000000, 85.460, -101.9458
14000.000000, 84.288, -38.5874
14300.000000, 83.687, 56.8926
14500.000000, 84.136, 116.8594
14750.000000, 84.984, -177.2998
15000.000000, 85.058, -115.8872
15250.000000, 83.223, -57.6729
15500.000000, 79.320, 59.0889
15750.000000, 75.599, -165.4224
16000.000000, 74.551, -91.2607
16250.000000, 74.608, -19.4155
16500.000000, 74.376, 52.0312
16750.000000, 73.563, 123.6890
17000.000000, 73.083, -163.1421
17250.000000, 73.076, -91.5889
17500.000000, 71.467, -21.4893
17750.000000, 67.898, 56.3652
18000.000000, 63.624, 145.1221
18250.000000, 64.395, -112.2900
18500.000000, 70.037, -19.4468
18750.000000, 74.621, 58.3574
19000.000000, 77.583, 120.9326
19250.000000, 78.829, -179.9946
19500.000000, 78.545, -121.2588
19750.000000, 77.099, -61.1147
20000.000000, 74.748, 8.0186
20300.000000, 71.310, 86.3076
20600.000000, 67.853, -179.9912
20900.000000, 64.007, -86.6973
21200.000000, 59.607, 13.2021
21400.000000, 56.229, 80.5439
21800.000000, 47.530, -125.7002
22000.000000, 42.298, 66.6777
22400.000000, 32.685, 104.7510
22700.000000, 28.977, -40.9443
23000.000000, 25.185, -147.8887
23300.000000, 20.803, -98.2598
23600.000000, 18.430, -26.3018
24000.000000, 18.201, -47.5596
