* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -11.6 dBFS, measurement signal peak level -11.6 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:17:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.3938 ms (-1.164 m, -(3 ft 9.8 in)) using IR start time relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,053.9 ppm
49.400002, 99.460, -122.0952
50.000000, 99.519, -123.1894
50.799999, 99.584, -124.8616
51.500000, 99.598, -126.3027
52.200001, 99.603, -127.5610
53.000000, 99.616, -128.9465
53.799999, 99.619, -130.2919
54.500000, 99.626, -131.3996
55.200001, 99.636, -132.4848
56.000000, 99.664, -133.6471
57.000000, 99.749, -135.5440
58.000000, 99.666, -138.0551
59.000000, 99.426, -138.8835
60.000000, 99.433, -138.7656
60.799999, 99.499, -139.5767
61.500000, 99.482, -140.5200
62.200001, 99.437, -141.2927
63.000000, 99.387, -142.1025
64.000000, 99.320, -143.1942
65.000000, 99.246, -144.4777
66.000000, 99.124, -145.9524
67.000000, 98.949, -147.2733
68.000000, 98.747, -148.3076
69.000000, 98.539, -148.9762
70.000000, 98.353, -149.3545
71.000000, 98.191, -149.5755
72.000000, 98.052, -149.7509
73.000000, 97.910, -149.9549
74.000000, 97.760, -149.9258
75.000000, 97.651, -149.7493
76.199997, 97.543, -149.7476
77.500000, 97.414, -149.8155
78.800003, 97.275, -149.8269
80.000000, 97.159, -149.6795
81.199997, 97.069, -149.4933
82.500000, 96.991, -149.2911
83.800003, 96.921, -149.0996
85.000000, 96.858, -148.8769
86.199997, 96.809, -148.6790
87.500000, 96.766, -148.6907
88.500000, 96.724, -148.8886
90.000000, 96.639, -149.1526
91.199997, 96.621, -149.2867
92.500000, 96.621, -149.8252
93.800003, 96.593, -150.4627
95.000000, 96.538, -151.1656
96.199997, 96.433, -151.9499
97.500000, 96.258, -152.9396
98.800003, 96.008, -154.0138
100.000000, 95.724, -155.0257
101.500000, 95.295, -156.1556
103.000000, 94.812, -156.8970
104.400002, 94.291, -157.1410
106.000000, 93.591, -156.3745
107.500000, 92.874, -154.3098
109.000000, 92.169, -150.9487
110.599998, 91.533, -146.0658
112.000000, 91.160, -141.0195
113.800003, 90.982, -134.0504
115.000000, 91.030, -129.4137
117.199997, 91.341, -121.2133
118.000000, 91.527, -118.4194
120.599998, 92.248, -113.2483
122.000000, 92.446, -112.1710
124.099998, 92.793, -110.3242
125.000000, 92.973, -109.7143
126.500000, 93.280, -108.5500
128.000000, 93.587, -107.2623
131.500000, 94.160, -104.5855
132.000000, 94.230, -104.3629
134.000000, 94.481, -103.8966
136.000000, 94.722, -103.7084
138.000000, 94.970, -103.3965
140.000000, 95.242, -102.9801
143.000000, 95.589, -102.9117
145.000000, 95.743, -103.0509
147.500000, 95.875, -103.1434
150.000000, 95.949, -103.0956
152.500000, 95.983, -102.9449
155.000000, 96.047, -103.0575
157.500000, 96.155, -103.6419
160.000000, 96.297, -103.7411
162.500000, 96.415, -103.9014
165.000000, 96.258, -104.1840
167.500000, 96.041, -103.9533
170.000000, 95.898, -104.0607
172.500000, 95.803, -104.0945
175.000000, 95.669, -103.9180
177.500000, 95.490, -103.4528
180.000000, 95.292, -102.8963
182.500000, 95.091, -102.0184
185.000000, 94.900, -101.0781
187.500000, 94.710, -100.1129
190.000000, 94.535, -99.1393
192.500000, 94.350, -98.1629
195.000000, 94.149, -97.0216
197.500000, 93.960, -95.6348
200.000000, 93.792, -94.1642
203.000000, 93.583, -92.4115
206.000000, 93.365, -90.6510
209.000000, 93.146, -88.8806
212.000000, 92.922, -87.0302
214.000000, 92.773, -85.7160
218.000000, 92.481, -82.9475
220.000000, 92.340, -81.5065
224.000000, 92.075, -78.4987
227.000000, 91.889, -76.1627
230.000000, 91.699, -73.8886
233.000000, 91.497, -71.6622
236.000000, 91.298, -69.3234
240.000000, 91.041, -65.9147
243.000000, 90.860, -63.2906
247.000000, 90.627, -59.7135
250.000000, 90.474, -57.0356
254.000000, 90.303, -53.5473
258.000000, 90.120, -49.9901
262.000000, 89.912, -46.3475
265.000000, 89.766, -43.7211
269.000000, 89.586, -40.1090
272.000000, 89.440, -37.1676
276.000000, 89.235, -33.1432
280.000000, 89.039, -29.1973
285.000000, 88.804, -24.1038
290.000000, 88.583, -18.7984
295.000000, 88.368, -13.3074
300.000000, 88.152, -7.5725
304.000000, 87.985, -2.7122
307.000000, 87.881, 1.1755
311.000000, 87.797, 6.7079
315.000000, 87.817, 12.5238
320.000000, 88.027, 19.4793
325.000000, 88.360, 25.0902
330.000000, 88.639, 29.1970
335.000000, 88.774, 32.7680
340.000000, 88.797, 36.5660
345.000000, 88.776, 40.7085
350.000000, 88.751, 45.1672
355.000000, 88.729, 49.7693
360.000000, 88.710, 54.4105
365.000000, 88.715, 59.1849
370.000000, 88.752, 63.9902
375.000000, 88.805, 68.5104
382.000000, 88.834, 74.4727
387.000000, 88.820, 78.8279
395.000000, 88.785, 86.0990
400.000000, 88.768, 90.7265
406.000000, 88.754, 96.2750
412.000000, 88.752, 101.8519
418.000000, 88.757, 107.4651
425.000000, 88.765, 114.0120
431.000000, 88.772, 119.5969
437.000000, 88.776, 125.1901
444.000000, 88.782, 131.7974
450.000000, 88.792, 137.5220
455.000000, 88.807, 142.3343
462.000000, 88.849, 149.0672
468.000000, 88.903, 154.7688
475.000000, 88.968, 161.2577
482.000000, 89.020, 167.6561
487.000000, 89.049, 172.2451
494.000000, 89.081, 178.7007
500.000000, 89.107, -175.7386
508.000000, 89.146, -168.2614
515.000000, 89.187, -161.6742
522.000000, 89.233, -155.0593
530.000000, 89.291, -147.5045
538.000000, 89.354, -139.9686
545.000000, 89.413, -133.4052
552.000000, 89.476, -126.8618
560.000000, 89.548, -119.3658
570.000000, 89.641, -109.9313
580.000000, 89.751, -100.4310
590.000000, 89.887, -91.0231
600.000000, 90.022, -81.8085
608.000000, 90.120, -74.5238
615.000000, 90.200, -68.1805
622.000000, 90.275, -61.8468
630.000000, 90.355, -54.5964
640.000000, 90.449, -45.4963
650.000000, 90.537, -36.3629
660.000000, 90.627, -27.2180
670.000000, 90.724, -18.1194
680.000000, 90.814, -9.1078
690.000000, 90.887, -0.0802
700.000000, 90.955, 9.0347
710.000000, 91.033, 18.1312
720.000000, 91.108, 27.2863
730.000000, 91.179, 36.4828
740.000000, 91.251, 45.7125
750.000000, 91.325, 54.9710
762.000000, 91.413, 66.0965
775.000000, 91.507, 78.1962
788.000000, 91.604, 90.2979
800.000000, 91.699, 101.4677
812.000000, 91.794, 112.6384
825.000000, 91.898, 124.7404
838.000000, 92.001, 136.8312
850.000000, 92.101, 147.9918
862.000000, 92.204, 159.1704
875.000000, 92.316, 171.2827
885.000000, 92.403, -179.3980
900.000000, 92.534, -165.4589
912.000000, 92.638, -154.3341
925.000000, 92.746, -142.3000
938.000000, 92.851, -130.2721
950.000000, 92.946, -119.1815
962.000000, 93.040, -108.1173
975.000000, 93.136, -96.1572
988.000000, 93.223, -84.2056
1000.000000, 93.299, -73.1668
1015.000000, 93.391, -59.3815
1030.000000, 93.474, -45.6160
1044.000000, 93.545, -32.7164
1060.000000, 93.620, -17.9153
1075.000000, 93.682, -4.0056
1090.000000, 93.741, 9.9404
1106.000000, 93.808, 24.8464
1120.000000, 93.868, 37.9257
1138.000000, 93.945, 54.7598
1150.000000, 93.996, 65.9708
1172.000000, 94.087, 86.4156
1180.000000, 94.110, 93.7767
1206.000000, 94.089, 117.6190
1220.000000, 94.029, 130.8594
1241.000000, 93.965, 151.5297
1250.000000, 93.964, 160.5282
1265.000000, 93.992, 175.4995
1280.000000, 94.041, -169.6283
1315.000000, 94.170, -135.1194
1320.000000, 94.188, -130.1930
1340.000000, 94.254, -110.4828
1360.000000, 94.302, -90.7467
1380.000000, 94.350, -70.9668
1400.000000, 94.416, -51.1699
1430.000000, 94.527, -21.4988
1450.000000, 94.600, -1.7155
1475.000000, 94.679, 23.0962
1500.000000, 94.747, 48.0073
1525.000000, 94.801, 73.0001
1550.000000, 94.844, 98.0847
1575.000000, 94.879, 123.2700
1600.000000, 94.906, 148.5608
1625.000000, 94.920, 173.9510
1650.000000, 94.914, -160.5171
1675.000000, 94.881, -134.7477
1700.000000, 94.818, -108.5845
1725.000000, 94.725, -81.7905
1750.000000, 94.624, -53.8763
1775.000000, 94.620, -23.9270
1800.000000, 95.012, 8.9858
1825.000000, 96.196, 42.6936
1850.000000, 97.948, 69.8595
1875.000000, 99.322, 88.4004
1900.000000, 99.849, 104.5217
1925.000000, 99.793, 123.0193
1950.000000, 99.536, 144.7609
1975.000000, 99.315, 168.8254
2000.000000, 99.213, -166.0969
2030.000000, 99.211, -135.9436
2060.000000, 99.242, -105.9929
2090.000000, 99.271, -75.8483
2120.000000, 99.309, -45.5184
2140.000000, 99.339, -25.2461
2180.000000, 99.412, 15.4698
2200.000000, 99.452, 35.8574
2240.000000, 99.544, 76.7812
2270.000000, 99.630, 107.6360
2300.000000, 99.724, 138.5403
2330.000000, 99.823, 169.4465
2360.000000, 99.927, -159.6760
2400.000000, 100.067, -118.5732
2430.000000, 100.173, -87.7419
2470.000000, 100.315, -46.6384
2500.000000, 100.414, -15.8281
2540.000000, 100.536, 25.2473
2580.000000, 100.638, 66.3506
2620.000000, 100.710, 107.5513
2650.000000, 100.749, 138.5918
2690.000000, 100.782, -179.8818
2720.000000, 100.792, -148.6836
2760.000000, 100.797, -106.8621
2800.000000, 100.814, -64.6094
2850.000000, 100.876, -11.3218
2900.000000, 101.000, 42.1418
2950.000000, 101.181, 95.4170
3000.000000, 101.388, 148.2253
3040.000000, 101.537, -169.9287
3070.000000, 101.628, -138.5952
3110.000000, 101.739, -96.7214
3150.000000, 101.848, -54.9854
3200.000000, 101.940, -3.3750
3250.000000, 101.921, 47.8647
3300.000000, 101.780, 99.5469
3350.000000, 101.590, 152.3179
3400.000000, 101.432, -154.4336
3450.000000, 101.264, -101.7866
3500.000000, 100.985, -49.7451
3550.000000, 100.526, 2.6116
3600.000000, 99.908, 56.5374
3650.000000, 99.229, 112.9163
3700.000000, 98.691, 173.5522
3750.000000, 98.696, -121.3262
3820.000000, 99.598, -37.2275
3870.000000, 100.187, 15.7461
3950.000000, 100.405, 97.8796
4000.000000, 100.232, 151.3755
4060.000000, 100.035, -145.5740
4120.000000, 99.758, -95.6926
4180.000000, 99.456, -55.9172
4250.000000, 99.391, -11.4170
4310.000000, 99.597, 27.1914
4370.000000, 99.988, 65.1929
4440.000000, 100.619, 107.9683
4500.000000, 101.253, 142.9858
4550.000000, 101.796, 170.9146
4620.000000, 102.505, -151.6860
4680.000000, 103.027, -120.8184
4750.000000, 103.499, -85.7725
4820.000000, 103.820, -51.4282
4870.000000, 103.962, -27.1362
4940.000000, 104.064, 6.8760
5000.000000, 104.099, 36.2769
5080.000000, 104.169, 75.9365
5150.000000, 104.323, 110.4595
5220.000000, 104.512, 144.0483
5300.000000, 104.724, -178.5400
5380.000000, 104.930, -142.3091
5450.000000, 105.054, -111.8589
5520.000000, 105.040, -82.5312
5600.000000, 104.774, -49.6787
5700.000000, 104.067, -7.8159
5800.000000, 103.222, 36.3613
5900.000000, 102.507, 81.9858
6000.000000, 101.950, 127.6631
6080.000000, 101.580, 163.9224
6150.000000, 101.302, -164.5791
6220.000000, 101.064, -133.3086
6300.000000, 100.841, -97.9287
6400.000000, 100.627, -54.5796
6500.000000, 100.402, -12.5122
6600.000000, 100.067, 28.6514
6700.000000, 99.641, 69.8691
6800.000000, 99.246, 111.4487
6900.000000, 98.971, 152.9463
7000.000000, 98.811, -165.9233
7100.000000, 98.719, -125.3315
7200.000000, 98.683, -85.2310
7300.000000, 98.695, -45.6753
7400.000000, 98.755, -6.9644
7500.000000, 98.876, 30.8301
7620.000000, 99.126, 74.9834
7750.000000, 99.463, 120.7671
7880.000000, 99.590, 163.9302
8000.000000, 99.372, -157.7134
8120.000000, 98.810, -119.2358
8250.000000, 97.945, -75.8213
8380.000000, 97.138, -29.8213
8500.000000, 96.809, 14.1240
8620.000000, 97.055, 57.1230
8750.000000, 97.748, 100.0479
8850.000000, 98.298, 129.9624
9000.000000, 98.763, 170.9214
9120.000000, 98.728, -157.8076
9250.000000, 98.317, -123.8628
9380.000000, 97.616, -89.0117
9500.000000, 96.872, -55.5303
9620.000000, 96.220, -20.8975
9750.000000, 95.763, 17.3525
9880.000000, 95.675, 55.4917
10000.000000, 95.927, 89.4360
10150.000000, 96.486, 128.7764
10300.000000, 97.018, 164.5269
10440.000000, 97.288, -164.6187
10600.000000, 97.265, -131.3379
10750.000000, 96.936, -101.3701
10900.000000, 96.221, -71.6426
11060.000000, 94.923, -37.6523
11200.000000, 93.707, -0.5312
11380.000000, 93.241, 63.3447
11500.000000, 93.456, 109.7812
11720.000000, 93.322, -170.0947
11800.000000, 92.847, -142.2891
12060.000000, 89.057, -44.0376
12200.000000, 86.833, 33.6011
12410.000000, 88.673, 153.2500
12500.000000, 90.101, -170.3115
12650.000000, 91.795, -116.9243
12800.000000, 92.646, -66.3330
13150.000000, 92.973, 52.1826
13200.000000, 92.937, 69.1250
13400.000000, 92.634, 136.2793
13600.000000, 92.009, -157.4180
13800.000000, 91.082, -91.6064
14000.000000, 89.764, -26.4111
14300.000000, 86.678, 74.6880
14500.000000, 84.561, 147.3032
14750.000000, 83.679, -124.9551
15000.000000, 84.360, -57.5278
15250.000000, 84.276, -22.1006
15500.000000, 82.232, -23.7754
15750.000000, 78.381, 4.3848
16000.000000, 74.099, 80.5029
16250.000000, 73.412, 177.9424
16500.000000, 74.740, -91.3525
16750.000000, 76.017, -3.9229
17000.000000, 77.699, 79.1406
17250.000000, 78.860, 153.4541
17500.000000, 77.941, -137.0469
17750.000000, 74.311, -53.8936
18000.000000, 71.493, 67.8594
18250.000000, 73.862, 174.5039
18500.000000, 76.351, -101.9951
18750.000000, 77.918, -23.7373
19000.000000, 78.993, 52.7500
19250.000000, 79.447, 127.3955
19500.000000, 79.057, -157.9453
19750.000000, 78.150, -81.2432
20000.000000, 77.018, -3.0801
20300.000000, 75.292, 91.0586
20600.000000, 72.878, -175.3701
20900.000000, 69.291, -81.4766
21200.000000, 64.281, 15.7139
21400.000000, 60.128, 84.6924
21800.000000, 50.316, -123.6338
22000.000000, 45.303, -48.4268
22400.000000, 37.069, 92.4805
22700.000000, 32.321, -166.3701
23000.000000, 27.793, -75.0400
23300.000000, 22.978, 13.2969
23600.000000, 19.228, 113.3428
24000.000000, 17.509, -83.0820
