* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -10.4 dBFS, measurement signal peak level -10.3 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -14.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:16:21 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -3.1059 ms (-1.065 m, -(3 ft 5.9 in)) using IR start time relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,074.5 ppm
53.000000, 95.599, -152.3893
53.799999, 95.590, -152.2893
54.500000, 95.585, -152.1601
55.200001, 95.588, -152.0314
56.000000, 95.600, -151.9187
57.000000, 95.616, -152.0031
58.000000, 95.558, -152.0363
59.000000, 95.519, -151.2750
60.000000, 95.612, -150.6678
60.799999, 95.675, -150.7234
61.500000, 95.692, -150.7816
62.200001, 95.706, -150.7435
63.000000, 95.729, -150.7249
64.000000, 95.752, -150.7687
65.000000, 95.772, -150.8705
66.000000, 95.777, -151.0358
67.000000, 95.767, -151.1493
68.000000, 95.751, -151.1984
69.000000, 95.731, -151.1842
70.000000, 95.711, -151.1209
71.000000, 95.691, -151.0236
72.000000, 95.674, -150.8873
73.000000, 95.664, -150.7635
74.000000, 95.655, -150.6963
75.000000, 95.639, -150.6382
76.199997, 95.619, -150.5390
77.500000, 95.594, -150.4262
78.800003, 95.561, -150.2757
80.000000, 95.529, -150.0486
81.199997, 95.502, -149.7712
82.500000, 95.482, -149.4362
83.800003, 95.474, -149.1057
85.000000, 95.474, -148.8362
86.199997, 95.479, -148.5975
87.500000, 95.490, -148.3760
88.500000, 95.501, -148.2529
90.000000, 95.519, -148.1176
91.199997, 95.542, -148.0603
92.500000, 95.568, -148.1237
93.800003, 95.588, -148.2903
95.000000, 95.597, -148.5244
96.199997, 95.597, -148.8409
97.500000, 95.581, -149.2826
98.800003, 95.544, -149.8163
100.000000, 95.485, -150.3782
101.500000, 95.369, -151.1121
103.000000, 95.205, -151.8143
104.400002, 95.006, -152.3869
106.000000, 94.726, -152.8254
107.500000, 94.422, -152.8990
109.000000, 94.093, -152.5305
110.599998, 93.739, -151.5967
112.000000, 93.449, -150.3403
113.800003, 93.137, -148.3452
115.000000, 92.978, -146.9410
117.199997, 92.789, -144.5726
118.000000, 92.737, -143.8635
120.599998, 92.527, -141.3438
122.000000, 92.440, -139.6521
124.099998, 92.330, -137.3110
125.000000, 92.281, -136.3699
126.500000, 92.196, -134.8479
128.000000, 92.120, -133.3020
131.500000, 92.013, -129.6427
132.000000, 92.003, -129.1033
134.000000, 91.972, -126.9341
136.000000, 91.953, -124.8248
138.000000, 91.952, -122.7626
140.000000, 91.972, -120.8107
143.000000, 92.020, -117.9966
145.000000, 92.059, -116.1307
147.500000, 92.121, -113.9139
150.000000, 92.188, -111.8326
152.500000, 92.259, -109.8077
155.000000, 92.333, -107.8336
157.500000, 92.408, -105.9880
160.000000, 92.479, -104.3933
162.500000, 92.546, -102.8428
165.000000, 92.646, -101.2104
167.500000, 92.746, -99.7085
170.000000, 92.819, -98.3069
172.500000, 92.867, -97.0173
175.000000, 92.906, -95.7495
177.500000, 92.943, -94.4842
180.000000, 92.971, -93.2568
182.500000, 92.994, -92.0713
185.000000, 93.011, -90.9142
187.500000, 93.023, -89.7446
190.000000, 93.023, -88.6154
192.500000, 93.011, -87.5197
195.000000, 92.988, -86.3918
197.500000, 92.960, -85.1876
200.000000, 92.931, -83.9420
203.000000, 92.892, -82.4479
206.000000, 92.844, -80.9467
209.000000, 92.788, -79.4517
212.000000, 92.727, -77.9456
214.000000, 92.682, -76.9031
218.000000, 92.578, -74.7283
220.000000, 92.522, -73.6128
224.000000, 92.409, -71.2980
227.000000, 92.328, -69.4851
230.000000, 92.252, -67.6371
233.000000, 92.176, -65.7857
236.000000, 92.089, -63.9357
240.000000, 91.957, -61.4610
243.000000, 91.854, -59.5569
247.000000, 91.724, -56.8436
250.000000, 91.634, -54.7172
254.000000, 91.532, -51.8296
258.000000, 91.445, -48.9778
262.000000, 91.356, -46.1888
265.000000, 91.286, -44.1265
269.000000, 91.186, -41.3738
272.000000, 91.110, -39.3099
276.000000, 91.005, -36.5526
280.000000, 90.899, -33.7785
285.000000, 90.757, -30.2924
290.000000, 90.597, -26.7509
295.000000, 90.407, -23.2347
300.000000, 90.182, -19.6299
304.000000, 89.983, -16.5533
307.000000, 89.816, -14.0580
311.000000, 89.579, -10.3485
315.000000, 89.363, -6.0721
320.000000, 89.208, -0.0576
325.000000, 89.233, 5.8602
330.000000, 89.363, 10.7902
335.000000, 89.462, 14.8080
340.000000, 89.478, 18.5001
345.000000, 89.430, 22.2676
350.000000, 89.351, 26.2062
355.000000, 89.264, 30.3280
360.000000, 89.168, 34.6046
365.000000, 89.071, 39.1477
370.000000, 89.012, 43.9463
375.000000, 89.007, 48.5992
382.000000, 88.994, 54.5746
387.000000, 88.954, 58.7977
395.000000, 88.870, 65.7916
400.000000, 88.823, 70.2877
406.000000, 88.779, 75.7469
412.000000, 88.746, 81.1755
418.000000, 88.718, 86.5795
425.000000, 88.691, 92.8770
431.000000, 88.670, 98.2697
437.000000, 88.650, 103.6815
444.000000, 88.632, 110.0408
450.000000, 88.617, 115.5261
455.000000, 88.609, 120.1489
462.000000, 88.615, 126.6931
468.000000, 88.640, 132.3010
475.000000, 88.685, 138.7156
482.000000, 88.726, 144.9222
487.000000, 88.749, 149.2977
494.000000, 88.772, 155.4539
500.000000, 88.787, 160.7861
508.000000, 88.808, 167.9629
515.000000, 88.831, 174.2735
522.000000, 88.857, -179.4127
530.000000, 88.893, -172.1916
538.000000, 88.935, -164.9517
545.000000, 88.972, -158.6120
552.000000, 89.011, -152.2689
560.000000, 89.058, -145.0096
570.000000, 89.121, -135.8936
580.000000, 89.195, -126.6624
590.000000, 89.302, -117.4119
600.000000, 89.425, -108.3647
608.000000, 89.519, -101.2350
615.000000, 89.598, -95.0296
622.000000, 89.673, -88.8506
630.000000, 89.755, -81.8045
640.000000, 89.854, -72.9705
650.000000, 89.951, -64.0880
660.000000, 90.050, -55.2120
670.000000, 90.155, -46.4051
680.000000, 90.263, -37.6793
690.000000, 90.363, -28.9783
700.000000, 90.458, -20.2390
710.000000, 90.549, -11.4777
720.000000, 90.638, -2.7169
730.000000, 90.728, 6.0460
740.000000, 90.815, 14.8254
750.000000, 90.902, 23.6326
762.000000, 91.009, 34.2147
775.000000, 91.120, 45.6425
788.000000, 91.227, 57.0745
800.000000, 91.328, 67.6226
812.000000, 91.429, 78.2304
825.000000, 91.542, 89.7622
838.000000, 91.659, 101.2784
850.000000, 91.765, 111.9173
862.000000, 91.870, 122.5476
875.000000, 91.986, 134.0640
885.000000, 92.079, 142.9244
900.000000, 92.221, 156.1822
912.000000, 92.334, 166.7606
925.000000, 92.455, 178.1967
938.000000, 92.577, -170.3687
950.000000, 92.689, -159.8065
962.000000, 92.801, -149.2562
975.000000, 92.919, -137.8564
988.000000, 93.030, -126.4855
1000.000000, 93.128, -116.0198
1015.000000, 93.245, -102.9656
1030.000000, 93.356, -89.9159
1044.000000, 93.452, -77.7260
1060.000000, 93.553, -63.7939
1075.000000, 93.645, -50.7199
1090.000000, 93.740, -37.6558
1106.000000, 93.842, -23.6893
1120.000000, 93.930, -11.4088
1138.000000, 94.043, 4.3762
1150.000000, 94.120, 14.8677
1172.000000, 94.252, 33.9247
1180.000000, 94.289, 40.7442
1206.000000, 94.306, 62.7330
1220.000000, 94.248, 74.9611
1241.000000, 94.175, 94.2594
1250.000000, 94.173, 102.7253
1265.000000, 94.203, 116.8363
1280.000000, 94.259, 130.8364
1315.000000, 94.409, 163.2066
1320.000000, 94.430, 167.8199
1340.000000, 94.505, -173.7414
1360.000000, 94.557, -155.3026
1380.000000, 94.607, -136.8111
1400.000000, 94.675, -118.2769
1430.000000, 94.788, -90.4626
1450.000000, 94.858, -71.9635
1475.000000, 94.930, -48.8342
1500.000000, 94.983, -25.6190
1525.000000, 95.021, -2.2556
1550.000000, 95.046, 21.2419
1575.000000, 95.061, 44.8467
1600.000000, 95.065, 68.5544
1625.000000, 95.055, 92.3850
1650.000000, 95.025, 116.3729
1675.000000, 94.966, 140.5964
1700.000000, 94.873, 165.1820
1725.000000, 94.746, -169.5980
1750.000000, 94.605, -143.2583
1775.000000, 94.543, -114.9128
1800.000000, 94.829, -83.5764
1825.000000, 95.841, -51.0073
1850.000000, 97.440, -23.9979
1875.000000, 98.841, -4.9663
1900.000000, 99.594, 10.8765
1925.000000, 99.771, 27.3746
1950.000000, 99.607, 46.3784
1975.000000, 99.372, 68.0791
2000.000000, 99.228, 91.2957
2030.000000, 99.178, 119.5193
2060.000000, 99.172, 147.6617
2090.000000, 99.167, 176.0050
2120.000000, 99.174, -155.4792
2140.000000, 99.183, -136.4000
2180.000000, 99.213, -98.0051
2200.000000, 99.234, -78.6650
2240.000000, 99.302, -39.8539
2270.000000, 99.367, -10.7162
2300.000000, 99.436, 18.5219
2330.000000, 99.520, 47.7091
2360.000000, 99.607, 76.8793
2400.000000, 99.724, 115.8273
2430.000000, 99.817, 145.0244
2470.000000, 99.937, -176.0015
2500.000000, 100.027, -146.8156
2540.000000, 100.135, -107.9810
2580.000000, 100.225, -69.1112
2620.000000, 100.294, -30.1780
2650.000000, 100.326, -0.8802
2690.000000, 100.349, 38.3484
2720.000000, 100.357, 67.9628
2760.000000, 100.367, 107.8135
2800.000000, 100.399, 148.1316
2850.000000, 100.493, -161.0825
2900.000000, 100.660, -110.3569
2950.000000, 100.886, -60.0596
3000.000000, 101.119, -10.4739
3040.000000, 101.272, 28.8079
3070.000000, 101.362, 58.2915
3110.000000, 101.468, 97.7874
3150.000000, 101.577, 137.2715
3200.000000, 101.701, -173.7874
3250.000000, 101.812, -126.7830
3300.000000, 101.758, -89.1104
3350.000000, 101.478, -61.2920
3400.000000, 101.302, -37.0151
3450.000000, 101.165, -13.9175
3500.000000, 100.926, 8.4878
3550.000000, 100.506, 30.9260
3600.000000, 99.929, 54.4492
3650.000000, 99.300, 79.8303
3700.000000, 98.815, 108.0754
3750.000000, 98.872, 138.5557
3820.000000, 99.830, 175.7402
3870.000000, 100.454, -163.1914
3950.000000, 100.729, -132.4475
4000.000000, 100.562, -112.2476
4060.000000, 100.294, -86.1958
4120.000000, 100.098, -59.1240
4180.000000, 99.995, -31.4917
4250.000000, 100.059, 1.4045
4310.000000, 100.335, 29.4463
4370.000000, 100.798, 56.5950
4440.000000, 101.512, 86.6221
4500.000000, 102.206, 110.6990
4550.000000, 102.791, 129.5352
4620.000000, 103.542, 154.2239
4680.000000, 104.080, 174.1514
4750.000000, 104.563, -163.5879
4820.000000, 104.889, -141.9878
4870.000000, 105.035, -126.7473
4940.000000, 105.144, -105.3311
5000.000000, 105.187, -86.6938
5080.000000, 105.273, -61.4072
5150.000000, 105.459, -39.6008
5220.000000, 105.693, -18.7842
5300.000000, 105.962, 4.0005
5380.000000, 106.222, 25.4817
5450.000000, 106.383, 42.9565
5520.000000, 106.384, 59.2759
5600.000000, 106.078, 77.1748
5700.000000, 105.252, 100.5227
5800.000000, 104.258, 126.5439
5900.000000, 103.418, 154.1775
6000.000000, 102.768, -177.8662
6080.000000, 102.349, -155.6787
6150.000000, 102.036, -136.4585
6220.000000, 101.772, -117.4539
6300.000000, 101.530, -96.1919
6400.000000, 101.298, -70.6416
6500.000000, 101.063, -46.4502
6600.000000, 100.717, -23.1580
6700.000000, 100.276, 0.2788
6800.000000, 99.866, 24.2183
6900.000000, 99.577, 48.0801
7000.000000, 99.410, 71.3989
7100.000000, 99.312, 94.1348
7200.000000, 99.269, 116.2896
7300.000000, 99.280, 137.8486
7400.000000, 99.344, 158.7043
7500.000000, 99.482, 178.7422
7620.000000, 99.767, -158.6216
7750.000000, 100.144, -136.4988
7880.000000, 100.305, -117.0825
8000.000000, 100.094, -100.6951
8120.000000, 99.508, -84.3237
8250.000000, 98.588, -64.8650
8380.000000, 97.719, -42.5508
8500.000000, 97.342, -20.3066
8620.000000, 97.564, 1.0576
8750.000000, 98.253, 20.7041
8850.000000, 98.803, 33.1064
9000.000000, 99.250, 51.7568
9120.000000, 99.247, 75.1802
9250.000000, 98.934, 111.7852
9380.000000, 98.286, 154.0078
9500.000000, 97.566, -164.1943
9620.000000, 96.919, -120.3892
9750.000000, 96.449, -71.4521
9880.000000, 96.339, -21.8691
10000.000000, 96.567, 22.8545
10150.000000, 97.094, 75.5273
10300.000000, 97.595, 124.4131
10440.000000, 97.840, 167.6069
10600.000000, 97.782, -144.5742
10750.000000, 97.402, -100.6338
10900.000000, 96.626, -57.0796
11060.000000, 95.267, -8.0640
11200.000000, 94.029, 41.0254
11380.000000, 93.500, 107.2080
11500.000000, 93.649, 145.9966
11720.000000, 93.326, -153.7656
11800.000000, 92.741, -133.5684
12060.000000, 88.555, -60.1777
12200.000000, 86.192, 12.8955
12410.000000, 88.026, 128.7925
12500.000000, 89.462, 156.7524
12650.000000, 91.152, -163.3271
12800.000000, 91.982, -125.2852
13150.000000, 92.228, -33.4688
13200.000000, 92.179, -20.2007
13400.000000, 91.823, 32.4199
13600.000000, 91.168, 84.5488
13800.000000, 90.247, 136.3296
14000.000000, 88.977, -172.7490
14300.000000, 86.068, -92.5615
14500.000000, 84.202, -31.9556
14750.000000, 83.723, 39.7559
15000.000000, 84.587, 85.9727
15250.000000, 84.429, 99.4097
15500.000000, 82.236, 86.7119
15750.000000, 78.370, 97.4883
16000.000000, 74.218, 156.6987
16250.000000, 73.700, -115.7622
16500.000000, 75.160, -41.6079
16750.000000, 76.560, 29.2021
17000.000000, 78.312, 94.8467
17250.000000, 79.481, 148.9482
17500.000000, 78.541, -164.2705
17750.000000, 74.879, -105.5840
18000.000000, 71.974, 23.3516
18250.000000, 74.274, 118.5552
18500.000000, 76.738, -177.6694
18750.000000, 78.275, -116.6353
19000.000000, 79.313, -56.7505
19250.000000, 79.738, 0.7402
19500.000000, 79.340, 58.8486
19750.000000, 78.445, 120.6465
20000.000000, 77.389, -175.2656
20300.000000, 75.875, -99.3721
20600.000000, 73.697, -26.9155
20900.000000, 70.208, 44.6499
21200.000000, 65.192, 120.9653
21400.000000, 61.146, 177.1201
21800.000000, 52.398, -60.5459
22000.000000, 48.361, -2.9185
22400.000000, 41.514, 86.7402
22700.000000, 36.346, 140.0791
23000.000000, 30.493, -178.1323
23300.000000, 24.314, 101.4058
23600.000000, 19.481, -166.8428
24000.000000, 17.355, 1.8096
