* Measurement data measured by REW V5.31.3
* Source: Headset (DS by VECLAN.COM), MICROPHONE (Master Volume), L, volume: 0.720. Timing signal peak level -31.9 dBFS, measurement signal peak level -9.3 dBFS
* Format: 2M Log Swept Sine, 1 sweep at -30.4 dBFS using an acoustic timing reference
* Dated: Nov 5, 2024 11:14:54 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 85.0 dB
* Note: ; Delay -2.7959 ms (-959 mm, -(3 ft 1.76 in)) using estimated IR delay relative to Acoustic reference played from HEADPHONE R with no timing offset Clock adjustment: -1,030.5 ppm
10.000000, 89.979, -29.5238
10.150000, 90.162, -30.3320
10.300000, 90.338, -31.1415
10.440000, 90.496, -31.8996
10.600000, 90.673, -32.7675
10.750000, 90.839, -33.5825
10.900000, 91.003, -34.3962
11.060000, 91.173, -35.2580
11.200000, 91.319, -36.0056
11.380000, 91.501, -36.9519
11.500000, 91.620, -37.5718
11.720000, 91.834, -38.6824
11.800000, 91.911, -39.0769
12.060000, 92.162, -40.3258
12.200000, 92.297, -40.9774
12.410000, 92.500, -41.9306
12.500000, 92.586, -42.3315
12.650000, 92.729, -42.9907
12.800000, 92.871, -43.6414
13.150000, 93.198, -45.1381
13.200000, 93.244, -45.3505
13.400000, 93.430, -46.1981
13.600000, 93.614, -47.0429
13.800000, 93.796, -47.8847
14.000000, 93.974, -48.7203
14.300000, 94.233, -49.9545
14.500000, 94.400, -50.7584
14.750000, 94.605, -51.7372
15.000000, 94.808, -52.6861
15.250000, 95.013, -53.6089
15.500000, 95.219, -54.5146
15.750000, 95.424, -55.4127
16.000000, 95.627, -56.3121
16.250000, 95.827, -57.2168
16.500000, 96.023, -58.1249
16.750000, 96.214, -59.0305
17.000000, 96.402, -59.9250
17.250000, 96.588, -60.8021
17.500000, 96.771, -61.6595
17.750000, 96.954, -62.5011
18.000000, 97.136, -63.3352
18.250000, 97.318, -64.1724
18.500000, 97.500, -65.0215
18.750000, 97.679, -65.8863
19.000000, 97.856, -66.7650
19.250000, 98.028, -67.6502
19.500000, 98.195, -68.5320
19.750000, 98.358, -69.4017
20.000000, 98.517, -70.2540
20.299999, 98.704, -71.2543
20.600000, 98.891, -72.2380
20.900000, 99.076, -73.2175
21.200001, 99.258, -74.2024
21.400000, 99.378, -74.8635
21.799999, 99.610, -76.1908
22.000000, 99.722, -76.8527
22.400000, 99.942, -78.1636
22.700001, 100.103, -79.1352
23.000000, 100.263, -80.1022
23.299999, 100.420, -81.0722
23.600000, 100.574, -82.0503
24.000000, 100.774, -83.3665
24.299999, 100.919, -84.3556
24.700001, 101.104, -85.6636
25.000000, 101.238, -86.6307
25.400000, 101.412, -87.9022
25.799999, 101.583, -89.1612
26.200001, 101.750, -90.4180
26.500000, 101.872, -91.3623
26.900000, 102.031, -92.6246
27.200001, 102.146, -93.5729
27.600000, 102.294, -94.8367
28.000000, 102.435, -96.0944
28.500000, 102.600, -97.6460
29.000000, 102.757, -99.1669
29.500000, 102.906, -100.6689
30.000000, 103.045, -102.1750
30.400000, 103.143, -103.3823
30.700001, 103.206, -104.2744
31.100000, 103.277, -105.4142
31.500000, 103.335, -106.4594
32.000000, 103.397, -107.5904
32.500000, 103.458, -108.5101
33.000000, 103.531, -109.2204
33.500000, 103.628, -109.7373
34.000000, 103.769, -110.1305
34.500000, 103.968, -110.5650
35.000000, 104.216, -111.2616
35.500000, 104.484, -112.3744
36.000000, 104.733, -113.9041
36.500000, 104.938, -115.7139
37.000000, 105.092, -117.6248
37.500000, 105.202, -119.4958
38.200001, 105.311, -121.9284
38.700001, 105.371, -123.5201
39.500000, 105.451, -125.8447
40.000000, 105.498, -127.1801
40.599998, 105.556, -128.6903
41.200001, 105.620, -130.1375
41.799999, 105.687, -131.5656
42.500000, 105.763, -133.2339
43.099998, 105.822, -134.6431
43.700001, 105.879, -136.0153
44.400002, 105.945, -137.6040
45.000000, 105.996, -138.9782
45.500000, 106.029, -140.1041
46.200001, 106.074, -141.5986
46.799999, 106.123, -142.8466
47.500000, 106.193, -144.4071
48.200001, 106.252, -146.1299
48.700001, 106.279, -147.4065
49.400002, 106.299, -149.1812
50.000000, 106.307, -150.6808
50.799999, 106.305, -152.6701
51.500000, 106.287, -154.3741
52.200001, 106.258, -156.0045
53.000000, 106.219, -157.7993
53.799999, 106.170, -159.5598
54.500000, 106.113, -161.0465
55.200001, 106.047, -162.4627
56.000000, 105.962, -164.0192
57.000000, 105.840, -165.8520
58.000000, 105.715, -167.5735
59.000000, 105.580, -169.3018
60.000000, 105.427, -170.9291
60.799999, 105.308, -172.1517
61.500000, 105.204, -173.2087
62.200001, 105.099, -174.2370
63.000000, 104.982, -175.3871
64.000000, 104.827, -176.8673
65.000000, 104.639, -178.3229
66.000000, 104.418, -179.6227
67.000000, 104.165, 179.2648
68.000000, 103.878, 178.4452
69.000000, 103.583, 178.0493
70.000000, 103.314, 177.9500
71.000000, 103.066, 178.0623
72.000000, 102.851, 178.4286
73.000000, 102.684, 178.9150
74.000000, 102.552, 179.4312
75.000000, 102.451, 179.9713
76.199997, 102.362, -179.4113
77.500000, 102.290, -178.8280
78.800003, 102.234, -178.3045
80.000000, 102.198, -177.8619
81.199997, 102.186, -177.4432
82.500000, 102.205, -177.0770
83.800003, 102.256, -176.7943
85.000000, 102.338, -176.6207
86.199997, 102.443, -176.6500
87.500000, 102.560, -176.8906
88.500000, 102.649, -177.1993
90.000000, 102.782, -177.9486
91.199997, 102.870, -178.9190
92.500000, 102.932, 179.8280
93.800003, 102.982, 178.3656
95.000000, 103.005, 176.7863
96.199997, 102.991, 175.0460
97.500000, 102.925, 173.0619
98.800003, 102.798, 171.0452
100.000000, 102.625, 169.1887
101.500000, 102.328, 166.8665
103.000000, 101.918, 164.7415
104.400002, 101.435, 163.3196
106.000000, 100.809, 162.6410
107.500000, 100.174, 163.0452
109.000000, 99.552, 164.6429
110.599998, 99.003, 167.4578
112.000000, 98.674, 170.5531
113.800003, 98.495, 174.9822
115.000000, 98.506, 177.8323
117.199997, 98.656, -177.6777
118.000000, 98.732, -176.2513
120.599998, 99.187, -173.5510
122.000000, 99.377, -173.9736
124.099998, 99.606, -174.5032
125.000000, 99.721, -174.7202
126.500000, 99.895, -175.1311
128.000000, 100.020, -175.5036
131.500000, 100.164, -176.6532
132.000000, 100.177, -176.8963
134.000000, 100.230, -178.0104
136.000000, 100.287, -179.2144
138.000000, 100.299, 179.5233
140.000000, 100.238, 178.4551
143.000000, 100.090, 176.7497
145.000000, 99.965, 175.4153
147.500000, 99.779, 173.7335
150.000000, 99.537, 172.2955
152.500000, 99.254, 171.1410
155.000000, 98.967, 170.1962
157.500000, 98.669, 169.4899
160.000000, 98.295, 169.0051
162.500000, 97.855, 168.7285
165.000000, 97.495, 167.9425
167.500000, 97.129, 166.9048
170.000000, 96.748, 166.5205
172.500000, 96.309, 166.5140
175.000000, 95.836, 166.5868
177.500000, 95.360, 167.0313
180.000000, 94.904, 167.8947
182.500000, 94.439, 168.7924
185.000000, 93.962, 169.6628
187.500000, 93.500, 170.5471
190.000000, 93.042, 171.5601
192.500000, 92.584, 172.7111
195.000000, 92.123, 174.0223
197.500000, 91.669, 175.6681
200.000000, 91.246, 177.5089
203.000000, 90.769, 179.6583
206.000000, 90.299, -178.1048
209.000000, 89.824, -175.7006
212.000000, 89.345, -173.2073
214.000000, 89.033, -171.4545
218.000000, 88.428, -167.7586
220.000000, 88.134, -165.8259
224.000000, 87.580, -161.7695
227.000000, 87.189, -158.6853
230.000000, 86.804, -155.6786
233.000000, 86.417, -152.6590
236.000000, 86.020, -149.7515
240.000000, 85.466, -145.9215
243.000000, 85.129, -142.2999
247.000000, 84.722, -137.1221
250.000000, 84.395, -133.4535
254.000000, 84.000, -128.7232
258.000000, 83.635, -123.8842
262.000000, 83.268, -118.9416
265.000000, 82.994, -115.0514
269.000000, 82.623, -109.8360
272.000000, 82.357, -105.9223
276.000000, 82.075, -101.0354
280.000000, 81.816, -96.2268
285.000000, 81.481, -89.7790
290.000000, 81.150, -83.1241
295.000000, 80.862, -76.2476
300.000000, 80.590, -69.0659
304.000000, 80.373, -63.1930
307.000000, 80.237, -58.5648
311.000000, 80.124, -52.0241
315.000000, 80.122, -45.2180
320.000000, 80.307, -37.0520
325.000000, 80.632, -30.3085
330.000000, 80.926, -24.9504
335.000000, 81.083, -20.2073
340.000000, 81.135, -15.4272
345.000000, 81.153, -10.3874
350.000000, 81.177, -5.1242
355.000000, 81.200, 0.1310
360.000000, 81.207, 5.3885
365.000000, 81.212, 11.0527
370.000000, 81.277, 17.0137
375.000000, 81.411, 22.6553
382.000000, 81.605, 29.7776
387.000000, 81.708, 34.6785
395.000000, 81.852, 42.5156
400.000000, 81.948, 47.5314
406.000000, 82.066, 53.5585
412.000000, 82.197, 59.4849
418.000000, 82.336, 65.2852
425.000000, 82.499, 72.0138
431.000000, 82.645, 77.6902
437.000000, 82.799, 83.3265
444.000000, 82.983, 89.8201
450.000000, 83.138, 95.2525
455.000000, 83.274, 99.7096
462.000000, 83.471, 105.8597
468.000000, 83.641, 111.1110
475.000000, 83.843, 116.9513
482.000000, 84.005, 122.7871
487.000000, 84.101, 127.0693
494.000000, 84.227, 132.9059
500.000000, 84.341, 137.8476
508.000000, 84.506, 144.5065
515.000000, 84.649, 150.2775
522.000000, 84.787, 156.0603
530.000000, 84.939, 162.7086
538.000000, 85.090, 169.3091
545.000000, 85.223, 175.0521
552.000000, 85.352, -179.2459
560.000000, 85.500, -172.8003
570.000000, 85.691, -164.6842
580.000000, 85.889, -156.4903
590.000000, 86.111, -148.3921
600.000000, 86.329, -140.4948
608.000000, 86.481, -134.2892
615.000000, 86.604, -128.9210
622.000000, 86.727, -123.6060
630.000000, 86.867, -117.5079
640.000000, 87.030, -109.9282
650.000000, 87.187, -102.3902
660.000000, 87.324, -94.8389
670.000000, 87.439, -87.3970
680.000000, 87.561, -80.0046
690.000000, 87.677, -72.5813
700.000000, 87.779, -65.2387
710.000000, 87.866, -57.9077
720.000000, 87.936, -50.4993
730.000000, 88.002, -43.1481
740.000000, 88.060, -35.8002
750.000000, 88.104, -28.3558
762.000000, 88.144, -19.3264
775.000000, 88.166, -9.5186
788.000000, 88.179, 0.2102
800.000000, 88.177, 9.1171
812.000000, 88.161, 18.1117
825.000000, 88.119, 27.9780
838.000000, 88.070, 37.9575
850.000000, 88.017, 47.2430
862.000000, 87.957, 56.5748
875.000000, 87.887, 66.8270
885.000000, 87.825, 74.7905
900.000000, 87.718, 86.7476
912.000000, 87.625, 96.3948
925.000000, 87.526, 106.8674
938.000000, 87.428, 117.4320
950.000000, 87.330, 127.2976
962.000000, 87.229, 137.2217
975.000000, 87.120, 148.0302
988.000000, 87.003, 158.8702
1000.000000, 86.887, 168.9454
1015.000000, 86.747, -178.2667
1030.000000, 86.615, -165.3635
1044.000000, 86.490, -153.2700
1060.000000, 86.350, -139.3099
1075.000000, 86.218, -126.0980
1090.000000, 86.094, -112.8067
1106.000000, 85.985, -98.5001
1120.000000, 85.906, -85.9425
1138.000000, 85.813, -69.7317
1150.000000, 85.755, -58.8844
1172.000000, 85.661, -39.0786
1180.000000, 85.623, -31.9203
1206.000000, 85.426, -8.6077
1220.000000, 85.294, 4.3447
1241.000000, 85.144, 24.4178
1250.000000, 85.114, 33.1360
1265.000000, 85.100, 47.6278
1280.000000, 85.113, 61.9860
1315.000000, 85.168, 95.2309
1320.000000, 85.179, 99.9833
1340.000000, 85.227, 118.9768
1360.000000, 85.258, 137.9376
1380.000000, 85.296, 156.9407
1400.000000, 85.376, 175.9993
1430.000000, 85.517, -155.5392
1450.000000, 85.614, -136.7144
1475.000000, 85.733, -113.2931
1500.000000, 85.850, -89.8846
1525.000000, 85.963, -66.3687
1550.000000, 86.069, -42.8329
1575.000000, 86.169, -19.2231
1600.000000, 86.256, 4.4381
1625.000000, 86.330, 28.1736
1650.000000, 86.394, 52.0302
1675.000000, 86.438, 76.0597
1700.000000, 86.452, 100.4773
1725.000000, 86.443, 125.5314
1750.000000, 86.439, 151.6289
1775.000000, 86.555, 179.4535
1800.000000, 87.106, -150.6700
1825.000000, 88.447, -121.1459
1850.000000, 90.265, -97.4113
1875.000000, 91.623, -80.4467
1900.000000, 92.138, -65.2573
1925.000000, 92.107, -48.1317
1950.000000, 91.898, -28.3740
1975.000000, 91.746, -6.6458
2000.000000, 91.741, 15.9713
2030.000000, 91.869, 43.0995
2060.000000, 92.024, 69.9530
2090.000000, 92.150, 96.7291
2120.000000, 92.255, 123.4968
2140.000000, 92.322, 141.4037
2180.000000, 92.457, 177.5151
2200.000000, 92.524, -164.3127
2240.000000, 92.667, -127.8523
2270.000000, 92.780, -100.4644
2300.000000, 92.899, -73.0669
2330.000000, 93.018, -45.6947
2360.000000, 93.136, -18.3464
2400.000000, 93.289, 18.0886
2430.000000, 93.398, 45.4031
2470.000000, 93.531, 81.7812
2500.000000, 93.621, 108.9968
2540.000000, 93.719, 145.1592
2580.000000, 93.781, -178.7480
2620.000000, 93.807, -142.5620
2650.000000, 93.797, -115.3313
2690.000000, 93.749, -78.8035
2720.000000, 93.694, -51.2266
2760.000000, 93.600, -14.2910
2800.000000, 93.494, 22.8665
2850.000000, 93.386, 69.8101
2900.000000, 93.332, 117.0183
2950.000000, 93.314, 163.9368
3000.000000, 93.290, -149.5435
3040.000000, 93.240, -112.4451
3070.000000, 93.176, -84.6138
3110.000000, 93.064, -47.4761
3150.000000, 92.938, -10.4292
3200.000000, 92.743, 35.6599
3250.000000, 92.447, 81.7358
3300.000000, 92.020, 128.1187
3350.000000, 91.509, 175.1348
3400.000000, 91.001, -137.3438
3450.000000, 90.479, -89.8755
3500.000000, 89.852, -42.5010
3550.000000, 89.046, 5.3875
3600.000000, 88.070, 54.7754
3650.000000, 87.020, 106.4568
3700.000000, 86.080, 161.3770
3750.000000, 85.660, -140.9194
3820.000000, 86.039, -63.9783
3870.000000, 86.319, -13.8091
3950.000000, 86.076, 64.0369
4000.000000, 85.588, 113.9436
4060.000000, 84.921, 175.9739
4120.000000, 84.327, -120.3909
4180.000000, 83.842, -55.6670
4250.000000, 83.484, 20.9497
4310.000000, 83.425, 86.5999
4370.000000, 83.615, 149.2871
4440.000000, 83.900, -150.5439
4500.000000, 84.072, -112.6582
4550.000000, 84.274, -85.5757
4620.000000, 84.534, -49.5713
4680.000000, 84.655, -19.6089
4750.000000, 84.651, 14.6953
4820.000000, 84.488, 48.5889
4870.000000, 84.283, 72.7432
4940.000000, 83.899, 106.8047
5000.000000, 83.531, 136.4058
5080.000000, 83.127, 176.4624
5150.000000, 82.968, -148.5181
5220.000000, 82.953, -114.2314
5300.000000, 83.047, -76.2583
5380.000000, 83.241, -39.6353
5450.000000, 83.409, -8.8354
5520.000000, 83.466, 20.7646
5600.000000, 83.280, 53.6812
5700.000000, 82.636, 94.7979
5800.000000, 81.790, 136.8110
5900.000000, 81.014, 179.2285
6000.000000, 80.278, -138.6157
6080.000000, 79.669, -105.1226
6150.000000, 79.120, -76.0420
6220.000000, 78.571, -47.0371
6300.000000, 77.959, -13.8359
6400.000000, 77.192, 27.4019
6500.000000, 76.323, 68.1191
6600.000000, 75.266, 109.0132
6700.000000, 74.071, 150.9512
6800.000000, 72.911, -165.7949
6900.000000, 71.971, -122.0181
7000.000000, 71.344, -78.0151
7100.000000, 71.015, -33.9741
7200.000000, 70.996, 9.3125
7300.000000, 71.287, 51.5146
7400.000000, 71.804, 92.3628
7500.000000, 72.458, 131.6055
7620.000000, 73.393, 176.3584
7750.000000, 74.453, -138.2573
7880.000000, 75.192, -95.9209
8000.000000, 75.427, -58.5254
8120.000000, 75.245, -21.8745
8250.000000, 74.723, 18.6104
8380.000000, 74.180, 59.9746
8500.000000, 74.045, 98.8252
8620.000000, 74.420, 137.0015
8750.000000, 75.191, 175.5737
8850.000000, 75.766, -156.4937
9000.000000, 76.229, -117.2808
9120.000000, 76.161, -87.2710
9250.000000, 75.681, -54.9604
9380.000000, 74.876, -21.9019
9500.000000, 74.011, 9.2026
9620.000000, 73.235, 40.8486
9750.000000, 72.638, 75.2686
9880.000000, 72.398, 109.4331
10000.000000, 72.498, 140.5479
10150.000000, 72.850, 177.4502
10300.000000, 73.150, -148.8560
10440.000000, 73.152, -118.7603
10600.000000, 72.744, -86.1479
10750.000000, 71.995, -56.7095
10900.000000, 70.808, -25.7090
11060.000000, 68.955, 8.9165
11200.000000, 67.254, 41.3398
11380.000000, 66.374, 85.3823
11500.000000, 66.652, 112.8833
11720.000000, 67.249, 157.8853
11800.000000, 67.137, 173.5620
12060.000000, 64.699, -138.7944
12200.000000, 63.866, -98.5410
12410.000000, 67.587, -6.2275
12500.000000, 69.374, 29.4287
12650.000000, 71.560, 82.1890
12800.000000, 72.875, 130.8086
13150.000000, 74.184, -119.6270
13200.000000, 74.272, -104.2969
13400.000000, 74.412, -43.6104
13600.000000, 74.157, 15.5391
13800.000000, 73.541, 74.3223
14000.000000, 72.487, 134.1763
14300.000000, 69.728, -134.0596
14500.000000, 67.841, -70.4414
14750.000000, 67.256, 6.1279
15000.000000, 68.144, 71.6270
15250.000000, 68.202, 121.6206
15500.000000, 66.274, 17.3564
15750.000000, 62.527, 72.1992
16000.000000, 58.395, 148.5532
16250.000000, 57.902, -127.6143
16500.000000, 59.342, -47.6680
16750.000000, 60.711, 32.2656
17000.000000, 62.463, 107.0942
17250.000000, 63.669, 176.9595
17500.000000, 62.781, -113.7808
17750.000000, 59.183, -32.6904
18000.000000, 56.445, 57.1670
18250.000000, 58.851, 144.2793
18500.000000, 61.346, -139.3945
18750.000000, 62.919, -67.0898
19000.000000, 63.984, 2.7324
19250.000000, 64.410, 70.5195
19500.000000, 63.983, 139.8291
19750.000000, 63.048, -153.7578
20000.000000, 61.931, -80.7246
20300.000000, 60.327, 7.1035
20600.000000, 58.188, 93.1504
20900.000000, 54.979, -167.9160
21200.000000, 50.367, -79.1738
21400.000000, 46.415, 2.3008
21800.000000, 36.501, 172.8232
22000.000000, 30.989, -1.2881
22400.000000, 22.632, -90.2617
22700.000000, 20.203, 48.6309
23000.000000, 18.649, -10.2236
23300.000000, 17.803, -93.6465
23600.000000, 17.377, -144.7090
24000.000000, 16.849, -59.9707
