4000,	12.518
4060,	12.315
4120,	12.116
4180,	11.92
4250,	11.697
4310,	11.512
4370,	11.33
4440,	11.124
4500,	10.955
4550,	10.817
4620,	10.631
4680,	10.476
4750,	10.304
4820,	10.138
4870,	10.024
4940,	9.87
5000,	9.745
5080,	9.584
5150,	9.449
5220,	9.321
5300,	9.182
5380,	9.05
5450,	8.939
5520,	8.835
5600,	8.72
5700,	8.585
5800,	8.459
5900,	8.342
6000,	8.232
6080,	8.15
6150,	8.084
6220,	8.023
6300,	7.957
6400,	7.882
6500,	7.816
6600,	7.76
6700,	7.712
6800,	7.672
6900,	7.641
7000,	7.617
7100,	7.601
7200,	7.589
7300,	7.583
7400,	7.577
7500,	7.573
7620,	7.563
7750,	7.542
7880,	7.507
8000,	7.458
8120,	7.391
8250,	7.299
8380,	7.19
8500,	7.074
8620,	6.949
8750,	6.801
8850,	6.685
9000,	6.505
9120,	6.355
9250,	6.191
9380,	6.024
9500,	5.87
9620,	5.712
9750,	5.54
9880,	5.366
10000,	5.206
10150,	5.003
10300,	4.8
10440,	4.611
10600,	4.396
10750,	4.196
10900,	3.998
11060,	3.79
11200,	3.611
11380,	3.388
11500,	3.244
11720,	2.99
11800,	2.9
12060,	2.622
12200,	2.481
12410,	2.28
12500,	2.2
12650,	2.069
12800,	1.946
13150,	1.678
13200,	1.642
13400,	1.5
13600,	1.364
13800,	1.233
14000,	1.104
14300,	0.915
14500,	0.787
14750,	0.629
15000,	0.467
15250,	0.301
15500,	0.129
15750,	-0.046
16000,	-0.227
16250,	-0.413
16500,	-0.603
16750,	-0.799
17000,	-0.998
17250,	-1.2
17500,	-1.404
17750,	-1.607
18000,	-1.811
18250,	-2.014
18500,	-2.219
18750,	-2.428
19000,	-2.669
19250,	-2.983
19500,	-3.404
19750,	-3.891
20000,	-4.268
