16250,	4.276
16500,	4.108
16750,	3.934
17000,	3.756
17250,	3.575
17500,	3.392
17750,	3.209
18000,	3.025
18250,	2.842
18500,	2.657
18750,	2.467
19000,	2.245
19250,	1.95
19500,	1.548
19750,	1.078
20000,	0.715
