Freq[Hz]     dBSPL  Phase[Deg]
41.1721    120.568    -8.684
41.7710    120.553    -8.650
42.3785    120.551    -8.625
42.9949    120.550    -8.631
43.6203    120.550    -8.671
44.2548    120.550    -8.746
44.8985    120.550    -8.855
45.5515    120.550    -9.000
46.2141    120.547    -9.176
46.8863    120.528    -9.356
47.5683    120.491    -9.493
48.2602    120.452    -9.579
48.9621    120.414    -9.616
49.6743    120.394    -9.612
50.3968    120.391    -9.618
51.1299    120.390    -9.671
51.8736    120.389    -9.777
52.6281    120.386    -9.931
53.3936    120.366   -10.096
54.1702    120.328   -10.226
54.9581    120.290   -10.314
55.7575    120.252   -10.361
56.5685    120.233   -10.387
57.3914    120.229   -10.439
58.2261    120.226   -10.544
59.0730    120.207   -10.678
59.9323    120.169   -10.797
60.8040    120.130   -10.890
61.6884    120.092   -10.958
62.5857    120.070   -11.009
63.4960    120.052   -11.067
64.4196    120.018   -11.123
65.3566    119.980   -11.166
66.3073    119.941   -11.197
67.2717    119.915   -11.216
68.2502    119.899   -11.246
69.2429    119.871   -11.285
70.2501    119.833   -11.320
71.2719    119.794   -11.347
72.3086    119.760   -11.359
73.3603    119.728   -11.348
74.4274    119.688   -11.308
75.5099    119.649   -11.253
76.6083    119.610   -11.187
77.7226    119.588   -11.112
78.8531    119.571   -11.047
80.0000    119.538   -10.976
81.1636    119.500   -10.879
82.3442    119.461   -10.750
83.5419    119.436   -10.584
84.7570    119.428   -10.414
85.9899    119.427   -10.272
87.2406    119.427   -10.165
88.5096    119.427   -10.094
89.7970    119.427   -10.050
91.1031    119.427   -10.029
92.4282    119.427   -10.031
93.7726    119.427   -10.058
95.1366    119.427   -10.116
96.5204    119.426   -10.209
97.9243    119.424   -10.335
99.3486    119.408   -10.474
100.794    119.374   -10.584
102.260    119.335   -10.652
103.747    119.297   -10.683
105.256    119.273   -10.690
106.787    119.265   -10.712
108.340    119.251   -10.764
109.916    119.221   -10.820
111.515    119.183   -10.859
113.137    119.145   -10.877
114.783    119.116   -10.877
116.452    119.099   -10.880
118.146    119.074   -10.890
119.865    119.036   -10.887
121.608    118.997   -10.873
123.377    118.963   -10.844
125.171    118.944   -10.813
126.992    118.923   -10.790
128.839    118.885   -10.754
130.713    118.846   -10.698
132.615    118.808   -10.626
134.543    118.788   -10.543
136.500    118.782   -10.492
138.486    118.765   -10.476
140.500    118.731   -10.457
142.544    118.693   -10.418
144.617    118.654   -10.356
146.721    118.631   -10.280
148.855    118.623   -10.228
151.020    118.609   -10.215
153.217    118.579   -10.214
155.445    118.540   -10.208
157.706    118.501   -10.188
160.000    118.469   -10.152
162.327    118.438   -10.102
164.688    118.399   -10.038
167.084    118.359    -9.971
169.514    118.321    -9.902
171.980    118.288    -9.819
174.481    118.251    -9.728
177.019    118.211    -9.638
179.594    118.167    -9.543
182.206    118.121    -9.422
184.856    118.076    -9.269
187.545    118.034    -9.105
190.273    117.985    -8.919
193.041    117.936    -8.687
195.849    117.895    -8.431
198.697    117.855    -8.167
201.587    117.823    -7.892
204.520    117.792    -7.605
207.494    117.753    -7.289
210.512    117.714    -6.944
213.574    117.680    -6.567
216.681    117.664    -6.166
219.833    117.661    -5.778
223.030    117.661    -5.422
226.274    117.661    -5.097
229.565    117.661    -4.796
232.905    117.661    -4.509
236.292    117.661    -4.232
239.729    117.661    -3.961
243.216    117.661    -3.693
246.754    117.661    -3.425
250.343    117.661    -3.153
253.984    117.661    -2.868
257.678    117.661    -2.564
261.426    117.663    -2.242
265.229    117.678    -1.921
269.087    117.711    -1.641
273.001    117.749    -1.423
276.972    117.787    -1.267
281.000    117.812    -1.163
285.088    117.820    -1.073
289.234    117.821    -0.954
293.441    117.822    -0.794
297.709    117.824    -0.595
302.040    117.842    -0.389
306.433    117.878    -0.225
310.890    117.917    -0.121
315.412    117.954    -0.077
320.000    117.976    -0.086
324.655    117.981    -0.107
329.377    117.982    -0.111
334.168    117.982    -0.092
339.028    117.982    -0.054
343.959    117.982    -0.004
348.962    117.982     0.052
354.038    117.982     0.111
359.188    117.982     0.172
364.412    117.982     0.230
369.713    117.982     0.282
375.090    117.982     0.319
380.546    117.981     0.339
386.081    117.976     0.348
391.697    117.955     0.374
397.394    117.917     0.462
403.175    117.879     0.619
409.039    117.842     0.847
414.989    117.825     1.134
421.025    117.822     1.436
427.149    117.821     1.732
433.362    117.821     2.026
439.665    117.821     2.328
446.060    117.823     2.647
452.548    117.836     2.971
459.131    117.865     3.265
465.809    117.904     3.505
472.584    117.942     3.691
479.458    117.969     3.838
486.432    117.980     3.981
493.507    117.983     4.159
500.686    117.994     4.372
507.968    118.023     4.588
515.357    118.061     4.774
522.853    118.099     4.929
530.458    118.129     5.059
538.174    118.146     5.184
546.002    118.170     5.310
553.943    118.208     5.415
562.001    118.247     5.493
570.175    118.282     5.549
578.469    118.300     5.594
586.883    118.306     5.665
595.419    118.326     5.758
604.080    118.364     5.827
612.866    118.403     5.861
621.780    118.441     5.850
630.824    118.460     5.802
640.000    118.463     5.761
649.309    118.463     5.753
658.753    118.463     5.783
668.335    118.463     5.850
678.056    118.463     5.947
687.919    118.463     6.079
697.925    118.464     6.249
708.077    118.466     6.456
718.376    118.481     6.679
728.825    118.515     6.879
739.426    118.553     7.042
750.181    118.591     7.173
761.093    118.617     7.281
772.163    118.634     7.390
783.394    118.662     7.501
794.789    118.701     7.594
806.349    118.739     7.672
818.078    118.770     7.735
829.977    118.787     7.797
842.050    118.809     7.867
854.298    118.848     7.918
866.724    118.886     7.942
879.330    118.923     7.936
892.120    118.941     7.912
905.097    118.945     7.905
918.262    118.948     7.939
931.618    118.963     7.994
945.169    118.980     8.060
958.917    118.981     8.165
972.864    118.982     8.315
987.015    118.978     8.500
1001.37    118.995     8.713
1015.94    119.031     8.915
1030.71    119.068     9.084
1045.71    119.095     9.224
1060.92    119.104     9.371
1076.35    119.106     9.574
1092.00    119.108     9.850
1107.89    119.122    10.185
1124.00    119.154    10.546
1140.35    119.194    10.914
1156.94    119.236    11.291
1173.77    119.282    11.666
1190.84    119.330    12.042
1208.16    119.382    12.443
1225.73    119.449    12.860
1243.56    119.521    13.272
1261.65    119.599    13.681
1280.00    119.690    14.082
1298.62    119.799    14.440
1317.51    119.911    14.745
1336.67    120.029    15.005
1356.11    120.155    15.203
1375.84    120.270    15.357
1395.85    120.389    15.492
1416.15    120.511    15.604
1436.75    120.633    15.698
1457.65    120.765    15.766
1478.85    120.911    15.776
1500.36    121.061    15.720
1522.19    121.206    15.602
1544.33    121.347    15.429
1566.79    121.487    15.200
1589.58    121.620    14.934
1612.70    121.751    14.654
1636.16    121.885    14.344
1659.95    122.003    14.019
1684.10    122.117    13.721
1708.60    122.238    13.434
1733.45    122.363    13.143
1758.66    122.496    12.842
1784.24    122.645    12.503
1810.19    122.798    12.100
1836.52    122.941    11.653
1863.24    123.078    11.187
1890.34    123.220    10.690
1917.83    123.367    10.154
1945.73    123.529     9.571
1974.03    123.689     8.931
2002.74    123.833     8.254
2031.87    123.976     7.546
2061.43    124.120     6.801
2091.41    124.282     6.013
2121.83    124.456     5.144
2152.69    124.622     4.182
2184.01    124.770     3.152
2215.77    124.912     2.069
2248.00    125.051     0.939
2280.70    125.187    -0.222
2313.87    125.321    -1.416
2347.53    125.461    -2.682
2381.68    125.593    -4.024
2416.32    125.723    -5.432
2451.46    125.844    -6.910
2487.12    125.946    -8.451
2523.30    126.038   -10.034
2560.00    126.110   -11.632
2597.24    126.179   -13.239
2635.01    126.238   -14.857
2673.34    126.280   -16.464
2712.23    126.316   -18.044
2751.68    126.349   -19.626
2791.70    126.388   -21.226
2832.31    126.427   -22.849
2873.50    126.465   -24.507
2915.30    126.486   -26.207
2957.70    126.490   -27.937
3000.72    126.490   -29.677
3044.37    126.487   -31.433
3088.65    126.469   -33.191
3133.58    126.432   -34.938
3179.16    126.391   -36.682
3225.40    126.343   -38.421
3272.31    126.286   -40.131
3319.91    126.216   -41.802
3368.20    126.136   -43.453
3417.19    126.048   -45.077
3466.89    125.965   -46.667
3517.32    125.888   -48.247
3568.48    125.787   -49.809
3620.39    125.678   -51.335
3673.05    125.557   -52.814
3726.47    125.432   -54.227
3780.67    125.318   -55.590
3835.67    125.207   -56.942
3891.46    125.103   -58.290
3948.06    124.988   -59.634
4005.49    124.863   -60.957
4063.75    124.729   -62.252
4122.86    124.590   -63.503
4182.82    124.450   -64.680
4243.66    124.318   -65.812
4305.39    124.188   -66.925
4368.01    124.066   -68.029
4431.55    123.961   -69.148
4496.01    123.843   -70.286
4561.40    123.717   -71.425
4627.75    123.584   -72.561
4695.06    123.444   -73.671
4763.35    123.305   -74.728
4832.64    123.172   -75.757
4902.93    123.040   -76.781
4974.24    122.906   -77.790
5046.60    122.788   -78.803
5120.00    122.664   -79.838
5194.47    122.525   -80.862
5270.03    122.381   -81.846
5346.68    122.232   -82.792
5424.45    122.090   -83.696
5503.35    121.953   -84.557
5583.40    121.834   -85.410
5664.61    121.721   -86.299
5747.01    121.610   -87.224
5830.60    121.502   -88.181
5915.41    121.379   -89.155
6001.45    121.249   -90.127
6088.74    121.119   -91.097
6177.30    120.984   -92.045
6267.15    120.865   -92.981
6358.31    120.742   -93.940
6450.80    120.605   -94.891
6544.62    120.473   -95.831
6639.82    120.340   -96.779
6736.40    120.200   -97.716
6834.38    120.062   -98.628
6933.79    119.920   -99.525
7034.64    119.761  -100.376
7136.96    119.593  -101.131
7240.77    119.438  -101.803
7346.09    119.281  -102.388
7452.94    119.144  -102.880
7561.35    119.030  -103.313
7671.33    118.920  -103.697
7782.91    118.835  -104.036
7896.12    118.777  -104.372
8010.97    118.757  -104.746
8127.49    118.768  -105.207
8245.71    118.811  -105.805
8365.65    118.881  -106.598
8487.33    118.966  -107.614
8610.78    119.066  -108.868
8736.03    119.183  -110.412
8863.09    119.294  -112.270
8992.01    119.399  -114.439
9122.80    119.484  -116.914
9255.50    119.518  -119.653
9390.12    119.492  -122.564
9526.70    119.415  -125.602
9665.27    119.285  -128.700
9805.86    119.103  -131.776
9948.49    118.885  -134.795
10093.2    118.609  -137.728
10240.0    118.300  -140.536
10388.9    117.969  -143.211
10540.1    117.599  -145.701
10693.4    117.212  -147.989
10848.9    116.789  -150.076
11006.7    116.335  -151.885
11166.8    115.896  -153.406
11329.2    115.448  -154.657
11494.0    115.013  -155.614
11661.2    114.604  -156.314
11830.8    114.216  -156.778
12002.9    113.870  -157.041
12177.5    113.581  -157.205
12354.6    113.356  -157.369
12534.3    113.189  -157.625
12716.6    113.057  -158.044
12901.6    112.943  -158.661
13089.2    112.836  -159.472
13279.6    112.753  -160.480
13472.8    112.680  -161.693
13668.8    112.609  -163.109
13867.6    112.538  -164.742
14069.3    112.461  -166.611
14273.9    112.386  -168.714
14481.5    112.297  -171.054
14692.2    112.185  -173.629
14905.9    112.038  -176.439
15122.7    111.855  -179.464
15342.7    111.629   177.351
15565.8    111.343   174.059
15792.2    110.989   170.717
16021.9    110.560   167.402
16255.0    110.064   164.219
16491.4    109.506   161.262
16731.3    108.898   158.573
16974.7    108.253   156.179
17221.6    107.597   154.091
17472.1    106.947   152.285
17726.2    106.283   150.731
17984.0    105.598   149.438
18245.6    104.889   148.440
18511.0    104.166   147.800
18780.2    103.437   147.591
19053.4    102.710   147.866
19330.5    102.022   148.616
19611.7    101.419   149.708
19897.0    100.926   150.960
20186.4    100.545   152.148
20480.0    100.220   153.100
20777.9     99.906   153.787
21080.1     99.593   154.259
21386.7     99.280   154.581
21697.8     98.967   154.802
22013.4     98.654   154.947
22333.6     98.342   155.034
22658.4     98.029   155.075
22988.0     97.716   155.078
23322.4     97.403   155.049
23661.6     97.090   154.995
24005.8     96.778   154.919
24355.0     96.465   154.824
24709.2     96.152   154.714
25068.6     95.839   154.590
25433.2     95.527   154.455
25803.2     95.214   154.310
26178.5     94.901   154.157
26559.3     94.588   153.997
26945.6     94.275   153.830
27337.5     93.963   153.658
27735.2     93.650   153.482
28138.6     93.337   153.301
28547.9     93.024   153.118
28963.1     92.712   152.932
29384.4     92.399   152.745
29811.8     92.086   152.555
30245.4     91.773   152.364
30685.3     91.460   152.172
31131.7     91.148   151.979
31584.5     90.835   151.786
32043.9     90.522   151.592
32510.0     90.209   151.399
32982.8     89.897   151.205
33462.6     89.584   151.012
33949.3     89.271   150.819
34443.1     88.958   150.627
34944.1     88.645   150.436
35452.4     88.333   150.244
35968.0     88.020   150.054
36491.2     87.707   149.864
37022.0     87.394   149.675
37560.5     87.082   149.481
38106.8     86.773   149.301
38661.1     86.477   149.124
39223.4     86.250   148.984
39793.9     86.095   148.874
